tableA_id,tableA_title,tableA_starring,tableA_writer,tableA_editor,tableB_id,tableB_title,tableB_actor name,tableB_director name,tableB_year,tableB_genre,label
16587,The Personality Kid,Claire Dodd,,,12483,"Personality Kid, The (1934)","Vincent, Sailor","Crosland, Alan (I)",1934,Drama,1
10851,The Blizzard,Oliver Hardy,Jess Robbins,,20164,Queen of the Northwoods (1929),"Clair, Ethlyne","Bennet, Spencer Gordon",1929,,0
5917,Amadeus,Thomas Edward Hulce,Peter Shaffer,,1430,Amadeus (1984),"Kellogg, Mary","Forman, Milos",1984,Music,1
92,,Yuri Yakovlev,Eldar Ryazanov,,8562,"Crudeli, I (1967)","Stefanelli, Benito","Band, Albert",1967,Drama,0
14022,,Don Gordon,Richard Fire,,22009,"Borrower, The (1991)","Gordon, Pam (I)","McNaughton, John",1991,Horror,1
21329,,Eugen Des Montagnes,Werner Stipetiu0107,,15491,"Karate Kid, Part II, The (1986)","Johnson, Garth (I)","Avildsen, John G.",1986,Romance,0
13368,One from the Heart,Frederic Forrest,Armyan Bernstein,,1324,Contact (1997),"Kennedy, Kathleen (II)","Zemeckis, Robert",1997,Sci-Fi,0
8975,Quintet,Brigitte Fossey,Robert Bernard Altman,,11775,Midway (1976),"Markham, Monte","Smight, Jack",1976,History,0
22464,Period of Adjustment,Lady Jayne Seymour Fonda,Isobel Lennart,,7933,Period of Adjustment (1962),"White, Jesse (I)","Hill, George Roy",1962,Comedy,1
18444,,Helgi Skulason,Nils Gaup,,9859,When a Stranger Calls (1979),"Blanton, Arell","Walton, Fred (II)",1979,Horror,0
10026,BAFTA Award for Best Film,Massimo Troisi,,,5362,"Postino, Il (1994)","Di Sauro, Vincenzo","Radford, Michael",1994,Comedy,1
12496,,Michel Blanc,Bertrand Blier,,11226,Ek Se Badhkar Ek (1976),"Nischol, Navin",Brij,1976,,0
16615,The Dream Catcher,Jeanne Heaton,M.S. Nieson,,1302,"Dream Catcher, The (1999)","Miller, Christopher Edward","Radtke, Edward A.",1999,Drama,1
8365,,Yuval Banay<BR>Anat Azmon<BR>Eyal Geffen<BR>Shimon Israeli<BR>Tali Kaufmann,Yaky Yosha,,3885,Makat Shemesh (1984),"Kaufman, Uri","Yosha, Yaki",1984,Drama,1
22240,Assassins,Sylvester Gardenzio Stallone,Brian Thomas Helgeland,,23128,Assassins (1995),"Williams, Nerissa E.","Donner, Richard",1995,Thriller,1
7054,The Incredibles,Elizabeth Pe?a,Brad Bird,,3720,"Incredibles, The (2004)","Sincere, Jean","Bird, Brad (I)",2004,Comedy,1
24196,With Six You Get Eggroll,Doris Day,R.S. Allen,,697,Sons of the Desert (1933),"Santa Monica Lodge of Elks, The","Seiter, William A.",1933,Comedy,0
10544,"Triads, Yardies and Onion Bhajees",Walter C. Brown,Manish Patel,,22146,"Triads, Yardies & Onion Bhajees (2003)","Angol, Richard","Bains, Sarjit",2003,Thriller,1
9942,The Girl With the Hungry Eyes,Adele Rein,William Rotsler,,14826,"Girl with the Hungry Eyes, The (1967)","Smith, Sharon (XIV)","Rotsler, William",1967,,1
18543,Ned,Damon Herriman,Abe Forsythe,,7809,"Golem, Le (1936)","Jacquet, Gaston","Duvivier, Julien",1936,Horror,0
1916,The Pleasure Garden,Sickan Carlsson,Erland Josephson,,17264,Lustg?rden (1961),"Westlund, Lars","Kjellin, Alf",1961,,1
19091,,Juan Carlos de Seta,Mario David,,13177,"Amor infiel, El (1974)","Puig, Arturo (I)","David, Mario (III)",1974,Comedy,1
12899,"I Was Born, But...",Tatsuo Saito,Yasujiro Ozu,,12176,Otona no miru ehon - Umarete wa mita keredo (1932),"Kofujita, Shoichi","Ozu, Yasujiro",1932,Comedy,1
5320,,Jacobo Morales,Jacobo Morales,,15538,Paarthale Paravasam (2001),Manivannan,"Balachander, K.",2001,Comedy,0
8721,,"Ivo Livi, born of Catholic peasants in Italy",Elisabeth Rappeneau,,21851,"Sauvage, Le (1975)","Maestri, Toni","Rappeneau, Jean-Paul",1975,Comedy,1
22286,The Eddy Duchin Story,"Tyrone Edmund Power, Jr.",Samuel Albert Tanenbaum,,4783,Uncle Tom's Fairy Tales (1968),"Pryor, Richard","Spheeris, Penelope",1968,Comedy,0
4893,Golden Lion,Anthony Quayle,,,15735,"Leggenda del santo bevitore, La (1988)","Aldighieri, Francesco","Olmi, Ermanno",1988,Drama,1
167,,Kati Outinen,Timo Puustinen,,112,Plagues and Pleasures on the Salton Sea (2004),"Melvin, Petre","Springer, Jeff (III)",2004,Documentary,0
23874,Alice in the Cities,Yella Rottl?nder,Veith von F?rstenberg,,14696,Alice in den St?dten (1974),"Kreuzer, Lisa","Wenders, Wim",1974,Drama,1
16480,Back-Room Boy,Graham Moffatt,Val Guest,,13433,Back-Room Boy (1942),"Bennett, Eileen","Mason, Herbert",1942,Comedy,1
15869,Drunken Master,u9673u6E2Fu751F (Chan Kong Sang),Lung Hsiao,,9808,Jui kuen (1978),"Yuen, Brandy","Yuen, Woo-ping",1978,Comedy,1
24852,,Brandon Hammond,"George Tillman, Jr.",,16,Soul Food (1997),"Braun, Tamara","Tillman Jr., George",1997,Comedy,1
14632,Cayo,Idalia P?rez Garay,Pedro Muniz,,22380,Cayo (2005),"P?rez, Yahaira","Juarbe, Vicente",2005,Drama,1
11488,,Zeinat Sedki,Ali El Zorkani Helmy Halim,,21323,Ayyamine el helwa (1955),"Sedki, Zeinat","Halim, Helmy",1955,Comedy,1
12815,Analyze That,Cathy Moriarty,Peter Tolan,,18727,Analyze That (2002),"Cefarello, Ralph","Ramis, Harold",2002,Comedy,1
15223,,Otto Sander,Peter Handke,,20233,"Himmel ?ber Berlin, Der (1987)","Behrendt, Donald","Wenders, Wim",1987,Fantasy,1
5299,,Tara Killian,Sheldon Wilson,,13249,Shallow Ground (2004),"Eastin, Shayne","Wilson, Sheldon (I)",2004,Horror,1
19150,,Hans Gu00F6sta Gustaf Ekman,Henning Bahs,,10709,J?nssonligan f?r guldfeber (1984),"Malmsten, Birger","Ekman, Mikael",1984,Comedy,1
22135,"Luke, Rank Impersonator",Harold Lloyd,,,18755,"Luke, Rank Impersonator (1916)","Brooks, Sammy","Roach, Hal",1916,Short,1
11656,The Faithful Taxicab,Roscoe Arbuckle,,,17968,"Faithful Taxicab, The (1913)","Arbuckle, Roscoe 'Fatty'","Sennett, Mack",1913,Short,1
2648,Harper Valley PTA,Barbara Jean Morehead,George Edwards,,15208,Harper Valley P.T.A. (1978),"Foley, Louise","Bennett, Richard C.",1978,Comedy,1
16054,Courage Under Fire,Lou Diamond Phillips,Patrick Sheane Duncan,,13009,Courage Under Fire (1996),"Vaughn, Ned","Zwick, Edward",1996,Action,1
10946,The Road Home,Drew Johnson,,,8980,"Road Home, The (2003)","Synder, Ashleigh","Johnson, Drew (II)",2003,Drama,1
17294,Love Is Strength,Hiroko Kawasaki,Takao Yanai,,18662,Ai wa chikara da (1930),"Yuki, Ichir?","Naruse, Mikio",1930,,1
25932,,Arthur John Gielgud,Steve Shagan,,10438,Far from the Madding Crowd (1998) (TV),"Copley, Peter","Renton, Nicholas",1998,Drama,0
7041,Gone in 60 Seconds,George Cole,H.B. Halicki,,18711,Gone in 60 Seconds (1974),"Bettenhausen, Gary","Halicki, H.B.",1974,Drama,1
7169,Confetti,Olivia Colman,Debbie Isitt,,22316,Confetti (2006),"Monteath, David","Isitt, Debbie",2006,Comedy,1
3060,Ginger e Fred,Marcello Vincenzo Domenico Mastroianni,Tullio Pinelli,,17675,Karnavalnaya noch (1956),"Nosova, Tamara","Ryazanov, Eldar",1956,Comedy,0
25445,The Tender Trap,Celeste Holme,Max Shulman,,17259,"Tender Trap, The (1955)","Holm, Celeste (I)","Walters, Charles",1955,Comedy,1
19304,Pete's Dragon,Shirley Schrift,S.S. Field,,1877,Pete's Dragon (1977),"Marshall, Sean (I)","Chaffey, Don",1977,Animation,1
6904,"Splash, Too",Amy Marie Yasbeck,,,13173,Dynamite Chicken (1972),"Waters, Muddy","Pintoff, Ernest",1972,Comedy,0
935,,Weird Al Yankovic,,,16373,Bariwali (1999),"Chatterjee, Abhishek","Ghosh, Rituparno",1999,Drama,0
21461,,Mahjabeen Bano,,,88,Maine Dil Tujhko Diya (2002),"Tahil, Dalip","Khan, Sohail",2002,Drama,0
2774,Goya en Burdeos,Maru00EDa Isabel Verdu00FA Rollu00E1n,Carlos Saura,,3412,Goya en Burdeos (1999),"De La Fuente, Azucena","Saura, Carlos",1999,Drama,1
25145,Nola,Mary McDonnell,-Story-   Alan Hruska -Screenplay-   Alan Hruska,,19120,Nola (2003),"Waldrip, Timothy Owen","Hruska, Alan",2003,Comedy,1
24476,,Mahjabeen Bano,R.S. Choudhury (screenplay) Zia Sarhadi (dialogue) Ramchandra Thakur (story),,15274,Baiju Bawra (1952),Surendra (I),"Bhatt, Vijay",1952,Drama,1
26365,Jacob's Sound,Nicole Williams,,,4744,"Desert Rats, The (1953)","Pulaski, Frank","Wise, Robert (I)",1953,Drama,0
12681,Married to the Mob,Michelle Marie Pfeiffer,Barry Strugatz,,15687,Ah? est? el detalle (1940),"Bern?ldez, Adolfo","Bustillo Oro, Juan",1940,Comedy,0
7971,High Spirits,Daryl Christine Hannah,Neil Patrick Jordan,,13669,High Spirits (1988),"Lockwood, Preston","Jordan, Neil (I)",1988,Horror,1
25127,,Jacklyn Jose,Brilliante Mendoza Boots Agbayani Pastor,,10992,Masahista (2005),"Luna, Katherine","Mendoza, Brillante",2005,Drama,1
5629,,Mumtaz Begum Jehan Dehlavi,Kamal Amrohi,,3977,Mahal (1949),"Rao, Laxman","Amrohi, Kamal",1949,Horror,1
5727,,Simonetta Stefanelli,Lianella Carell,,22151,Peccati in famiglia (1975),"Lista, Marisa","Gaburro, Bruno",1975,Drama,1
14945,Special,Michael David Rapaport,Hal Haberman Jeremy Passmore,,5693,Special (2006/I),"Peck, Josh","Haberman, Hal",2006,Drama,1
20967,Something New,Alfre Ette Woodard,Kriss Turner,,2488,Houseguest (1995),"Le, Robert","Miller, Randall",1995,Comedy,0
25872,,Billie Whitelaw,Jim Henson,,13665,"Dark Crystal, The (1982)","Buck, David","Henson, Jim (I)",1982,Family,1
27386,,Kristine Hermosa  Diether Ocampo  Rica Peralejo,,,12176,Otona no miru ehon - Umarete wa mita keredo (1932),"Kofujita, Shoichi","Ozu, Yasujiro",1932,Comedy,0
8373,The Unsinkable Molly Brown,Harve Presnell,Helen Deutsch,,7289,"Unsinkable Molly Brown, The (1964)","Mitchell, George (II)","Walters, Charles",1964,Comedy,1
27327,,Amitabh Bachchan,Manoj Tyagi,,19406,Ek Ajnabee (2005),"Dorje, Kelly","Lakhia, Apoorva",2005,Drama,1
12723,The Little Mermaid,,Hans Christian Andersen,,21768,Pretty Poison (1968),"Callahan, Timothy","Black, Noel",1968,Romance,0
6861,Stop! Luke! Listen!,Harold Lloyd,,,19401,Stop! Luke! Listen! (1917),"Roth, Sandy","Roach, Hal",1917,Short,1
24488,Ultraviolet,Milla Jovovich,Kurt Wimmer,,4780,Ultraviolet (2006),"O'Rorke, Kieran","Wimmer, Kurt",2006,Thriller,1
12217,Unforgettable,Raymond Liotta,Bill Geddie,,10128,Unforgettable (1996),"Bole, Sigoni","Dahl, John (I)",1996,Thriller,1
5621,,Arjun (actor),Bharathiraja,,20122,White Fang (1991/I),"Jimmie Sr., Charles","Kleiser, Randal",1991,Drama,0
2280,,Kim Coates,Michael Krueger,,6859,"Amityville Curse, The (1990) (V)","Rubes, Anthony Dean","Berry, Tom (I)",1990,Horror,1
2632,Feast,Navi Rawat,Marcus Dunstan Patrick Melton,,10871,Feast (2005),"Dane, Eric","Gulager, John",2005,Horror,1
20608,The Case of the Howling Dog,Lucile Vasconcellos Langhanke,Erle Stanley Gardner,,2773,"Case of the Howling Dog, The (1934)","Lowell, Helen","Crosland, Alan (I)",1934,Drama,1
13461,Painful Indifference,Andrei Reshetin,Yuriy Arabov,,20056,Skorbnoye beschuvstviye (1987),"Yegorova, Tatyana","Sokurov, Aleksandr",1987,,1
27557,Nightwatching,Michael Teigen,Peter Greenaway,,1275,Tortilla Soup (2001),"Joan, Joel","Ripoll, Mar?a",2001,Comedy,0
235,Serial (film),Forrest Taylor,Joseph F. Poland,,5267,Bruce Gentry (1949),"Parker, Eddie (I)","Carr, Thomas (I)",1949,Sci-Fi,1
21918,The Bell Boy,Joseph Frank Keaton VI,,,20073,"Bell Boy, The (1918)","Keaton, Joe","Arbuckle, Roscoe 'Fatty'",1918,Short,1
25616,Laughter in Paradise,George Cole,Michael Pertwee,,8128,Rough Romance (1930),"Chandler, Helen","Erickson, A.F.",1930,Western,0
20682,Advise and Consent,Henry Jaynes Fonda,Wendell Mayes,,10376,Macuna?ma (1969),"Carla, Wilza","de Andrade, Joaquim Pedro",1969,Comedy,0
8554,A Star Is Born,Laura Augusta Gainor,Robert Carson,,11924,"Star Is Born, A (1937)","King, Claude (I)","Wellman, William A.",1937,Drama,1
16927,The Man Who Knew Too Much (1956 version),James Stewart (actor),Charles Bennett,,22422,Bloodfist IV: Die Trying (1992),"LaMotta, John","Ziller, Paul",1992,Action,0
5094,,,Pierre Tchernia,,4580,Meitantei Conan: Tokei-jikake no matenrou (1997),"Shiozawa, Kaneto","Kodama, Kanetsugu",1997,Animation,0
8689,,James Francis Cagney Jr.,Manuel Seff,,20791,Footlight Parade (1933),"Gittelson, June","Bacon, Lloyd",1933,Comedy,1
3177,Darna Zaroori Hai,Bipasha Basu,Ram Gopal Varma,,10163,Casi casi (2006),"N??ez, Natalia","Vall?s, Jaime",2006,Comedy,0
22552,Laws of Attraction,Michael Sheen,,,3707,Laws of Attraction (2004),"Ballance, Peter","Howitt, Peter (II)",2004,Comedy,1
24484,Gudumba Shankar,Konidala Kalyan,Satyanand,,18698,Gudumba Shankar (2004),Ali (I),"Shankar, Veera",2004,Drama,1
12990,Burglar,Caryn Elaine Johnson,Hugh Wilson,,3350,Burglar (1987),"Ernst, Robert (I)","Wilson, Hugh (I)",1987,Comedy,1
11826,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",Chiharu Niiyama,Kei'ichi Hasegawa,,11669,"Gojira, Mosura, Kingu Gidor?: Daikaij? s?k?geki (2001)","Kanno, Mizuki","Kaneko, Shusuke",2001,Horror,1
1570,Manslaughter,Leatrice Joy,Alice Duer Miller,,9815,Manslaughter (1922),"King, Emmett","DeMille, Cecil B.",1922,Drama,1
15082,Mahogany,Anthony Perkins,Toni Amber,,22997,Mahogany (1975),"Richards, Beah","Gordy, Berry",1975,Drama,1
2737,2by4,Jimmy Smallhorne,Jimmy Smallhorne Terry McGoff Fergus Tighe,,4153,2by4 (1998),"McDonough, John (I)","Smallhorne, Jimmy",1998,Drama,1
17322,Paparazzi,Daniel Leroy Baldwin,Forrest Smith,,5408,Paparazzi (2004),"Cedar, Larry","Abascal, Paul",2004,Thriller,1
13928,Meet Me In St. Louis,Margaret O'Brien,Sally Benson,,22701,Memorias del subdesarrollo (1968),"Desnoes, Edmundo","Guti?rrez Alea, Tom?s",1968,Drama,0
2020,Seven Chances,Frances Raymond,Clyde Bruckman,Buster Keaton (uncredited),5744,Ned Kelly (2003),"Christopher, Lucy","Jordan, Gregor",2003,Biography,0
9965,Where the Heart Is,Arthur Christopher Orme Plummer,Telsche Boorman,,12957,Where the Heart Is (1990),"Plummer, Christopher (I)","Boorman, John",1990,Comedy,1
1240,,Angeline Brown,Brian de Palma,,2895,Dressed to Kill (1980),"Katz, Erika (I)","De Palma, Brian",1980,Horror,1
14744,Kingdom of Heaven,Edward Norton,William Monahan,,21912,Kingdom of Heaven (2005),"Copley, Peter","Scott, Ridley",2005,History,1
25664,,Hwang Jeong-min,Kim Dae-wu,,18867,Rodeu-mubi (2002),"Lee, Jae-eung","Kim, In-shik",2002,Drama,1
22494,,Harihar Jariwala,Balaichand Mukherjee,,15891,Arjun Pandit (1976),"Mukherjee, Keshto","Mukherjee, Hrishikesh",1976,Drama,1
337,Acciu00F3n mutante,Fernando Guill?n,Jorge Guerricaechevarr?a,,2201,Acci?n mutante (1993),"Viadas, Juan","Iglesia, ?lex de la",1993,Comedy,1
15451,The Pallbearer,Michael Vartan,Matt Reeves,,18939,"Pallbearer, The (1996)","Ballerini, Edoardo","Reeves, Matt (I)",1996,Comedy,1
10593,,Virginia Clara Jones,Virginia Kellogg,,701,Dennis the Menace (1993),"Gamble, Mason","Castle, Nick (I)",1993,Comedy,0
5941,Nobody's Fool,Eric Anthony Roberts,Beth Henley,,16414,Nobody's Fool (1986),"Chew, Cheli Ann","Purcell, Evelyn",1986,Comedy,1
15831,,Mark Rendall,Kent Staines,,1222,Goodbye Pork Pie (1981),"Barlow, Charles","Murphy, Geoff",1981,Comedy,0
14102,C?sar Award for Best Film,Sabrina Ouazani,Abdel Kechiche,,281,"Esquive, L' (2003)","Hamlili, Hajar","Kechiche, Abdel",2003,Drama,1
23134,,Jos? Coronado,Vicente Aranda Ezguerra,,15015,"Mirada del otro, La (1998)","Pastor, Maite","Aranda, Vicente",1998,Drama,1
23051,Oci ciornie,Pina Cei,Anton Chekhov,,12005,Death Warrant (1990),"Stone, Hank (I)","Sarafian, Deran",1990,Drama,0
25643,Pay Your Dues,Harold Lloyd,H.M. Walker,,4737,Pay Your Dues (1919),"Brooks, Sammy","Roach, Hal",1919,Short,1
22016,The Omen,Lee Ann Remick,David Seltzer,,14223,"Fratello sole, sorella luna (1972)","Guerrieri, Francesco (I)","Zeffirelli, Franco",1972,Drama,0
21637,Le Dernier Mu00E9tro,Heinz Bennent,Suzanne Klochendler,,21962,Monster House (2006),"Gyllenhaal, Maggie","Kenan, Gil (I)",2006,Comedy,0
12987,,,"John Alan Schwartz, and Veronica Lakewood",,13816,Faces of Death III (1985),"Schwartz, James B.","Schwartz, John Alan",1985,Horror,1
26860,,Ajay Devgan,Farogh Siddique,,13132,Muk gong (2006),"Chin, Siu-hou","Cheung, Chi Leung 'Jacob'",2006,Drama,0
12071,,Arthur Christopher Orme Plummer,Peter Hyams,,19195,Hanover Street (1979),"Down, Lesley-Anne","Hyams, Peter",1979,Drama,1
6205,The Good Shepherd,Angelina Jolie Voight,Eric Roth,,10605,"Good Shepherd, The (2006)","Gerhard, Lars","De Niro, Robert",2006,Romance,1
3446,12 Horas,Charlie Masso,Ra?l Marchand S?nchez,,7937,12 horas (2001),"Garc?a, Juan M. (II)","Marchand S?nchez, Ra?l",2001,Comedy,1
15374,,Prasanna,Viswanatha Sastry Gooduru,,16410,Avunu Valliddaru Ishtapaddaru (2002),"Goduri, Murali",Vamshi,2002,Comedy,1
424,Golden Lion,Vladimir Vujoviu0107,Henri-Georges Clouzot,,13070,Our Mutual Friend (1998) (mini),"Culkin, Michael","Farino, Julian",1998,Drama,0
11667,Beyond His Fondest Hopes,Harold Lloyd,,,16404,Peter Pan (1953),"Collins, Paul (I)","Luske, Hamilton",1953,Animation,0
10635,Inkheart,Eliza Hope Bennett,David Lindsay-Abaire,,2638,Heaven's Fire (1999) (TV),"Sampson, John","Warry-Smith, David",1999,Thriller,0
253,A Home at the End of the World,Colin James Farrell,Michael Cunningham,,13650,"Home at the End of the World, A (2004)","Roberts, Shawn (II)","Mayer, Michael (VI)",2004,Drama,1
7120,Death Wish 4: The Crackdown,Dana Barron,Brian Garfield,,3629,Death Wish 4: The Crackdown (1987),"Connolly, Tyaes","Lee Thompson, J.",1987,Thriller,1
3936,,Burt Bulos,Chris Chan Lee,,20910,Tableau d'honneur (1992),"Farr?, Jean-Paul","Nemes, Charles",1992,Comedy,0
9077,Bug,Joanna Miles,William Castle,,11552,Bug (1975),"Dillman, Bradford","Szwarc, Jeannot",1975,Horror,1
16556,,Tomas Milian,,,9037,"Vamos a matar, compa?eros (1970)","Nero, Franco","Corbucci, Sergio",1970,Comedy,1
630,Baby Doll,Carroll Baker,Tennessee Williams,,15345,Baby Doll (1956),"Williamson, Noah","Kazan, Elia",1956,Drama,1
13185,Love Letters,Ann Richards (actress),Ayn Rand,,23001,Love Letters (1945),"Cooper, Gladys (I)","Dieterle, William",1945,Drama,1
12310,Doctor Strange,Bryce Johnson,Boyd Kirkland,,16837,Silent Lies (1996),"Daurey, Dana","Kiwitt, Peter (I)",1996,,0
7212,Film,Joseph Frank Keaton VI,Samuel Beckett,,5375,King of the Texas Rangers (1941),"Sharpe, David (I)","Witney, William",1941,Western,0
16859,,Connie Cezon,Felix Adler,,20999,Ekipazh (1980),"Barabanova, Larisa","Mitta, Aleksandr",1980,Drama,0
15107,National Lampoon's Senior Trip,Tommy Chong,Roger Kumble,,10283,Senior Trip (1995),"Ishmael, Marvin","Makin, Kelly",1995,Comedy,1
9558,,Michael Angarano,Jerry Spinelli,,14483,Maniac Magee (2003) (TV),"Brown, Orlando","Clark, Bob (III)",2003,Comedy,1
16369,Something's Gotta Give,Keanu Charles Reeves,Nancy Jane Meyers,,14645,"Boum 2, La (1982)","Pressmann, Fr?d?rique","Pinoteau, Claude",1982,Comedy,0
4687,Candyman,Virginia Madsen,Bernard Rose (director),,22520,Candyman (1992),"Wilhelm, Michael","Rose, Bernard",1992,Horror,1
18045,Minghags,Brandon Dicamillo,,,6398,Sadhna (1958),"Chitnis, Leela","Chopra, B.R.",1958,Drama,0
22744,Won by a Neck,Lloyd Hamilton,Walter DeLeon,,18909,Won by a Neck (1930),"McPhail, Addie","Arbuckle, Roscoe 'Fatty'",1930,Short,1
6956,,Ali,Vara Mullapudi,,15096,Cube (1997),"Guadagni, Nicky","Natali, Vincenzo",1997,Horror,0
13774,,Onno Meijer,,,12920,"Couperet, Le (2005)","Hamon, Emmanuel (II)",Costa-Gavras,2005,Comedy,0
23933,Nightmare,Kim Gyu-ri,Ahn Byeong-ki,,9140,"Tigger Movie, The (2000)","Carel, Roger","Falkenstein, Jun",2000,Comedy,0
9445,Lemony Snicket's A Series of Unfortunate Events,Liam Padraic Aiken,Lemony Snicket,,2389,"Cheerleaders, The (1973)","Wright, Patrick M.","Glickler, Paul",1973,Comedy,0
21074,Mandragora,David Svec,David Svec,,21845,Mandragora (1997),"Kopunec, Ivo","Grodecki, Wiktor",1997,Drama,1
18276,Ma vie en cinu00E9mascope,Michel Barrette,Denise Filiatrault,,20461,Ma vie en cin?mascope (2004),"Reinhardt, Ad?le","Filiatrault, Denise",2004,Drama,1
23893,The Adventures of Marco Polo,Ernest Truex,N.A. Pogson,,10971,"Adventures of Marco Polo, The (1938)","Hale, Alan (I)","Cromwell, John",1938,Biography,1
8726,A Better Place,Robert DiPatri,Vincent Pereira,,11272,"Better Place, A (1997)","Lynch, Richard (III)","Pereira, Vincent",1997,Drama,1
25583,The Long Voyage Home,Marion Robert Morrison,Dudley Nichols,,17421,"Long Voyage Home, The (1940)","Flavin, James","Ford, John (I)",1940,Drama,1
26579,Xica da Silva,Tau00EDs Arau00FAjo   Victor Wagner   Drica Moraes,Walcyr Carrasco Agripa Vasconcelos,,3879,Xica da Silva (1976),"Ferreira, Tony (I)","Diegues, Carlos (I)",1976,Drama,1
11949,Contraband,Babette Valerie Louise Hobson,Imre Ju00F3zsef Emmerich Pressburger,,15963,Contraband (1940),"Wolston, Henry","Powell, Michael (I)",1940,Romance,1
5544,,Bill Tung,Edward Tang,,3950,'A' gai waak juk jaap (1987),"Lei, Siu-Tin","Chan, Jackie (I)",1987,Comedy,1
2575,The Thing from Another World,Kenneth Tobey,"John W. Campbell, Jr.",,16420,"Thing from Another World, The (1951)","McDonald, Ray (II)","Nyby, Christian",1951,Horror,1
3263,,Faten Ahmed Hamama,Ezzel Dine Zulficar Yussef Issa,,22149,Mawad ma al saada (1955),"Zulfakar, Nadia","Zulficar, Ezzel Dine",1955,Drama,1
19244,Zulu,Nigel Green,John Prebble,,10308,Netaji Subhas Chandra Bose: The Forgotten Hero (2005),"Singh, Tarsem","Benegal, Shyam",2005,Drama,0
20500,Shatranj Ke Khilari,,Munshi Premchand,,2929,Shatranj Ke Khilari (1977),"Gujral, Amrit Bhushan","Ray, Satyajit",1977,Comedy,1
26337,Vuk,Judit Pog?ny,Istv?n Fekete,,1535,Water (1985/I),"Reimbold, Bill","Clement, Dick",1985,Comedy,0
27089,Reform School Girls,Sybille Johanna Danninger,Tom DeSimone Jack Cummins Daniel Arthur Wray,,17174,Reform School Girls (1986),"Kennedy, Kathy Lee","DeSimone, Tom",1986,Thriller,1
8474,Death to Smoochy,Edward Norton,Adam Resnick,,18546,Death to Smoochy (2002),"Gopwani, Samantha","DeVito, Danny",2002,Comedy,1
13512,Snow Day,Christopher Nash Elliott,Chris Viscardi,,1313,Snow Day (2000),"Watson, Jeff (I)","Koch, Chris (I)",2000,Comedy,1
12751,The Court Jester,David Daniel Kaminsky,Melvin Frank,,16663,Pocketful of Miracles (1961),"Ferguson, Frank (I)","Capra, Frank",1961,Comedy,0
23752,,Chuck Connors,David Schmoeller,,19490,"Loss of Sexual Innocence, The (1999)","Rhys Meyers, Jonathan","Figgis, Mike",1999,Drama,0
1631,,Dominic Cooper,Alan Bennett,,22220,"History Boys, The (2006)","Campbell Moore, Stephen","Hytner, Nicholas",2006,Comedy,1
18688,,Frank Lovejoy,James R. Webb,,4724,"Charge at Feather River, The (1953)","Andre, Carl (I)","Douglas, Gordon",1953,Western,1
25156,In the Presence of a Clown,Erland Josephson,Ernst Ingmar Bergman,,21109,Larmar och g?r sig till (1997) (TV),"Pettersson, Birgitta","Bergman, Ingmar",1997,Drama,1
14527,,Eric Stoltz,Richard Outten,,137,Bad Company (1986),"Nova, Susana","Santiso, Jos?",1986,Drama,0
6598,Timecode,Kyle MacLachlan,Michael Figgis,,9687,Timecode (2000),"MacLachlan, Kyle","Figgis, Mike",2000,Drama,1
12387,Mother,Vera Baranovskaya,Maxim Gorky,,7073,Mat (1926),"Vidonov, N.","Pudovkin, Vsevolod",1926,Drama,1
17932,Serial (film),George 'Gabby' Hayes,David Howard,,395,Stolen Face (1952),"O'Regan, Terence","Fisher, Terence",1952,Drama,0
26800,,John Arthur Kennedy,Cornell Woolrich,,17337,"Window, The (1949)","Saxe, Carl","Tetzlaff, Ted",1949,Drama,1
19191,The Ghost and Mr. Chicken,Richard Cox,Everett Greenbaum,,21031,"Ghost and Mr. Chicken, The (1966)","Thom, Ruth","Rafkin, Alan",1966,Comedy,1
23676,Noel,Robin McLaurim Williams,David Hubbard,,9111,Incident at Oglala (1992),"Abourezk, James","Apted, Michael",1992,History,0
18475,Beauty Shop,Alfre Ette Woodard,Elizabeth Hunter,,12105,Beauty Shop (2005),"Bordere, Larissa","Woodruff, Bille",2005,Comedy,1
3383,En la ciudad,Chisco Amado,Tom?s Aragay,,5337,En la ciudad (2003),"S?nchez, Jordi (I)","Gay, Cesc",2003,Drama,1
24854,40 Days and 40 Nights,Joshua Daniel Hartnett,Rob Perez,,4829,40 Days and 40 Nights (2002),"Gyllenhaal, Maggie","Lehmann, Michael (I)",2002,Comedy,1
12423,,Julie Estelle  Evan Sanders  Ratu Felisha,"Ve Handojo, Rizal Mantovani",,22600,Somewhere in Georgia (1917),"Cobb, Ty","Ridgwell, George",1917,Short,0
18421,Mystic River,Laura Linney,Dennis Lehane,,9527,Mystic River (2003),"Taurasi, Anthony","Eastwood, Clint",2003,Drama,1
21592,,Innocent Msimango,Yves Buclet,,12389,"Wooden Camera, The (2003)","Jara, Nicholas","Wa Luruli, Ntshaveni",2003,Family,1
10477,Funny Face,Frederick Austerlitz Jr.,Leonard Gershe,,8716,Funny Face (1957),"De la Brosse, Marcel","Donen, Stanley",1957,Comedy,1
15225,,Danny Denzongpa,Heinrich Harrer,,323,Seven Years in Tibet (1997),"Tedeschi, Daniel (I)","Annaud, Jean-Jacques",1997,Biography,1
