tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
205,Exploiting Constraint-Like Data Characterizations in Query Optimization,"Jarek Gryz, Calisto Zuzarte, Parke Godfrey",SIGMOD Conference,2001,1514,Balancing histogram optimality and practicality for query result size estimation,"Yannis E. Ioannidis, Viswanath Poosala",International Conference on Management of Data,1995.0,0
911,Synthesis of Extended Transaction Models Using ACTA,"Panos K. Chrysanthis, Krithi Ramamritham",ACM Trans. Database Syst.,1994,1562,Mapping extended entity relationship model to object modeling technique,Joseph Fong,ACM SIGMOD Record,1995.0,0
1157,The Piazza peer data management project,"Gerome Miklau, Jayant Madhavan, Igor Tatarinov, Zachary G. Ives, Xin Dong, Yana Kadiyska, Alon Y. Halevy, Nilesh N. Dalvi, Dan Suciu, Peter Mork",SIGMOD Record,2003,1445,BigSur: A System For the Management of Earth Science Data,"Paul Brown, Michael Stonebraker",Very Large Data Bases,1995.0,0
2515,Extending an ORDBMS: The StateMachine Module,"Wolfgang Mahnke, Christian Mathis, Hans-Peter Steiert",VLDB,2002,883,Efficient Filtering of XML Documents for Selective Dissemination of Information,"Mehmet Altinel, Michael J. Franklin",Very Large Data Bases,2000.0,0
2357,A Multi-Similarity Algebra,"V. S. Subrahmanian, Sibel Adali, Maria Luisa Sapino, Piero A. Bonatti",SIGMOD Conference,1998,1282,Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",Very Large Data Bases,2001.0,0
857,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Latha S. Colby, Gopal Mulagund, Richard L. Cole, Craig J. Bunker, William J. McKenna, David Wilhite",VLDB,2001,1290,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",Very Large Data Bases,2001.0,1
1526,Unbundling Active Functionality,"Hans Fritschi, Arne Koschel, G?nter von B?ltzingsloewen, Stella Gatziu",SIGMOD Record,1998,1093,Estimation of Query-Result Distribution and its Application in Parallel-Join Load Balancing,"Viswanath Poosala, Yannis E. Ioannidis",Very Large Data Bases,1996.0,0
1100,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,1700,TSQL2 language specification,"Richard Thomas Snodgrass, Ilsoo Ahn, Gadi Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,1994.0,0
450,Constraint databases: A tutorial introduction,Jan Van den Bussche,SIGMOD Record,2000,458,Constraint databases: a tutorial introduction,Jan Van den Bussche,ACM SIGMOD Record,2000.0,1
1068,"Report on the 10th Conference on Database Systems for Business, Technology, and the Web (BTW 2003)","Erhard Rahm, Harald Sch?ning, Gerhard Weikum",SIGMOD Record,2003,623,A framework for semantic gossiping,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth",ACM SIGMOD Record,2002.0,0
2023,2003 SIGMOD Innovations Award Speech,Donald D. Chamberlin,SIGMOD Record,2003,1996,Guidelines for presentation and comparison of indexing techniques,"Justin Zobel, Alistair Moffat, Kotagiri Ramamohanarao",ACM SIGMOD Record,1996.0,0
2394,Concept Based Design of Data Warehouses: The DWQ Demonstrators,"Panos Vassiliadis, Spyros Ligoudistianos, Diego Calvanese, Christoph Quix, Maurizio Lenzerini, Matthias Jarke, Enrico Franconi, Yannis Vassiliou",SIGMOD Conference,2000,409,Concept based design of data warehouses: the DWQ demonstrators,"M. Jarke, C. Quix, D. Calvanese, M. Lenzerini, E. Franconi, S. Ligoudistianos, P. Vassiliadis, Y. Vassiliou",International Conference on Management of Data,2000.0,1
1948,A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite,"German Shegalov, Gerhard Weikum, Wolfgang Wonner, Michael Gillmann, Jeanine Wei?enfels",SIGMOD Conference,2000,62,Query rewriting for semistructured data,"Yannis Papakonstantinou, Vasilis Vassalos",International Conference on Management of Data,1999.0,0
608,Content-Based Image Indexing,Tzi-cker Chiueh,VLDB,1994,232,Safe query languages for constraint databases,Peter Z. Revesz,ACM Transactions on Database Systems (TODS),1998.0,0
803,Formal semantics and analysis of object queries,Gavin M. Bierman,SIGMOD Conference,2003,1006,Safely and Efficiently Updating References During On-line Reorganization,"Chendong Zou, Betty Salzberg",Very Large Data Bases,1998.0,0
1797,Executing SQL over encrypted data in the database-service-provider model,"Hakan Hacig?m?s, Chen Li, Sharad Mehrotra, Balakrishna R. Iyer",SIGMOD Conference,2002,690,Executing SQL over encrypted data in the database-service-provider model,"Hakan Hacig&#252;m&#252;&#351;, Bala Iyer, Chen Li, Sharad Mehrotra",International Conference on Management of Data,2002.0,1
1969,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Holger M?rtens, Erhard Rahm, Thomas St?hr",VLDB,2000,168,The PointCast network (abstract),"Satish Ramakrishnan, Vibha Dayal",International Conference on Management of Data,1998.0,0
2386,Data Extraction and Transformation for the Data Warehouse,Cass Squire,SIGMOD Conference,1995,1548,Data extraction and transformation for the data warehouse,Case Squire,International Conference on Management of Data,1995.0,1
1733,Incremental Maintenance of Recursive Views Using Relational Calculus/SQL,"Jianwen Su, Guozhu Dong",SIGMOD Record,2000,493,Incremental maintenance of recursive views using relational calculus/SQL,"Guozhu Dong, Jianwen Su",ACM SIGMOD Record,2000.0,1
1341,V-Trees - A Storage Method for Long Vector Data,"Maur?cio R. Mediano, Marcelo Dreux, Marco A. Casanova",VLDB,1994,2114,Global transaction support for workflow management systems: from formal specification to practical implementation,"Paul Grefen, Jochem Vonk, Peter Apers",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001.0,0
2109,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,"Andrea Zisman, V. W. Setzer",VLDB,1994,2135,Objectivity Industrial Exhibit,Objectivity,Very Large Data Bases,1998.0,0
2485,A Componentized Architecture for Dynamic Electronic Markets,"Israel Ben-Shaul, Benny Reich",SIGMOD Record,1998,9,A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record,1998.0,1
1424,Informix Online XPS,Robert H. Gerber,SIGMOD Conference,1995,1393,Information Integration: The MOMIS Project Demonstration,"Domenico Beneventano, Sonia Bergamaschi, Silvana Castano, Alberto Corni, R. Guidetti, G. Malvezzi, Michele Melchiori, Maurizio Vincini",Very Large Data Bases,2000.0,0
2409,Efficient Exploration of Large Scientific Databases,"Gustavo Alonso, Etzard Stolte",VLDB,2002,477,Towards knowledge-based digital libraries,"Ling Feng, Marfred A. Jeusfeld, Jeroen Hoppenbrouwers",ACM SIGMOD Record,2001.0,0
811,Applying Database Technology in the ADSM Mass Storage System,"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman",VLDB,1995,1453,Querying Shapes of Histories,"Rakesh Agrawal, Giuseppe Psaila, Edward L. Wimmers, Mohamed Za&#239;t",Very Large Data Bases,1995.0,0
2241,Energy and rate based MAC protocol for wireless sensor networks,"Ramaraju Kalidindi, Vijay Kumar, Rajgopal Kannan, S. Sitharama Iyengar",SIGMOD Record,2003,1508,Hypergraph based reorderings of outer join queries with complex predicates,"Gautam Bhargava, Piyush Goel, Bala Iyer",International Conference on Management of Data,1995.0,0
236,Combinatorial Pattern Discovery for Scientific Data: Some Preliminary Results,"Kaizhong Zhang, Jason Tsong-Li Wang, Bruce A. Shapiro, Thomas G. Marr, Gung-Wei Chirn, Dennis Shasha",SIGMOD Conference,1994,1706,Text databases: a survey of text models and systems,Arjan Loeffen,ACM SIGMOD Record,1994.0,0
89,Efficient and Tunable Similar Set Retrieval,"Dimitrios Gunopulos, Aristides Gionis, Nick Koudas",SIGMOD Conference,2001,433,Going beyond personalization: rule engines at work,Eric Kintzer,International Conference on Management of Data,2000.0,0
74,Editor's Notes,Ling Liu,SIGMOD Record,2002,1176,A logical view of structured files,"Serge Abiteboul, Sophie Cluet, Tova Milo",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1998.0,0
2536,SchemaSQL: An extension to SQL for multidatabase interoperability,"Fereidoon Sadri, Laks V. S. Lakshmanan, Subbu N. Subramanian",ACM Trans. Database Syst.,2001,1219,Semantic caching of Web queries,"Boris Chidlovskii, Uwe M. Borghoff",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000.0,0
1825,Observations on the ODMG-93 Proposal,Won Kim,SIGMOD Record,1994,1762,Towards on-line analytical mining in large databases,Jiawei Han,ACM SIGMOD Record,1998.0,0
1147,Networked Data Management Design Points,James R. Hamilton,VLDB,1999,1893,An axiomatic model of dynamic schema evolution in objectbase systems,"Randel J. Peters, M. Tamer &#214;zsu",ACM Transactions on Database Systems (TODS),1997.0,0
411,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper),"Gale Martin, Ray Shea, Tomasz Ksiezyk, Roberto J. Bayardo Jr., Marian H. Nodine, William Bohrer, Vipul Kashyap, C. Unnikrishnan, Richard S. Brice, Mosfeq Rashid, Amy Unruh, Abdelsalam Helal, Andrzej Cichocki, Marek Rusinkiewicz, Darrell Woelk, Jerry Fowler",SIGMOD Conference,1997,1263,A graph-theoretic model for optimizing queries involving methods,"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001.0,0
2232,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,1632,Optimizing disjunctive queries with expensive predicates,"A. Kemper, G. Moerkotte, K. Peithner, M. Steinbrunn",International Conference on Management of Data,1994.0,0
2078,First-Class Views: A Key to User-Centered Computing,"Arnon Rosenthal, Edward Sciore",SIGMOD Record,1999,570,On database theory and XML,Dan Suciu,ACM SIGMOD Record,2001.0,0
1208,"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie?ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,1280,Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",Very Large Data Bases,2001.0,0
664,Disseminating Updates on Broadcast Disks,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",VLDB,1996,672,Clustering by pattern similarity in large data sets,"Haixun Wang, Wei Wang, Jiong Yang, Philip S. Yu",International Conference on Management of Data,2002.0,0
1190,Reasoning About Spatial Relationships in Picture Retrieval Systems,"Clement T. Yu, A. Prasad Sistla, R. Haddad",VLDB,1994,508,Iterative dynamic programming: a new class of query optimization algorithms,"Donald Kossmann, Konrad Stocker",ACM Transactions on Database Systems (TODS),2000.0,0
213,OGDI: Toward Interoperability among Geospatial Databases,"Denis Gouin, Henry Kucera, Christian Larouche, Gilles Clement, Paul Morin",SIGMOD Record,1997,1860,OGDI: toward interoperability among geospatial databases,"Gilles Cl&#233;ment, Christian Larouche, Denis Gouin, Paul Morin, Henry Kucera",ACM SIGMOD Record,1997.0,1
609,Towards Self-Tuning Data Placement in Parallel Database Systems,"Mong-Li Lee, Beng Chin Ooi, Anirban Mondal, Kian-Lee Tan, Masaru Kitsuregawa",SIGMOD Conference,2000,459,The implementation and performance of compressed databases,"Till Westmann, Donald Kossmann, Sven Helmer, Guido Moerkotte",ACM SIGMOD Record,2000.0,0
572,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,"Jennifer Widom, Chris Olston",VLDB,2000,306,"A robust, optimization-based approach for approximate answering of aggregate queries","Surajit Chaudhuri, Gautam Das, Vivek Narasayya",International Conference on Management of Data,2001.0,0
2413,An Overview of Repository Technology,"Philip A. Bernstein, Umeshwar Dayal",VLDB,1994,2267,An Overview of Repository Technology,"Philip A. Bernstein, Umeshwar Dayal",Very Large Data Bases,1994.0,1
953,Accessing Relational Databases from the World Wide Web,"Tam Nguyen, V. Srinivasan",SIGMOD Conference,1996,140,MultiMediaMiner: a system prototype for multimedia data mining,"Osmar R. Za&#239;ane, Jiawei Han, Ze-Nian Li, Sonny H. Chee, Jenny Y. Chiang",International Conference on Management of Data,1998.0,0
2519,ASSET: A System for Supporting Extended Transactions,"Narain H. Gehani, Krithi Ramamritham, Alexandros Biliris, H. V. Jagadish, Shaul Dar",SIGMOD Conference,1994,2109,Answering queries using views: A survey,Alon Y. Halevy,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001.0,0
2120,"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Henry F. Korth, Stephen Blott, Abraham Silberschatz",VLDB,1998,1567,A framework for providing consistent and recoverable agent-based access to heterogeneous mobile databases,"Evaggelia Pitoura, Bharat Bhargava",ACM SIGMOD Record,1995.0,0
452,"Report on the First International Conference on Ontologies, Databases and Applications of Semantics",Karl Aberer,SIGMOD Record,2003,239,Safe stratified Datalog with integer order does not have syntax,"Alexei P. Stolboushkin, Michael A. Taitslin",ACM Transactions on Database Systems (TODS),1998.0,0
2459,VIPAS: Virtual Link Powered Authority Search in the Web,"Ming-Syan Chen, Chi-Chun Lin",VLDB,2003,1348,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,"Yufei Tao, Dimitris Papadias",Very Large Data Bases,2001.0,0
1970,"The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy","Arne Koschel, Ralf Kramer, Ralf Nikolai, Peter C. Lockemann, Mechtild Wallrath, Ulrike K?lsch, Hans-Dirk Walter",VLDB,1997,1648,METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",International Conference on Management of Data,1994.0,0
2108,"OLAP, Relational, and Multidimensional Database Systems",George Colliat,SIGMOD Record,1996,880,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",Very Large Data Bases,2000.0,0
1740,Data In Your Face: Push Technology in Perspective,"Michael J. Franklin, Stanley B. Zdonik",SIGMOD Conference,1998,1982,An open abstract-object storage system,"Stephen Blott, Lukas Relly, Hans-J&#246;rg Schek",International Conference on Management of Data,1996.0,0
1989,Databases for Networks,H. V. Jagadish,SIGMOD Conference,1994,1038,Geo/Environmental and Medical Data Management in the RasDaMan System,"Peter Baumann, Paula Furtado, Roland Ritsch, Norbert Widmann",Very Large Data Bases,1997.0,0
734,Report on the 4th International Conference on Mobile Data Management,"Panos K. Chrysanthis, Arkady B. Zaslavsky, Morris Sloman",SIGMOD Record,2003,158,Microsoft.com: a high-scale data management and transaction processing solution,Sherri Kennamer,International Conference on Management of Data,1998.0,0
756,Efficient Checking of Temporal Integrity Constraints Using Bounded History Encoding,Jan Chomicki,ACM Trans. Database Syst.,1995,1580,Efficient checking of temporal integrity constraints using bounded history encoding,Jan Chomicki,ACM Transactions on Database Systems (TODS),1995.0,1
2101,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,"Bj?rn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Sch?fer, Jochen Van den Bercken, J?rgen Kr?mer",VLDB,2001,2141,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,Adam Blum,Very Large Data Bases,1999.0,0
973,The CCUBE Constraint Object-Oriented Database System,"Alexander Brodsky, Pavel A. Exarkhopoulo, Victor E. Segal, Jia Chen",SIGMOD Conference,1999,1482,Redo Recovery after System Crashes,"David B. Lomet, Mark R. Tuttle",Very Large Data Bases,1995.0,0
1061,Data Management for Pervasive Computing,"Mitch Cherniack, Stanley B. Zdonik, Michael J. Franklin",VLDB,2001,303,Locally adaptive dimensionality reduction for indexing large time series databases,"Eamonn Keogh, Kaushik Chakrabarti, Michael Pazzani, Sharad Mehrotra",International Conference on Management of Data,2001.0,0
209,Guest editorial,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,585,The TV-tree: an index structure for high-dimensional data,"King Ip Lin, H. V. Jagadish, Christos Faloutsos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1994.0,0
2454,Practical Lessons in Supporting Large-Scale Computational Science,"Terence Critchlow, Ron Musick",SIGMOD Record,1999,504,Practical lessons in supporting large-scale computational science,"Ron Musick, Terence Critchlow",ACM SIGMOD Record,1999.0,1
1984,Influencing Database Language Standards,Leonard Gallagher,SIGMOD Record,1994,1705,Influencing database language standards,Leonard Gallagher,ACM SIGMOD Record,1994.0,1
248,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,"Christos A. Polyzois, Hector Garcia-Molina",ACM Trans. Database Syst.,1994,717,ToXgene: a template-based data generator for XML,"Denilson Barbosa, Alberto Mendelzon, John Keenleyside, Kelly Lyons",International Conference on Management of Data,2002.0,0
333,Querying Structured Text in an XML Database,"H. V. Jagadish, Shurug Al-Khalifa, Cong Yu",SIGMOD Conference,2003,1456,A Data Transformation System for Biological Data Sources,"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",Very Large Data Bases,1995.0,0
2319,Hardware Acceleration for Spatial Selections and Joins,"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",SIGMOD Conference,2003,2052,Hardware acceleration for spatial selections and joins,"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",International Conference on Management of Data,2003.0,1
1154,Efficient and Extensible Algorithms for Multi Query Optimization,"S. Sudarshan, Siddhesh Bhobe, S. Seshadri, Prasan Roy",SIGMOD Conference,2000,1243,DB2 Spatial Extender - Spatial data within the RDBMS,David W. Adler,Very Large Data Bases,2001.0,0
854,Query Processing Over Object Views of Relational Data,"Gustav Fahl, Tore Risch",VLDB J.,1997,69,LOF: identifying density-based local outliers,"Markus M. Breunig, Hans-Peter Kriegel, Raymond T. Ng, J&#246;rg Sander",International Conference on Management of Data,2000.0,0
510,ObjectGlobe: Ubiquitous query processing on the Internet,"Stefan Seltzsam, Donald Kossmann, Markus Keidl, Reinhard Braumandl, Alexander Kreutz, Konrad Stocker, Alfons Kemper",VLDB J.,2001,2097,ObjectGlobe: Ubiquitous query processing on the Internet,"R. Braumandl, M. Keidl, A. Kemper, D. Kossmann, A. Kreutz, S. Seltzsam, K. Stocker",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001.0,1
339,An Ultra Highly Available DBMS,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, ?ystein Torbj?rnsen",VLDB,2000,294,"Probe, count, and classify: categorizing hidden web databases","Panagiotis G. Ipeirotis, Luis Gravano, Mehran Sahami",International Conference on Management of Data,2001.0,0
2537,Data Model for Extensible Support of Explicit Relationships in Design Databases,"Joan Peckham, Bonnie MacKellar, Michael Doherty",VLDB J.,1995,459,The implementation and performance of compressed databases,"Till Westmann, Donald Kossmann, Sven Helmer, Guido Moerkotte",ACM SIGMOD Record,2000.0,0
1322,"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","Svein-Olaf Hvasshovd, ?ystein Torbj?rnsen, Svein Erik Bratsberg, Per Holager",VLDB,1995,1646,Fine-grained sharing in a page server OODBMS,"Michael J. Carey, Michael J. Franklin, Markos Zaharioudakis",International Conference on Management of Data,1994.0,0
494,High Availability of Commercial Applications,Kestutis Ivinskis,SIGMOD Conference,1995,684,Minimal probing: supporting expensive predicates for top-k queries,"Kevin Chen-Chuan Chang, Seung-won Hwang",International Conference on Management of Data,2002.0,0
1185,"LH* - A Scalable, Distributed Data Structure","Donovan A. Schneider, Marie-Anne Neimat, Witold Litwin",ACM Trans. Database Syst.,1996,1187,An authorization system for digital libraries,"E. Ferrari, N.R. Adam, V. Atluri, E. Bertino, U. Capuozzo",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002.0,0
2597,An Open Storage System for Abstract Objects,"Lukas Relly, Stephen Blott, Hans-J?rg Schek",SIGMOD Conference,1996,1421,Hilbert R-tree: An Improved R-tree using Fractals,"Ibrahim Kamel, Christos Faloutsos",Very Large Data Bases,1994.0,0
710,Turbo-charging Vertical Mining of Large Databases,"Jayant R. Haritsa, Devavrat Shah, S. Sudarshan, Pradeep Shenoy, Mayank Bawa, Gaurav Bhalotia",SIGMOD Conference,2000,713,"COMMIX: towards effective web information extraction, integration and query answering","Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei",International Conference on Management of Data,2002.0,0
408,Report on the Second IEEE Metadata Conference (Metadata '97),"Chris Miller, Ron Musick",SIGMOD Record,1998,1440,Generalized Search Trees for Database Systems,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",Very Large Data Bases,1995.0,0
485,Specification and Implementation of Exceptions in Workflow Management Systems,"Stefano Paraboschi, Stefano Ceri, Fabio Casati, Giuseppe Pozzi",ACM Trans. Database Syst.,1999,249,databases and visualization,Daniel A. Keim,International Conference on Management of Data,1996.0,0
1924,Filter Trees for Managing Spatial Data over a Range of Size Granularities,"Kenneth C. Sevcik, Nick Koudas",VLDB,1996,2194,POESIA: An ontological workflow approach for composing Web services in agriculture,"Renato Fileto, Ling Liu, Calton Pu, Eduardo Delgado Assad, Claudia Bauzer Medeiros",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003.0,0
7,Enhanced Abstract Data Types in Object-Relational Databases,Praveen Seshadri,VLDB J.,1998,930,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",Very Large Data Bases,1997.0,0
330,Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel,"Anca Vaduva, Thomas Vetterli, Martin Staudt",SIGMOD Record,2000,1302,Generic Schema Matching with Cupid,"Jayant Madhavan, Philip A. Bernstein, Erhard Rahm",Very Large Data Bases,2001.0,0
1854,A Raster Approximation For Processing of Spatial Joins,"Jano Moreira de Souza, Geraldo Zimbrao",VLDB,1998,531,SQL/XML is making good progress,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,2002.0,0
1252,ProbView: A Flexible Probabilistic Database System,"Nicola Leone, Robert Ross, Laks V. S. Lakshmanan, V. S. Subrahmanian",ACM Trans. Database Syst.,1997,798,Database Architecture Optimized for the New Bottleneck: Memory Access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",Very Large Data Bases,1999.0,0
2390,Fast Incremental Indexing for Full-Text Information Retrieval,"W. Bruce Croft, James P. Callan, Eric W. Brown",VLDB,1994,926,Reports,Avigdor Gal,ACM SIGMOD Record,2003.0,0
1169,Query Processing and Optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",VLDB J.,1996,1354,Architectures for Internal Web Services Deployment,Oded Shmueli,Very Large Data Bases,2001.0,0
1420,Supply Chain Infrastructures: System Integration and Information Sharing,"Michael O. Ball, Louiqa Raschid, Meng Ma, Zhengying Zhao",SIGMOD Record,2002,566,XQuery formal semantics state and challenges,Peter Fankhauser,ACM SIGMOD Record,2001.0,0
1971,Integration of Data Mining with Database Technology,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",VLDB,2000,1186,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002.0,0
1188,Panel: Querying Networked Databases,"Divesh Srivastava, Nick Koudas",SIGMOD Conference,2003,1033,An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server,"Surajit Chaudhuri, Vivek R. Narasayya",Very Large Data Bases,1997.0,0
2588,A Content-Based Multimedia Server for Massively Parallel Architectures,"C. Watson, G. Linderman, Euthimios Panagos, T. Walters, Ion Tim Ieong, Alexandros Biliris, J. Wang, S. Choo, David Schrader, P. Colin, William O'Connell, Grace Au",SIGMOD Conference,1996,741,Data warehousing and business intelligence for e-commerce: by Alan R. Simon & Steven L. Shaffer,Frank G. Goethals,ACM SIGMOD Record,2002.0,0
2200,To Weave the Web,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",VLDB,1997,1561,An introduction to Remy's fast polymorphic record projection,Limsoon Wong,ACM SIGMOD Record,1995.0,0
850,Interviewing During a Tight Job Market,"Zachary G. Ives, Qiong Luo",SIGMOD Record,2002,610,Methodology for development and employment of ontology based knowledge management applications,"York Sure, Steffen Staab, Rudi Studer",ACM SIGMOD Record,2002.0,0
1138,Proximity Search in Databases,"Narayanan Shivakumar, Hector Garcia-Molina, Roy Goldman, Suresh Venkatasubramanian",VLDB,1998,1144,Query Processing Techniques for Multiversion Access Methods,"Jochen Van den Bercken, Bernhard Seeger",Very Large Data Bases,1996.0,0
552,Integration Approaches for CIM,Moira C. Norrie,SIGMOD Conference,1995,1538,Integration approaches for CIM,Moira C. Norrie,International Conference on Management of Data,1995.0,1
123,"AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments","Alberto Lerner, Dennis Shasha",VLDB,2003,1493,The data that you won't find in databases: tutorial panel on data exchange formats,"Peter Buneman, David Maier",International Conference on Management of Data,1995.0,0
596,The Generalized Pre-Grouping Transformation: Aggregate-Query Optimization in the Presence of Dependencies,"Timos K. Sellis, Aris Tsois",VLDB,2003,172,Managing large systems with DB2 UDB,Chris Eaton,International Conference on Management of Data,1998.0,0
1574,MQSeries and CICS Link for Lotus Notes,?,SIGMOD Record,1996,1700,TSQL2 language specification,"Richard Thomas Snodgrass, Ilsoo Ahn, Gadi Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,1994.0,0
1273,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor System,"Moira C. Norrie, Hans-J?rg Schek, Michael Rys",VLDB,1996,1572,Design and user testing of a multi-paradigm query interface to an object-oriented database,"Dac Khoa Doan, Norman W. Paton, Alistair Kilgour",ACM SIGMOD Record,1995.0,0
637,Primitives for Workload Summarization and Implications for SQL,"Surajit Chaudhuri, Prasanna Ganesan, Vivek R. Narasayya",VLDB,2003,1981,Multi-dimensional resource scheduling for parallel queries,"Minos N. Garofalakis, Yannis E. Ioannidis",International Conference on Management of Data,1996.0,0
783,An Effective Deductive Object-Oriented Database Through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",VLDB,1994,2284,In-context peer-to-peer information filtering on the Web,Aris M. Ouksel,ACM SIGMOD Record,2003.0,0
1490,"Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial)",Dennis Shasha,SIGMOD Conference,1997,173,SQL open heterogeneous data access,"Berthold Reinwald, Hamid Pirahesh",International Conference on Management of Data,1998.0,0
1065,NonStop SQL/MX Publish/Subscribe: Continuous Data Streams in Transaction Processing,Hansj?rg Zeller,SIGMOD Conference,2003,1727,Quickly generating billion-record synthetic databases,"Jim Gray, Prakash Sundaresan, Susanne Englert, Ken Baclawski, Peter J. Weinberger",International Conference on Management of Data,1994.0,0
203,The ND-Tree: A Dynamic Indexing Technique for Multidimensional Non-ordered Discrete Data Spaces,"Gang Qian, Qiang Xue, Sakti Pramanik, Qiang Zhu",VLDB,2003,1376,Integrating the UB-Tree into a Database System Kernel,"Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer",Very Large Data Bases,2000.0,0
