tableA_id,tableA_http://www.okkam.org/ontology_restaurant1.owl#name,tableA_http://www.okkam.org/ontology_restaurant1.owl#phone_number,tableA_http://www.okkam.org/ontology_restaurant1.owl#street,tableB_id,tableB_http://www.okkam.org/ontology_restaurant2.owl#name,tableB_http://www.okkam.org/ontology_restaurant2.owl#phone_number,tableB_http://www.okkam.org/ontology_restaurant2.owl#street,label
64,mary mac's tea room,404/876-1800,,891,dean & deluca,212/254-8776,,0
334,,,11 e. 53rd st.,623,,,2637 peachtree rd. ne,0
303,,,35 w. 64th st.,23,,,732 broadway,0
138,le montrachet,702/732-5111,,1518,,,220 sandy springs circle,0
184,,,3115 pico blvd.,1389,dante's down the hatch  buckhead,404/266-1600,,0
98,valentino,310/829-4313,,306,fiore rotisserie & grille,702-252-7702,,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,2186,brookhaven cafe,404-231-5907,,0
155,,,201 w. 83rd st.,27,,,12224 ventura blvd.,0
91,georgia grille,404/352-3517,,1270,,,13 w. 46th st.,0
24,,,6703 melrose ave.,769,trois jean,212/988-4858,,0
217,,,804 northpoint,671,langer's,213-483-8050,,0
324,la folie,415/776-5577,,242,,,617 s. olive st.,0
131,,,210 e. 58th st.,459,,,2911 s. pharr court,0
3,,,570 4th st.,180,,,3345 steiner st.,0
230,,,60 w. 55th st.  between 5th and 6th ave.,419,,,81 macdougal st.  between houston and bleeker sts.,0
161,petrossian,212/245-2214,,739,,,2889 mission st.,0
6,rainbow room,212/632-5000,,1833,zarzuela,415/346-0800,,0
71,cafe lalo,212/496-6031,,140,sign of the dove,212-861-8080,,0
264,,,405 e. 58th st.,165,sylvia's,212-996-0660,,0
89,,,34 e. 61st st.,672,,,551 5th ave. at 45th st.,0
3,,,570 4th st.,588,indochine,212/505-5111,,0
42,las vegas,,,290,,,2575 beverly blvd.,0
319,sign of the dove,212/861-8080,,261,,,467 columbus ave.  between 82nd and 83rd sts.,0
205,second street grille,702/385-3232,,684,fast food,,,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,779,zoe,212/966-6722,,0
277,,,2450 broadway  between 90th and 91st sts.,1718,cafe sunflower,404-256-1675,,0
174,mifune japan center  kintetsu building,415/922-0337,,1772,felidia,212-758-1479,,0
134,chez michel,415/775-7036,,958,,,451 washington st.  near watts st.,0
239,,,624 s. la brea ave.,284,french (classic),,,0
183,march,212/754-6272,,1319,canter's,213/651-2030.,,0
173,four seasons grill room,212/754-9494,,1666,roosevelt tamale parlor,415-550-9213,,0
65,granita,310/456-0488,,1331,frijoleros,404-892-8226,,0
178,brooklyn,,,1345,,,155 steuart st.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,185,south city kitchen,404/873-7358,,0
226,,,532 columbus ave.,2179,,,42 e. 20th st.,0
199,,,57 w. 58th st.,1324,benny's burritos,212-254-2054,,0
165,,,160 e. 64th st.,2088,sweet'n'tart cafe,212/334-8088,,0
144,,,129 n. la cienega blvd.,1092,,,322 e. 14 st.  between 1st and 2nd aves.,0
80,fleur de lys,415/673-7779,,2046,bistro  the,404-231-5733,,0
271,,,1232 w. paces ferry rd.,60,picholine,212-724-8585,,0
229,union square cafe,212/243-4020,,1170,mayflower cuisinier,702-870-8432,,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,47,health food,,,0
157,hedgerose heights inn,404/233-7673,,751,,,510 s. arroyo pkwy.,0
19,san francisco,,,2081,tadich grill,415/391-2373,,0
162,,,545 post st.,2159,indonesian,,,0
57,,,12224 ventura blvd.,1436,flowers,212/691-8888,,0
96,,,3201 fillmore st.,1496,hong kong villa,415/752-8833,,0
43,toulouse,404/351-9533,,1479,oyster bar,212-490-6650,,0
109,masa's,415/989-7154,,1414,buca giovanni,415/776-7766,,0
165,,,160 e. 64th st.,801,mary's diner,702/454-8073,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,1414,buca giovanni,415/776-7766,,0
6,rainbow room,212/632-5000,,59,la salsa (la),310-456-6299,,0
64,mary mac's tea room,404/876-1800,,619,mary mac's tea room,404-876-1800,,1
105,,,1529 piedmont ave.,1300,,,1220 9th ave.,0
19,san francisco,,,445,cassell's,213-480-8668,,0
226,,,532 columbus ave.,1824,,,701 stone canyon rd.,0
42,las vegas,,,519,hollywood hills coffee shop,213-467-7678,,0
21,,,1397 n. highland ave.,259,,,181 peachtree st.,0
229,union square cafe,212/243-4020,,612,,,2199 broadway,0
188,,,41 14th st.,718,,,453 bush st.,0
91,georgia grille,404/352-3517,,664,,,3221 mission st.,0
47,,,3073 piedmont road,8,southern/soul,,,0
184,,,3115 pico blvd.,1084,la grotta,404-231-1368,,0
230,,,60 w. 55th st.  between 5th and 6th ave.,2013,serendipity,212/838-3531,,0
337,,,854 7th ave.  between 54th and 55th sts.,565,buffets,,,0
39,,,1737 post st.,273,slanted door,415-861-8032,,0
288,,,200 e. fremont st.,2240,,,419 n. fairfax ave.,0
331,,,3434 peachtree rd.,1178,,,519 columbus ave.,0
248,,,126 clement st.,569,mi spia dunwoody rd.,770/393-1333,,0
7,,,2 harrison st.  near hudson st.,198,,,33 93 2nd ave.  between 5th and 6th sts.,0
12,,,2880 las vegas blvd. s,748,pane e vino,415/346-2111,,0
173,four seasons grill room,212/754-9494,,1465,,,68 e. 56th st.,0
62,,,181 peachtree st.,1246,greek,,,0
139,,,249 e. 50th st.,504,,,298 gough st.,0
138,le montrachet,702/732-5111,,384,,,163 ponce de leon ave.,0
301,buckhead diner,404/262-3336,,800,,,2880 las vegas blvd. s,0
294,gramercy tavern,212/477-0777,,1135,ti couz,415-252-7373,,0
78,,,2 e. 55th st.,801,mary's diner,702/454-8073,,0
46,smith & wollensky,212/753-1530,,1100,la grotta at ravinia dunwoody rd.,770/395-9925,,0
261,,,3130 piedmont road,832,the coffee pot,212/265-3566,,0
101,veni vidi vici,404/875-8424,,141,californian,,,0
35,,,1 mission st.,1511,,,3131 webster st.,0
107,felidia,212/758-1479,,2081,tadich grill,415/391-2373,,0
169,,,600 stockton st.,1421,grand cafe hotel monaco,415/292-0101,,0
239,,,624 s. la brea ave.,1638,madame ching's,702-894-7111,,0
221,21 club,212/582-7200,,1847,,,1020 n. san vicente blvd.,0
216,chinois on main,310/392-9025,,737,fenix at the argyle,213-848-6677,,0
187,patina,213/467-1108,,1832,,,600 montgomery st.,0
312,,,648 bush st.,860,hsu's gourmet,404/659-2788,,0
80,fleur de lys,415/673-7779,,248,pricci,404/237-2941,,0
216,chinois on main,310/392-9025,,532,noodle shops,,,0
226,,,532 columbus ave.,2212,casa la femme,212/505-0005,,0
8,aureole,212/ 319-1660,,1698,aureole,212-319-1660,,1
27,rose pistola,415/399-0499,,1281,,,119 macdougal st.  between 3rd and bleecker sts.,0
168,sherman oaks,,,1582,,,3226 mission st.,0
254,seryna,212/980-9393,,1946,,,61a seventh ave.,0
312,,,648 bush st.,472,,,679 n. spring st.,0
267,,,5955 melrose ave.,142,michael's (los angeles),310-451-0843,,0
299,,,595 piedmont ave.  rio shopping mall,14,continental,,,0
122,the palm,310/550-8811,,1194,,,20 cornelia st.  between bleecker and w. 4th st.,0
190,pano's and paul's,404/261-3662,,1488,,,1232 w. paces ferry rd.,0
330,,,435 s. la cienega blv.,1246,greek,,,0
277,,,2450 broadway  between 90th and 91st sts.,846,,,129 fremont st.,0
213,,,1 w. 67th st.,745,,,704 s. alvarado st.,0
267,,,5955 melrose ave.,661,hudson river club,212/786-1500,,0
181,,,100 e. 63rd st.,276,le colonial,212/ 752-0808,,0
192,,,in central park at 67th st.,340,la reserve,212/247-2993,,0
173,four seasons grill room,212/754-9494,,1613,,,2635 w. olive ave.,0
232,gotham bar & grill,212/620-4020,,297,,,2 park ave. at 32nd st.,0
199,,,57 w. 58th st.,1618,san pietro,212/753-9015,,0
112,,,1 margaret mitchell sq.,2163,trattoria dell'arte,212/245-9800,,0
14,chin's,702/733-8899,,942,marnie's noodle shop,212-741-3214,,0
246,philippe's the original,213/628-3781,,2249,,,1186 n. highland ave.,0
219,picholine,212/724-8585,,1058,,,6333 w. third st.,0
260,shun lee west,212/371-8844,,589,,,6145 franklin ave.,0
179,bone's,404/237-2663,,1567,kamogawa,404/841-0314,,0
35,,,1 mission st.,2013,serendipity,212/838-3531,,0
46,smith & wollensky,212/753-1530,,52,indo cafe,310-815-1290,,0
291,virgil's,212/ 921-9494,,73,virgil's real bbq,212-921-9494,,1
127,grill on the alley,310/276-0615,,770,hawthorne lane,415-777-9779,,0
102,bel air,,,904,chanterelle,212-966-6960,,0
43,toulouse,404/351-9533,,1474,bone's restaurant,404-237-2663,,0
198,,,3125 piedmont rd.  near peachtree rd.,1672,caffe lure,212/473-2642,,0
303,,,35 w. 64th st.,966,ernie's,212/496-1588,,0
277,,,2450 broadway  between 90th and 91st sts.,119,tortillas,404-892-0193,,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,2102,hugo's cellar,702-385-4011,,0
19,san francisco,,,1525,john o'groats,310-204-0692,,0
306,mi cocina,212/627-8273,,765,,,8638 w. third st.,0
101,veni vidi vici,404/875-8424,,299,,,816 folsom st.,0
164,yujean kang's gourmet chinese cuisine,818/585-0855,,382,,,12 e. 12th st.,0
29,montrachet,212/ 219-2777,,1957,,,255 courtland st.,0
324,la folie,415/776-5577,,2161,,,76 mott st. at canal st.,0
288,,,200 e. fremont st.,429,diva,212/941-9024,,0
309,pinot bistro,818/990-0500,,944,prego,310/277-7346,,0
174,mifune japan center  kintetsu building,415/922-0337,,448,,,2 harrison st.,0
333,lespinasse,212/339-6719,,1520,,,228 thompson st.  between w. 3rd and bleecker sts.,0
277,,,2450 broadway  between 90th and 91st sts.,1598,,,251 e. 53rd st.,0
96,,,3201 fillmore st.,310,bolo,212/228-2200,,0
288,,,200 e. fremont st.,1996,main course  the,310-475-7564,,0
154,restaurant katsu,213/665-1891,,2205,,,168 1st ave.  between 10th and 11th sts.,0
246,philippe's the original,213/628-3781,,1976,riviera,404-262-7112,,0
107,felidia,212/758-1479,,2103,,,2285 peachtree rd.  peachtree battle condominium,0
334,,,11 e. 53rd st.,491,,,500 jackson st.,0
126,,,201 e. 49th st.,2063,jimmy sung's,212/682-5678,,0
291,virgil's,212/ 921-9494,,2219,dix et sept,212/645-8023,,0
30,,,13 w. 54th st.,442,,,515 s. olive st.,0
69,river cafe,718/522-5200,,1266,margarita's mexican cantina,702/794-8200,,0
302,,,2709 main st.,1601,,,10516 w. pico blvd.,0
227,,,3570 las vegas blvd. s,1739,,,361 w. 46th st.,0
74,hollywood,,,1603,,,3355 geary st.,0
215,heera of india,404/876-4408,,81,paty's,818/761-9126,,0
294,gramercy tavern,212/477-0777,,872,2223,415/431-0692,,0
18,,,8284 melrose ave.,2033,postrio,415-776-7825,,0
71,cafe lalo,212/496-6031,,346,,,149 e. 57th st.,0
61,matsuhisa,310/659-9639,,1283,chez jacqueline,212/505-0727,,0
95,park avenue cafe,212/644-1900,,901,,,350 9th ave. at 49th st.,0
123,,,b peachtree rd.,1695,triangolo,212/472-4488,,0
331,,,3434 peachtree rd.,509,fraunces tavern,212/269-0144,,0
265,khan toke thai house,415/668-6654,,536,,,201 moreno dr.,0
99,,,402 w. 44th st.,2074,perry's,415/922-9022,,0
18,,,8284 melrose ave.,1446,feast from the east,310-475-0400,,0
274,,,156 2nd ave. at 10th st.,599,maxwell's cafe,310-306-7829,,0
41,,,42 e. 20th st.  between park ave. s and broadway,1998,,,32 w. 32nd st.,0
215,heera of india,404/876-4408,,360,,,601 hayes st.,0
224,aqua,415/956-9662,,1973,film center cafe,212/ 262-2525,,0
213,,,1 w. 67th st.,1549,indigo coastal grill,404-876-0676,,0
311,,,252 california st.,1078,,,2nd fl.,0
107,felidia,212/758-1479,,961,,,430 broadway,0
40,spago,310/652-4025,,1078,,,2nd fl.,0
97,,,3200 las vegas blvd. s,320,sundown cafe,404/321-1118,,0
111,,,617 s. olive st.,720,,,355 convention center dr.,0
233,,,1972 n. hillhurst ave.,974,brent's deli,818-886-5679,,0
57,,,12224 ventura blvd.,869,,,790 ponce de leon ave.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,255,pan-asian,,,0
216,chinois on main,310/392-9025,,27,,,12224 ventura blvd.,0
35,,,1 mission st.,735,,,4 world financial center,0
169,,,600 stockton st.,560,fog city diner,415/982-2000,,0
194,second avenue deli,212/677-0606,,1711,cajun,,,0
2,fenix,213/848-6677,,1426,kabuto sushi,415/752-5652,,0
216,chinois on main,310/392-9025,,63,orso,212/489-7212,,0
242,mesa grill,212/807-7400,,201,,,8909 sunset blvd.,0
257,carnegie deli,212/757-2245,,533,,,100 e. 63rd st.,0
82,,,3rd st.,1044,firehouse,212/595-3139,,0
108,,,239 w. broadway  between walker and white sts.,384,,,163 ponce de leon ave.,0
307,,,21 w. 52nd st.,111,millennium,415/487-9800,,0
87,adriano's ristorante,310/475-9807,,352,,,1015 battery st.,0
257,carnegie deli,212/757-2245,,2183,camille's,404/872-7203,,0
11,los angeles,,,1453,oceana,212-759-5941,,0
2,fenix,213/848-6677,,597,,,50 hurt plaza,0
301,buckhead diner,404/262-3336,,531,,,1415 e. colorado st.,0
50,,,57 jane st.  off hudson st.,1216,,,551 amsterdam ave.  between 86th and 87th sts.,0
91,georgia grille,404/352-3517,,1223,spring street natural restaurant & bar,212/966-0290,,0
82,,,3rd st.,163,,,19 old fulton st.,0
11,los angeles,,,580,thelma's kitchen,404-688-5855,,0
17,island spice,212/765-1737,,78,,,21 e. 16th st.,0
291,virgil's,212/ 921-9494,,1410,,,252 n. beverly dr.,0
277,,,2450 broadway  between 90th and 91st sts.,418,cypress club,415/296-8555,,0
209,,,9560 dayton way,357,,,224 s. beverly dr.,0
47,,,3073 piedmont road,696,tapika,212/ 397-3737,,0
313,,,21 e. 16th st.,1831,felix,212/431-0021,,0
240,,,182 w. 58th st.,1286,scala's bistro,415/395-8555,,0
85,,,8358 sunset blvd. west,761,stage deli,212/245-7850,,0
195,,,243 e. 58th st.,542,la caridad,212-874-2780,,0
24,,,6703 melrose ave.,2001,,,8474 w. third st.,0
39,,,1737 post st.,766,,,2316 polk st.,0
207,santa monica,,,1987,il cortile,212/226-6060,,0
143,la caravelle,212/586-4252,,1338,,,3675 satellite blvd.,0
209,,,9560 dayton way,145,,,432 sixth ave.,0
132,cafe des artistes,212/877-3500,,1994,,,4000 colfax ave.,0
132,cafe des artistes,212/877-3500,,1199,the bacchanal,702/731-7525,,0
238,brasserie le coze,404/266-1440,,1041,maykadeh,415/362-8286,,0
322,daniel,212/288-0033,,800,,,2880 las vegas blvd. s,0
14,chin's,702/733-8899,,1459,,,3380 peachtree rd.,0
303,,,35 w. 64th st.,1837,pinot bistro,818-990-0500,,0
19,san francisco,,,1154,veni vidi vici,404-875-8424,,0
246,philippe's the original,213/628-3781,,1426,kabuto sushi,415/752-5652,,0
158,campanile,213/938-1447,,1451,or 415/982-3811 asian,,,0
138,le montrachet,702/732-5111,,412,cafe la fortuna,212/724-5846,,0
144,,,129 n. la cienega blvd.,173,,,106 bayard st.,0
243,,,67 n. raymond ave.,374,rose pistola,415-399-0499,,0
25,,,95 ave. a at 6th st.,1743,,,169 sullivan st.  between houston and bleecker sts.,0
187,patina,213/467-1108,,2220,,,150 redwood alley,0
267,,,5955 melrose ave.,863,greenwood's,770-992-5383,,0
187,patina,213/467-1108,,419,,,81 macdougal st.  between houston and bleeker sts.,0
17,island spice,212/765-1737,,1370,rex il ristorante,213-627-2300,,0
30,,,13 w. 54th st.,1228,,,8284 melrose ave.,0
280,citrus,213/857-0034,,1448,manhattan cafe,212/888-6556,,0
292,,,155 w. 51st st.,770,hawthorne lane,415-777-9779,,0
38,,,152 w. 44th st.,70,,,9255 sunset blvd.,0
37,oceana,212/759-5941,,416,,,598 fourth st.,0
324,la folie,415/776-5577,,2191,,,70 w. paces ferry rd.,0
108,,,239 w. broadway  between walker and white sts.,1153,,,1930 north hillhurst ave.,0
307,,,21 w. 52nd st.,1356,,,72 macdougal st.  between w. houston and bleecker sts.,0
192,,,in central park at 67th st.,1170,mayflower cuisinier,702-870-8432,,0
46,smith & wollensky,212/753-1530,,416,,,598 fourth st.,0
334,,,11 e. 53rd st.,1666,roosevelt tamale parlor,415-550-9213,,0
311,,,252 california st.,1198,art's deli,818-762-1221,,0
265,khan toke thai house,415/668-6654,,1256,canoe,770-432-2663,,0
19,san francisco,,,1936,pen & pencil,212/682-8660,,0
132,cafe des artistes,212/877-3500,,942,marnie's noodle shop,212-741-3214,,0
198,,,3125 piedmont rd.  near peachtree rd.,1981,gabriela's,212/961-0574,,0
157,hedgerose heights inn,404/233-7673,,1508,stringer's fish camp and oyster bar,770/458-7145,,0
96,,,3201 fillmore st.,1710,jo jo,212-223-5656,,0
7,,,2 harrison st.  near hudson st.,1422,,,7 w. 20th st.,0
38,,,152 w. 44th st.,1857,,,930 hilgard ave.,0
299,,,595 piedmont ave.  rio shopping mall,690,,,1 margaret mitchell sq.,0
23,ciboulette,404/874-7600,,2238,,,63rd street steakhouse 44 w. 63rd st.,0
227,,,3570 las vegas blvd. s,348,lincoln tavern,212/721-8271,,0
130,san domenico,212/265-5959,,1795,seryna,212-980-9393,,0
216,chinois on main,310/392-9025,,1612,r&g lounge,415/982-7877,,0
240,,,182 w. 58th st.,280,pastis,415/391-2555,,0
309,pinot bistro,818/990-0500,,926,,,424 amsterdam ave.,0
183,march,212/754-6272,,388,cha cha cha,213/664-7723,,0
141,fringale,415/543-0573,,357,,,224 s. beverly dr.,0
314,,,12 e. 12th st.,735,,,4 world financial center,0
104,tavern on the green,212/873-3200,,309,,,420 e. 59th st.  off 1st ave.,0
7,,,2 harrison st.  near hudson st.,1298,,,62 spring st. at lafayette st.,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,1123,,,15 fulton st.,0
102,bel air,,,914,lespinasse (new york city),212-339-6719,,0
232,gotham bar & grill,212/620-4020,,1393,otabe,212/223-7575,,0
247,arnie morton's of chicago,310/246-1501,,1725,arnie morton's of chicago,310-246-1501,,1
135,malibu,,,463,eclipse,310/724-5959,,0
15,,,160 central park s,2112,,,4100 cahuenga blvd.,0
236,,,490 e. paces ferry rd.,1641,bouterin,212/758-0323,,0
301,buckhead diner,404/262-3336,,1095,campton place,415-955-5555,,0
98,valentino,310/829-4313,,416,,,598 fourth st.,0
139,,,249 e. 50th st.,42,,,2027 sawtelle blvd.,0
131,,,210 e. 58th st.,246,monte carlo,702-733-4524,,0
314,,,12 e. 12th st.,1802,,,2469 cobb pkwy.,0
173,four seasons grill room,212/754-9494,,1882,,,6182 w. flamingo rd.,0
92,cafe bizou,818/788-3536,,1800,,,414 n. beverly dr.,0
40,spago,310/652-4025,,1293,,,1240 9th ave.,0
97,,,3200 las vegas blvd. s,765,,,8638 w. third st.,0
141,fringale,415/543-0573,,1007,,,central park west,0
280,citrus,213/857-0034,,1390,drai's,310/358-8585,,0
111,,,617 s. olive st.,1349,,,200 park ave.  between 45th st. and vanderbilt ave.,0
154,restaurant katsu,213/665-1891,,92,tommy tang's,213/937-5733,,0
167,alain rondelli,415/387-0408,,1081,,,3110 main st.,0
333,lespinasse,212/339-6719,,2123,,,4041 audrie st. at flamingo rd.,0
101,veni vidi vici,404/875-8424,,1869,jimmy's,310/552-2394,,0
135,malibu,,,348,lincoln tavern,212/721-8271,,0
65,granita,310/456-0488,,1412,,,3900 paradise rd.,0
147,palace court,702/731-7547,,1026,teresa's,718-520-2910,,0
44,studio city,,,1634,two two two,212/799-0400,,0
33,delectables,404/681-2909,,1068,martha's,310-376-7786,,0
313,,,21 e. 16th st.,1711,cajun,,,0
116,,,701 stone canyon rd.,2110,,,2450 broadway,0
198,,,3125 piedmont rd.  near peachtree rd.,2215,,,30 west 22nd st.  between 5th and 6th ave.,0
192,,,in central park at 67th st.,605,delicatessen,,,0
213,,,1 w. 67th st.,941,,,3799 las vegas blvd. s.,0
233,,,1972 n. hillhurst ave.,1216,,,551 amsterdam ave.  between 86th and 87th sts.,0
236,,,490 e. paces ferry rd.,1017,,,3130 piedmont rd. ne,0
311,,,252 california st.,1977,,,1652 stockton st.,0
283,pisces,212/260-6660,,1436,flowers,212/691-8888,,0
192,,,in central park at 67th st.,1194,,,20 cornelia st.  between bleecker and w. 4th st.,0
331,,,3434 peachtree rd.,1114,,,470 green st.,0
134,chez michel,415/775-7036,,2228,asahi ramen,310-479-2231,,0
49,dawat,212/355-7555,,1727,house of chan,770-955-9444,,0
202,,,9001 santa monica blvd.,2030,au mandarin,212/385-0313,,0
215,heera of india,404/876-4408,,1526,,,1161 1st ave.  between 63rd and 64th sts.,0
27,rose pistola,415/399-0499,,1975,,,303 peachtree st. ne,0
17,island spice,212/765-1737,,847,,,90 prince st.  between broadway and mercer st.,0
134,chez michel,415/775-7036,,876,,,432 lafayette st.  near astor pl.,0
179,bone's,404/237-2663,,2081,tadich grill,415/391-2373,,0
179,bone's,404/237-2663,,2023,,,1588 york ave.,0
148,,,224 ponce de leon ave.,73,virgil's real bbq,212-921-9494,,0
158,campanile,213/938-1447,,84,,,3713 w. sahara ave.,0
97,,,3200 las vegas blvd. s,1919,falafel king,310-208-4444,,0
67,,,1110 3rd ave. at 65th st.,1769,,,600 stockton st.,0
40,spago,310/652-4025,,1764,spago (los angeles),310-652-4025,,1
71,cafe lalo,212/496-6031,,1707,,,176 n. canon dr.,0
261,,,3130 piedmont road,122,global,212/477-8427,,0
157,hedgerose heights inn,404/233-7673,,1789,el cholo,213/734-2773,,0
127,grill on the alley,310/276-0615,,1716,,,10250 santa monica blvd.,0
18,,,8284 melrose ave.,279,mulberry st.,818-906-8881,,0
21,,,1397 n. highland ave.,1947,one if by land  tibs,212-228-0822,,0
277,,,2450 broadway  between 90th and 91st sts.,2008,,,111 s. san pedro st.,0
168,sherman oaks,,,1438,bistro 45,818-795-2478,,0
330,,,435 s. la cienega blv.,846,,,129 fremont st.,0
200,hawthorne lane,415/777-9779,,186,,,1031 ponce de leon ave.,0
157,hedgerose heights inn,404/233-7673,,2054,hard rock cafe,212/489-6565,,0
324,la folie,415/776-5577,,934,le colonial,310/289-0660,,0
334,,,11 e. 53rd st.,1617,,,145 w. 53rd st.,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,1713,,,103 w. paces ferry rd.,0
109,masa's,415/989-7154,,369,21 club,212-582-7200,,0
33,delectables,404/681-2909,,712,pleasant peasant,404/874-3223,,0
91,georgia grille,404/352-3517,,2124,capozzoli's,702/731-5311,,0
205,second street grille,702/385-3232,,2066,swan oyster depot,415-673-1101,,0
191,,,2316 polk st.,800,,,2880 las vegas blvd. s,0
120,,,1114 horn ave.,644,,,park place  across from perimeter mall  dunwoody,0
91,georgia grille,404/352-3517,,2095,,,648 bush st.,0
111,,,617 s. olive st.,1603,,,3355 geary st.,0
208,le bernardin,212/489-1515,,1544,,,117 second ave.,0
92,cafe bizou,818/788-3536,,98,thailand restaurant,212-349-3132,,0
311,,,252 california st.,779,zoe,212/966-6722,,0
73,campton place,415/955-5555,,1696,fleur de lys,415-673-7779,,0
81,jo jo,212/223-5656,,567,,,53rd sts.,0
132,cafe des artistes,212/877-3500,,97,,,385 broome st. at mulberry,0
294,gramercy tavern,212/477-0777,,2200,,,400 e. sahara ave.,0
64,mary mac's tea room,404/876-1800,,1009,ukrainian,,,0
32,rex il ristorante,213/627-2300,,1298,,,62 spring st. at lafayette st.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,134,motown cafe,212/581-8030,,0
159,,,340 stockton st.,419,,,81 macdougal st.  between houston and bleeker sts.,0
279,indigo coastal grill,404/876-0676,,2041,,,1486 2nd ave.  between 77th and 78th sts.,0
24,,,6703 melrose ave.,1677,,,145 n. atlantic blvd.,0
311,,,252 california st.,1159,veselka,212-228-9682,,0
334,,,11 e. 53rd st.,1119,,,3330 piedmont rd.,0
67,,,1110 3rd ave. at 65th st.,1108,nicky blair's,702-792-9900,,0
141,fringale,415/543-0573,,672,,,551 5th ave. at 45th st.,0
277,,,2450 broadway  between 90th and 91st sts.,1284,,,640 sacramento st.,0
306,mi cocina,212/627-8273,,37,italian,,,0
165,,,160 e. 64th st.,671,langer's,213-483-8050,,0
109,masa's,415/989-7154,,1135,ti couz,415-252-7373,,0
265,khan toke thai house,415/668-6654,,870,polish,,,0
41,,,42 e. 20th st.  between park ave. s and broadway,1969,,,615 sacramento st.,0
85,,,8358 sunset blvd. west,1742,faz,415/362-0404,,0
216,chinois on main,310/392-9025,,6,louise's trattoria,213/667-0777,,0
147,palace court,702/731-7547,,2016,,,490 e. paces ferry rd. ne,0
41,,,42 e. 20th st.  between park ave. s and broadway,530,odeon,212/233-0507,,0
116,,,701 stone canyon rd.,282,,,642 broadway,0
0,new york,,,272,,,2209 polk st.,0
168,sherman oaks,,,1171,,,holiday inn/crowne plaza at ravinia  dunwoody,0
251,,,816 folsom st.,627,adrienne,212/903-3918,,0
176,,,2290 peachtree rd.  peachtree square shopping center,1494,,,501 geary st.,0
233,,,1972 n. hillhurst ave.,1976,riviera,404-262-7112,,0
127,grill on the alley,310/276-0615,,1399,,,8720 sunset blvd.,0
25,,,95 ave. a at 6th st.,155,,,2245 e. flamingo rd.,0
207,santa monica,,,63,orso,212/489-7212,,0
159,,,340 stockton st.,1192,emerald garden restaurant,415-673-1155,,0
102,bel air,,,510,,,10801 w. pico blvd.,0
302,,,2709 main st.,1150,sant ambroeus,212/570-2211,,0
139,,,249 e. 50th st.,1278,,,211 w. broadway at franklin st.,0
176,,,2290 peachtree rd.  peachtree square shopping center,782,,,3rd st. promenade,0
188,,,41 14th st.,1499,mambo restaurante cubano,404/874-2626,,0
104,tavern on the green,212/873-3200,,1623,,,643 park ave. at 66th st.,0
47,,,3073 piedmont road,2025,wollensky's grill,212-753-0444,,0
80,fleur de lys,415/673-7779,,191,,,73 w. 71st st.,0
326,,,1001 n. alameda st.,1732,,,82 e. 3rd st.  between 1st and 2nd aves.,0
95,park avenue cafe,212/644-1900,,1433,north india,415/931-1556,,0
111,,,617 s. olive st.,1278,,,211 w. broadway at franklin st.,0
135,malibu,,,1291,,,23725 w. malibu rd.,0
159,,,340 stockton st.,1729,mandarin court,702/737-1234,,0
243,,,67 n. raymond ave.,1390,drai's,310/358-8585,,0
119,manhattan ocean club,212/ 371-7777,,876,,,432 lafayette st.  near astor pl.,0
286,boulevard,415/543-6084,,1494,,,501 geary st.,0
126,,,201 e. 49th st.,457,,,2 e. 55th st.,0
294,gramercy tavern,212/477-0777,,1118,binion's coffee shop,702/382-1600,,0
30,,,13 w. 54th st.,2099,la folie,415-776-5577,,0
112,,,1 margaret mitchell sq.,1357,hayes street grill,415/863-5545,,0
81,jo jo,212/223-5656,,1746,,,500 post st.,0
279,indigo coastal grill,404/876-0676,,142,michael's (los angeles),310-451-0843,,0
248,,,126 clement st.,2067,,,310 w. 4th st.  between w. 12th and bank sts.,0
229,union square cafe,212/243-4020,,24,southern,,,0
184,,,3115 pico blvd.,788,,,33 w. 55th st.,0
219,picholine,212/724-8585,,5,,,8764 melrose ave.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,706,,,545 post st.,0
280,citrus,213/857-0034,,1683,stars cafe,415/861-4344,,0
15,,,160 central park s,539,union square cafe,212-243-4020,,0
196,carmine's,212/362-2200,,2101,afghan,,,0
199,,,57 w. 58th st.,484,,,1722 sacramento st.,0
136,,,2355 peachtree rd.  peachtree battle shopping center,75,american,,,0
42,las vegas,,,1454,kokomo cafe,213-933-0773,,0
59,lutece,212/752-2225,,183,,,219 w. broadway  between franklin and white sts.,0
265,khan toke thai house,415/668-6654,,1358,,,14016 ventura blvd.,0
274,,,156 2nd ave. at 10th st.,1938,,,1110 third ave.,0
91,georgia grille,404/352-3517,,961,,,430 broadway,0
