tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
2190,E-Commerce Database Issues and Experience,Anand Rajaraman,SIGMOD Conference,1999,33673,Ontology versioning on the Semantic Web,"MCA Klein, D Fensel",,,0
1825,Semantic B2B Integration,Christoph Bussler,SIGMOD Conference,2001,21630,"Criticism, 1964",R Ohmann,"Wisconsin Studies in Contemporary Literature,",1965.0,0
927,Inferring Function Semantics to Optimize Queries,"Mitch Cherniack, Stanley B. Zdonik",VLDB,1998,61045,"Imieli nski, T. Integrity Checking for Multiple Updates",A Hsu,&hellip;  SIGMOD International Conference on Management of,,0
467,New partnership with ACM and update on the journal,M. Tamer ?zsu,VLDB J.,2003,44474,Virtualised computing infrastructure,MA Fisher,"BT Technology Journal,",2005.0,0
1616,Capability Based Mediation in TSIMMIS,"Hector Garcia-Molina, Murty Valiveti, Chen Li, Ramana Yerneni, Jeffrey D. Ullman, Vasilis Vassalos, Yannis Papakonstantinou",SIGMOD Conference,1998,54829,Webbsidor som visuella uttryck,F Augustsson,"Bilderna i samh?¤llet,",,0
822,Semantic Caching of Web Queries,"Boris Chidlovskii, Uwe M. Borghoff",VLDB J.,2000,35378,The role of chemical equilibria in the leaching of metal ions from soil components,WF Pickering,1983,,0
1141,A Database Platform for Bioinformatics,Sandeepan Banerjee,VLDB,2000,13174,"The OO7 benchmark. Buneman P, Jajodia S","MJ Carey, DJ De Witt, JF Naughton",Proceedings of the 1993 ACM SIGMOD International Conference,,0
1732,Evolving Teradata Decision Support for Massively Parallel Processing with UNIX,Carrie Ballinger,SIGMOD Conference,1994,49379,Sexual cell division and conjugation-papilla formation in sexual reproduction of Closterium,T Ichimura,"Proc. Int. Seaweed Symp,",,0
1543,A Web odyssey: from codd to XML,Victor Vianu,SIGMOD Record,2003,43235,Classifier-based mask estimation for missing feature methods of robust speech recognition,"ML Seltzer, B Raj, RM Stern",,,0
242,Efficient similarity search and classification via rank aggregation,"Ravi Kumar, D. Sivakumar, Ronald Fagin",SIGMOD Conference,2003,4389,Additional statistics on the dimensions of the Chesapeake Bay and tributaries: crosssection widths,"WB Cronin, DW Pritchard","MD,",,0
217,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini",VLDB,2001,24768,On determining the distribution of illumination in the interior of a photographic layer,U Erni,"&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1977.0,0
1714,Fast Computation of Sparse Datacubes,"Divesh Srivastava, Kenneth A. Ross",VLDB,1997,11,"deD., D. Roncagliolo y U. Velarde (1997) Interactions and independence in stated preference",J Ort??zar,Proceedings of the 25 thEuropean Transport,,0
2025,Querying Continuous Time Sequences,"Tore Risch, Ling Lin",VLDB,1998,18510,Towards a universal relation interface,SL Osbom,Proc. Intl. Conf. on Very Large Data,,0
1568,View Invalidation for Dynamic Content Caching in Multitiered Architectures,"K. Sel?uk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Wen-Syan Li",VLDB,2002,56252,Quick starters: New faculty who succeed,R Boice,"New Directions for Teaching and Learning,",1991.0,0
1466,Peer-to-peer: harnessing the power of disruptive technologies,Mario A. Nascimento,SIGMOD Record,2003,49326,The climatic sensitivity of desert margins.,A Goudie,"Geography,",1991.0,0
513,A New SQL-like Operator for Mining Association Rules,"Giuseppe Psaila, Stefano Ceri, Rosa Meo",VLDB,1996,58060,The Role Concept in Data Models,"CW Bachman, M Daya","VLDB,",,0
1705,An adaptive peer-to-peer network for distributed caching of OLAP results,"Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan, Wee Siong Ng, Panos Kalnis",SIGMOD Conference,2002,8073,Elective versus selective caesarean section for delivery of the small baby,A Grant,"Cochrane Database Syst Rev,",2000.0,0
1519,Safe Query Languages for Constraint Databases,Peter Z. Revesz,ACM Trans. Database Syst.,1998,3006,Myocardial infarction in young adults: risk factors and clinical features,"MG Kanitz, SJ Giovannucci, JS Jones, M Mott","Journal of Emergency Medicine,",1996.0,0
337,The Design and Implementation of a Sequence Database System,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",VLDB,1996,11287,The design and implementationof a sequence database system,"P Seshadri, M Livny, R Ramakrishnan",Proceedings oftheTwentySecond,,1
1283,TSQL2 Language Specification,"Wolfgang K?fer, Curtis E. Dyreson, Arie Segev, Krishna G. Kulkarni, Michael D. Soo, Don S. Batory, Ramez Elmasri, Nikos A. Lorentzos, Nick Kline, John F. Roddick, Gad Ariav, James Clifford, Richard T. Snodgrass, Suryanarayana M. Sripada, T. Y. Cliff Leung, Fabio Grandi, Ilsoo Ahn, Christian S. Jensen",SIGMOD Record,1994,3113,TSQL2 language specification,RT Snodgrass,"ACM SIGMOD Record,",1994.0,1
182,Algorithms for Deferred View Maintenance,"Leonid Libkin, Inderpal Singh Mumick, Latha S. Colby, Howard Trickey, Timothy Griffin",SIGMOD Conference,1996,43809,The use of PCA to smooth functional MR images,"AL Martel, AR Moody","Procs medical image understanding and analysis. Manchester:  &hellip;,",,0
958,RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,"Johannes Gehrke, Venkatesh Ganti, Raghu Ramakrishnan",VLDB,1998,50429,Quality assurance of exhaust emissions test data,"G Konstantas, A Stamatelos","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",2004.0,0
2150,Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data,"Sacha Berger, Christoph Wieser, Sebastian Schaffert, Fran?ois Bry",VLDB,2003,9540,"Introduction, background, and international perspectives: Korean history, culture, and education",SJ Paik,"International Journal of Educational Research,",2001.0,0
43,Fact: A Learning Based Web Query Processing System,"Zengping Tian, Hongjun Lu, Yanlei Diao, Songting Chen",SIGMOD Conference,2000,41845,An Efficient Nelson-Oppen Decision Procedure for Difference Constraints over Rationals,"S Lahiri, M Musuvathi",,,0
876,Providing Database Migration Tools - A Practicioner's Approach,Andreas Meier,VLDB,1995,55956,Evidence That Male Sexual Orientation Is a Matter of Degree,N Haslam,"JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1997.0,0
1026,Closing the key loophole in MLS databases,"Nenad Jukic, Svetlozar Nestorov, Susan V. Vrbsky",SIGMOD Record,2003,46799,Closing the key loophole in MLS databases,"N Jukic, S Nestorov, SV Vrbsky","SIGMOD Record,",2003.0,1
2335,Template-Based Wrappers in the TSIMMIS System,"Joachim Hammer, Hector Garcia-Molina, Svetlozar Nestorov, Ramana Yerneni, Markus M. Breunig, Vasilis Vassalos",SIGMOD Conference,1997,26444,Template-Based Wrappers in the TSIMMIS System.,"ACMS Anthology, P Edition",,,1
1340,Tuple Routing Strategies for Distributed Eddies,"Feng Tian, David J. DeWitt",VLDB,2003,33586,Algebraic Optimization of Computations over Scientific Databases,"RH Wolniewicz, G Graefe","VLDB,",1993.0,0
742,ACM TODS in this Internet Age,Richard T. Snodgrass,SIGMOD Record,2003,6678,????¬ ??Catching the Boat with Strudel: Experiences with a Web-Site Management System????¬??,"MF Fernandez, D Florescu, J Kang, AY Levy, D Suciu",Proc. of the ACM SIGMOD,,0
46,XML Data Management Go Native or Spruce up Relational Systems? (Panel Abstract),Per-?ke Larson,SIGMOD Conference,2001,33694,Two-phase locking and its thrashing behavior,A Thomasian,"ACM Transactions on Database Systems,",,0
3,Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,"Zhao-Hui Tang, Georges Gardarin, Jean-Robert Gruser",VLDB,1996,47908,Identifying Semantically Similar Elements in Heterogenous Spatial Databases Using Predicate Logic,"K Stock, D Pullar","&hellip;  geographic information systems. Zurich, Switzerland:  &hellip;,",,0
2361,Temporal Conditions and Integrity Constraints in Active Database Systems,"Ouri Wolfson, A. Prasad Sistla",SIGMOD Conference,1995,56278,Log On Education. Teaching the Nintendo Generation to Program,"M Guzdial, E Soloway","COMMUNICATIONS-ACM,",2002.0,0
1262,Describing Semistructured Data,Luca Cardelli,SIGMOD Record,2001,8007,Describing Semistructured Data,L Cardelli,"SIGMOD Record,",2001.0,1
292,Automatic Segmentation of Text into Structured Records,"Vinayak R. Borkar, Sunita Sarawagi, Kaustubh Deshmukh",SIGMOD Conference,2001,20921,Automatic Segmentation of Text into Structured Records,"VR Borkar, K Deshmukh, S Sarawagi","SIGMOD Conference,",2001.0,1
409,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago,"A. Prasad Sistla, Isabel F. Cruz, Ashfaq A. Khokhar, Clement T. Yu, Bing Liu, Ouri Wolfson",SIGMOD Record,2002,16473,Children Who Could Have Been Madison,WM Epstein,1999,,0
1035,Incremental Distance Join Algorithms for Spatial Databases,"G?sli R. Hjaltason, Hanan Samet",SIGMOD Conference,1998,17917,The Relationship between Environmental Commitment and Managerial Perceptions of Stakeholder,"I Henriques, P Sadorsky","The Academy of Management Journal,",1999.0,0
1865,On Wrapping Query Languages and Efficient XML Integration,"J?r?me Sim?on, Vassilis Christophides, Sophie Cluet",SIGMOD Conference,2000,41210,Faculty Development Through Experimentation and Interinstitutional Cooperation.,JF Noonan,"New Directions for Higher Education,",1973.0,0
1001,Efficient integration and aggregation of historical information,"Amr El Abbadi, Mirek Riedewald, Divyakant Agrawal",SIGMOD Conference,2002,41183,Ocean energy systems,"JE Cavanagh, JH Clarke, R Price","See Ref,",,0
107,Viator - A Tool Family for Graphical Networking and Data View Creation,"Katja Tham, Axel Kilian, Dieter Merkel, Peter Rieger, Stephan Heymann, Gunnar Wegner, Johann Christoph Freytag",VLDB,2002,58946,Caching for Multi-dimensional Data Mining Queries,"B Nag, P Deshpande, DJ DeWitt",,,0
691,"Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues","Nelson Mendon?a Mattos, Joachim Thomas, Theo H?rder, Stefan De?loch, Bernhard Mitschang",VLDB J.,1998,32337,Amphibians and reptiles of Washington State: location data and predicted distributions,"KM Dvornich, KR McAllister, KB Aubry",1997,,0
1113,Efficient and Extensible Algorithms for Multi Query Optimization,"S. Sudarshan, Siddhesh Bhobe, S. Seshadri, Prasan Roy",SIGMOD Conference,2000,49188,Self-Sufficiency Project: Findings on child and family outcomes 36 months after random assignment,"PA Morris, C Michalopoulos",2001,,0
2139,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,William W. Cohen,SIGMOD Conference,1998,24895,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual,WW Cohen,"SIGMOD Conference,",1998.0,1
2326,Amalgamating Knowledge Bases,V. S. Subrahmanian,ACM Trans. Database Syst.,1994,4145,"Prototyping DBS3, a Shared Memory Parallel Database System","B Bj?¶rn, C Michel, V Patrick","&hellip;  Conference on Parallel and Distributed Information Systems  &hellip;,",,0
1157,An Anonymous Electronic Commerce Scheme with an Off-Line Authority and Untrusted Agents,"Josep Domingo-Ferrer, Jordi Herrera-Joancomart?",SIGMOD Record,1998,26638,A Survey of Some Theoretical Aspects of Multiprocessing,JL Baer,"ACM Computing Surveys (CSUR),",1973.0,0
1384,HyperFile: A Data and Query Model for Documents,"David Bloom, Chris Clifton, Hector Garcia-Molina",VLDB J.,1995,54619,HyperFile: A data and query model for documents,"C Clifton, H Garcia-Molina, D Bloom","The VLDB Journal The International Journal on Very Large  &hellip;,",1995.0,1
1571,Estimating Alphanumeric Selectivity in the Presence of Wildcards,"Balakrishna R. Iyer, Jeffrey Scott Vitter, P. Krishnan",SIGMOD Conference,1996,56011,"Kirk. and, AI, Hutchison, JL, and Green, MLH (2002). Structural characterization of atomically","J Sloan, AI Kirkland","Acc. Chem. Res,",,0
1348,Guidelines for Presentation and Comparison of Indexing Techniques,"Kotagiri Ramamohanarao, Alistair Moffat, Justin Zobel",SIGMOD Record,1996,52047,wN ROBERTS,EE Laufer,"Phil. Mag,",,0
762,Distributed Processing over Stand-alone Systems and Applications,"Claus Hagen, Hans-J?rg Schek, Gustavo Alonso, Markus Tresch",VLDB,1997,8859,Distributed Processing over Stand-alone Systems and Applications,"G Alonso, C Hagen, HJ Schek, M Tresch","VLDB,",1997.0,1
2350,Object Fusion in Mediator Systems,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul",VLDB,1996,18847,???Why systolic architeclures?,HT Kung,"IEEE Computer,",,0
1966,Probabilistic object bases,"Thomas Eiter, V. S. Subrahmanian, Thomas Lukasiewicz, James J. Lu",ACM Trans. Database Syst.,2001,6048,Range-sum queries in data cubes,"CT Ho, R Agrawal, R Srikant",Proc. of,,0
1993,Integrated Data Management for Mobile Services in the Real World,"Igor Timko, Torben Bach Pedersen, Christian Hage, Christian S. Jensen, Laurynas Speicys",VLDB,2003,36745,Integrated Data Management for Mobile Services in the Real World,"C Hage, CS Jensen, TB Pedersen, L Speicys, I Timko","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,1
394,Temporal Integrity Constraints with Indeterminacy,"Wes Cowley, Dimitris Plexousakis",VLDB,2000,47425,Signals of the paleoclimates of Upper Pleistocene in the sediments of Lake Baikal,"MA Grachev, EV Likhoshway, SS Vorobieva, OM","GEOLOGIIA I GEOFIZIKA,",,0
1307,Information Systems Research at George Mason University,"Sushil Jajodia, Amihai Motro, Edgar H. Sibley, Alexander Brodsky, Larry Kerschberg, Xiaoyang Sean Wang, Daniel Barbar?",SIGMOD Record,1997,35102,Des d?©mos ou des mots d?©mod?©s,G Comunicom,"Versions de d?©monstration de produits multim?©dias  &hellip;,",,0
1810,The Middleware Muddle,David Ritter,SIGMOD Record,1998,24993,Microtheme strategies for developing cognitive skills,"JC Bean, D Drenk, FD Lee","New Directions for Teaching and Learning: Teaching Writing  &hellip;,",,0
1102,On-Line Warehouse View Maintenance,"Jennifer Widom, Dallan Quass",SIGMOD Conference,1997,43794,Amino acid requirements of man,WC Rose,,,0
1843,Rights Protection for Relational Data,"Sunil Prabhakar, Radu Sion, Mikhail J. Atallah",SIGMOD Conference,2003,57617,Purification and ex vivo expansion of postnatal human marrow mesodermal progenitor cells,"M Reyes, T Lund, T Lenvik, D Aguiar, L Koodie, CM","BLOOD-NEW YORK-,",2001.0,0
2182,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Surajit Chaudhuri, Nicolas Bruno, Luis Gravano",ACM Trans. Database Syst.,2002,53638,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"N Bruno, S Chaudhuri, L Gravano","ACM Transactions on Database Systems,",2002.0,1
1828,A foundation for representing and quering moving objects,"Michael H. B?hlen, Christian S. Jensen, Michalis Vazirgiannis, Nikos A. Lorentzos, Markus Schneider, Ralf Hartmut G?ting, Martin Erwig",ACM Trans. Database Syst.,2000,13266,Things That See,"JL Crowley, J Coutaz, F Berard","COMMUNICATIONS-ACM,",2000.0,0
1997,The CORAL Deductive System,"Raghu Ramakrishnan, S. Sudarshan, Divesh Srivastava, Praveen Seshadri",VLDB J.,1994,7829,"Background Risk, Prudence and the Demand for Insurance","L Eeckhoudt, M Kimball","Contributions to Insurance Economics,",1992.0,0
1432,"PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance","Antony L. Hosking, Jiawan Chen",VLDB,1999,59140,Entropy paradoxes,"BH Lavenda, J Dunning-Davies","submitted for publication,",,0
1537,Temporal Slicing in the Evaluation of XML Queries,"Richard T. Snodgrass, Dengfeng Gao",VLDB,2003,41972,Merge replication in Microsoft???s SQL Server 7.0,B Hammond,"Proceedings of the 1999 ACM SIGMOD international conference  &hellip;,",1999.0,0
402,An authorization system for digital libraries,"Ugo Capuozzo, Elena Ferrari, Vijayalakshmi Atluri, Elisa Bertino, Nabil R. Adam",VLDB J.,2002,40051,"Cave6D: A Tool for Collaborative, Interactive Immersive Visualization of Environmental Data","A Kapoor, J Leigh, G Wheless, C Lascara, AE","Proc. ACM CVE???00,",,0
1062,Ptool: A Scalable Persistent Object Manager,"Xiao Qin, Robert L. Grossman",SIGMOD Conference,1994,56362,Improving Teaching and Learning Effectiveness by Defining Expectations,CE Barrowman,"NEW DIRECTIONS FOR HIGHER EDUCATION,",1996.0,0
950,Mining Frequent Itemsets Using Support Constraints,"Jiawei Han, Ke Wang, Yu He",VLDB,2000,35685,Keeping Your Wireless Network Secure.,C Ellison,"PC Magazine. October,",,0
1799,The hyperion project: from data integration to data coordination,"Marcelo Arenas, Vasiliki Kantere, Ren?e J. Miller, Anastasios Kementsietsidis, John Mylopoulos, Iluju Kiringa",SIGMOD Record,2003,15649,The Chameleon Effect: The Perception-Behavior Link and Social Interaction,"TL Chartrand, JA Bargh","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1999.0,0
2085,A Transducer-Based XML Query Processor,"Bertram Lud?scher, Pratik Mukhopadhyay, Yannis Papakonstantinou",VLDB,2002,1547,A Transducer-Based XML Query Processor,"P Mukhopadhyay, Y Papakonstantinou","VLDB,",2002.0,1
1417,The Query Optimizer in Tandem's new ServerWare SQL Product,Pedro Celis,VLDB,1996,23947,MayaQuest: A Student-Directed Expedition.,R Hefte,"Social Studies and the Young Learner,",1995.0,0
448,Reminiscences on Influential Papers,"Hector Garcia-Molina, Patricia G. Selinger, Tomasz Imielinski, David Maier, Jeffrey D. Ullman, Richard T. Snodgrass",SIGMOD Record,1998,22521,Roots of sin z= z,"AP Hillman, HE Salzer","Phil. Mag,",,0
2385,The Microsoft Database Research Group,"Roger S. Barga, David B. Lomet, Per-?ke Larson, Surajit Chaudhuri, Vivek R. Narasayya",SIGMOD Record,1998,13022,Five Themes: Further Findings of the MUFON Abduction Transcription Project,D Wright,"&hellip;  International Symposium Proceedings. Seattle/Washington,",,0
429,SIGMOD'2000 Program Chair's Message,Jeffrey F. Naughton,SIGMOD Record,2000,47316,Land below a DBMS,"K Voruganti, J Menon, S Gopisetty","ACM SIGMOD Record,",2004.0,0
2512,A simple algorithm for finding frequent elements in streams and bags,"Scott Shenker, Christos H. Papadimitriou, Richard M. Karp",ACM Trans. Database Syst.,2003,46057,A simple algorithm for finding frequent elements in streams and bags,"RM Karp, S Shenker, CH Papadimitriou","ACM Transactions on Database Systems,",2003.0,1
481,Telcordia's Database Reconciliation and Data Quality Analysis Tool,"Munir Cochinwala, Francesco Caruso, Paolo Missier, Uma Ganapathy, Gail Lalk",VLDB,2000,40438,Transformation and regeneration studies of ???Jewel'sweetpotato,"ML Carelli, RM Skirvin, DA Harry","Proc. Int. Symp. Sweetpotato Technol. for the 21st Cent.,  &hellip;,",,0
193,Exploiting Constraint-Like Data Characterizations in Query Optimization,"Jarek Gryz, Calisto Zuzarte, Parke Godfrey",SIGMOD Conference,2001,3479,The Relational View: Cooperative Strategy and Sources of Interorganizational Competitive Advantage,"JH Dyer, H Singh","The Academy of Management Review,",1998.0,0
1884,Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,"Sangyong Hwang, Kihong Kim, Sang Kyun Cha, Keunjoo Kwon",VLDB,2001,15454,"Writing distributed programs in Polylith, University of Maryland at College Park, College Park","C Hofmeister, J Atlee, J Purtilo","MD,",,0
1606,Using the Golden Rule of Sampling for Query Estimation,"Amr El Abbadi, Yi-Leh Wu, Divyakant Agrawal",SIGMOD Conference,2001,45920,Differentiating Entrepreneurs from Small Business Owners: A Conceptualization,"JW Carland, F Hoy, WR Boulton, JAC Carland","The Academy of Management Review,",1984.0,0
1183,Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,"Ying Hu, Timothy Chorma, Nipun Agarwal, Seema Sundara, Jagannathan Srinivasan",VLDB,2001,29170,Hard Problems for Simple Logic Programs,YP Saraiya,,,0
564,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,30155,"deV., and Hsui","DT Heidlauf, G Klein",1986,,0
592,DataSplash,"Vuk Ercegovac, Allison Woodruff, Michael Stonebraker, Mark Lin, Mybrid Spalding, Alexander Aiken, Chris Olston, Michael Chu",SIGMOD Conference,1998,50822,Qualitative research and evaluation: Triangulation and multimethods reconsidered,"LM Smith, PF Kleine","New Directions for Program Evaluation,",1986.0,0
1371,Critical Database Technologies for High Energy Physics,"David M. Malon, Edward N. May",VLDB,1997,30031,XQueC: Pushing Queries to Compressed XML Data,"A Arion, A Bonifati","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,0
841,Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System,"Arthur J. Bernstein, Narayanan Krishnakumar",ACM Trans. Database Syst.,1994,7802,Effective change detection using sampling (extended version),"J Cho, A Ntoulas","Technical report, UCLA Computer Science Department,",,0
656,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",SIGMOD Record,2003,58343,A review of finishing systems at the NAC pig unit,P Hales,"Report published by the Pig Demonstration Unit,",,0
159,"Semi-automatic, Self-adaptive Control of Garbage Collection Rates in Object Databases","Artur Klauser, Alexander L. Wolf, Benjamin G. Zorn, Jonathan E. Cook",SIGMOD Conference,1996,16566,Test Input Generation for Red-Black Trees using Abstraction,"W Visser, CS P??s??reanu, R Pel??nek","Proceedings of the 20th IEEE/ACM international Conference on &hellip;,",2005.0,0
367,Reminiscences on Influential Papers,"Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez",SIGMOD Record,2002,31329,Transmitter optimization for multiple antenna cellular systems,SA Jafar,,,0
2036,"Data Management in eCommerce: The Good, the Bad, and the Ugly",Avigdor Gal,SIGMOD Conference,2000,18342,The Relationship Between Theories About Groups and Adult Learning Groups,"S Imel, EJ Tisdell","NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",1996.0,0
1677,Improving Performance with Bulk-Inserts in Oracle R-Trees,"Ning An, Siva Ravada, Kothuri Venkata Ravi Kanth",VLDB,2003,53145,Applications of the selective periodate oxidation of sialic acids III. Identification of,"PE Reid, C Arratoon, DA Owen","The Histochemical Journal,",1988.0,0
117,A Modified Random Perturbation Method for Database Security,"Norman S. Matloff, Patrick Tendick",ACM Trans. Database Syst.,1994,40566,A Modified Random Perturbation for Database Security,"P TENDICK, N MATLOFF","ACM Transactions on Database Systems,",1994.0,1
598,The ADABAS Buffer Pool Manager,Harald Sch?ning,VLDB,1998,28931,Efficient retrieval of similar shapes,"D Rafiei, AO Mendelzon","The VLDB Journal The International Journal on Very Large  &hellip;,",2002.0,0
880,"Title, Foreword, VLDB Journal to be published electronically, Index Vol. 4",?,VLDB J.,1995,3849,"The Motivation to Teach: Meanings, Messages, and Morals",JL Bess,"New Directions for teaching and Learning.&quot; Motivating  &hellip;,",,0
2478,Languages for Multi-database Interoperability,"Laks V. S. Lakshmanan, Fr?d?ric Gingras, Nematollaah Shiri, Despina Papoulis, Iyer N. Subramanian",SIGMOD Conference,1997,51156,"Idle, indispensable micro.",WF Zachmann,"COMPUTERWORLD.,",1983.0,0
2267,HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,52954,Sequential and multi-population memetic algorithms for assigning cells to switches in mobile,"A Quintero, S Pierre, A Quintero, S Pierre","Computer Networks,",2003.0,0
1093,Extracting Entity Profiles from Semistructured Information Spaces,"Robert A. Nado, Scott B. Huffman",SIGMOD Record,1997,14247,The real-time specification for Java [J],"B GREG, G JAMES","IEEE Computer,",,0
1588,XMILL: An Efficient Compressor for XML Data,"Hartmut Liefke, Dan Suciu",SIGMOD Conference,2000,9120,"L., Hammond, RP, and C",S Ridgway,"KB Lee,???Experimental Demonstration of the Feasibility of  &hellip;,",,0
836,Wavelet synopses with error guarantees,"Phillip B. Gibbons, Minos N. Garofalakis",SIGMOD Conference,2002,29094,Scatternet Formation Algorithms in the Bluetooth Network,"K Balaji, S Kapoor, AA Nanavati, L Ramachandran",Submitted for,,0
60,"Domains, Relations and Religious Wars",Rafael Camps,SIGMOD Record,1996,40403,Phosphorylation-dependent interaction of the N-methyl- d-aspartate receptor epsilon 2 subunit with,"C Hisatsune, H Umemori, M Mishina, T Yamamoto","Genes to Cells,",1999.0,0
1661,Reducing Multidatabase Query Response Time by Tree Balancing,"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",SIGMOD Conference,1995,21430,Changes in the surface heat transfer coefficient during meat thawing,"SJ James, C Bailey","Proc 28th Eur Meeting Meat Res Workers, Madrid,",,0
1266,Locking Protocols for Materialized Aggregate Join Views,"Michael Watzke, Gang Luo, Curt Ellmann, Jeffrey F. Naughton",VLDB,2003,12868,Practical network security: experiences with ntop,"L Deri, S Suin","Computer Networks,",2000.0,0
1248,A Complete Temporal Relational Algebra,"Debabrata Dey, Veda C. Storey, Terence M. Barron",VLDB J.,1996,14740,An interorganizational network approach to evaluating children's mental health service systems,JP Morrissey,"New Directions for Program Evaluation,",,0
2061,Active Storage for Large-Scale Data Mining and Multimedia,"Garth A. Gibson, Erik Riedel, Christos Faloutsos",VLDB,1998,8763,Highly specific insulin assay reveals uniform insulin deficiency in non-insulin-dependent diabetics,"RC Temple, CA Carrington, SD Luzio, DR Owens, AE","Lancet I,",,0
1999,Mapping Data in Peer-to-Peer Systems: Semantics and Algorithmic Issues,"Ren?e J. Miller, Anastasios Kementsietsidis, Marcelo Arenas",SIGMOD Conference,2003,59773,BubbleUp: Low Latency Fast-Scan for Media Servers,"EY Chang, H Garcia-Molina",,,0
2143,Self-tuning Histograms: Building Histograms Without Looking at Data,"Surajit Chaudhuri, Ashraf Aboulnaga",SIGMOD Conference,1999,6069,Join Graphs and Acyclic Database Schemes,K Chase,"VLDB,",1981.0,0
903,``One Size Fits All'' Database Architectures Do Not Work for DDS,Clark D. French,SIGMOD Conference,1995,36824,On compile-time query optimization in deductive databases by means of static filtering,"M Kifer, EL Lozinskii","ACM Transactions on Database Systems,",1990.0,0
770,DynaMat: A Dynamic View Management System for Data Warehouses,"Nick Roussopoulos, Yannis Kotidis",SIGMOD Conference,1999,58458,Internal carotid artery blood flow coefficient by doppler sonography and estimation of vaginal IgA,"GN Goldy, G Mehrotra??¦",Abstract,,0
1658,LEO - DB2's LEarning Optimizer,"Volker Markl, Mokhtar Kandil, Guy M. Lohman, Michael Stillger",VLDB,2001,10767,LEO-DB2's Learning Optimizer,"M Stillger, G Lohman, V Markl, M Kandil","VLDB,",2001.0,1
1445,Path Queries on Compressed XML,"Martin Grohe, Peter Buneman, Christoph Koch",VLDB,2003,26380,"The Chadronian, Orellan, and Whitneyan land mammal ages","RJ Emry, PR Bjork, LS Russell","See Woodburne,",,0
1628,The LyriC Language: Querying Constraint Objects,"Alexander Brodsky, Yoram Kornatzky",SIGMOD Conference,1995,44735,The LyriC Language: Querying Constraint Objects,"A Brodsky, Y Kornatzky",,,1
204,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,"Khaled Alsabti, Vineet Singh, Sanjay Ranka",VLDB,1997,16829,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,"K Alsabti, S Ranka, V Singh","VLDB,",1997.0,1
4,Benchmarking Spatial Join Operations with Spatial Output,"Erik G. Hoel, Hanan Samet",VLDB,1995,51727,Photoresist crossed gratings(Abstract Only),"P SAVANDER, O SALMINEN, T KEINONEN","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991.0,0
1276,Evaluating Queries with Generalized Path Expressions,"Guido Moerkotte, Sophie Cluet, Vassilis Christophides",SIGMOD Conference,1996,29891,Conditions for Effectiveness.,JT Wright,"New Directions for Higher Education,",1988.0,0
1996,In-context peer-to-peer information filtering on the Web,Aris M. Ouksel,SIGMOD Record,2003,43108,Private Sector and Privatisation in the Health Care Services,"A Jesani, S Anantharam","Foundation for Research in Community Health, Bombay, India,",,0
