tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
1271,,Tabitha St. Germain,,,,1964-01-01,,,,"actress,soundtrack,music_department",,3425,,Marcello Novaes,,,,,,,,,,,,,0
2240,,D. Keith Mano,,,2016-01-01,1942-01-01,,,,writer,,4218,,Ernst Marischka,,,,,,,,,,,,,0
1002,,Dick Foran,,,1979-01-01,1910-01-01,,,,"actor,soundtrack",,5068,Death Do Us Part,,,9.0,1.0,,,,1962-04-17,,1962-01-01,,,,0
4085,,Johan van der Keuken,,,2001-01-01,1938-01-01,,,,"director,editor,cinematographer",,675,And Then There Were Four,,,6.0,1.0,,,,2014-12-09,,2014-01-01,,,,0
3905,,Gordon Davidson,,,2016-01-01,1933-01-01,,,,"director,producer",,3350,,Hunter Bryce,,,,,,,,,,,,,0
4921,,Mine Vargi,,,,,,,,producer,,2343,Ted and Mary,,Larry and Cheryl's fun-filled bowling date with Ted Danson and Mary Steenburgen ends with Larry's shoes missing.,2.0,1.0,,,,2000-10-22,,2000-01-01,,,,0
1990,,Joe Abdullah,,,1999-01-01,1926-01-01,,,,actor,,4068,Hand Walk III ~ Seesaw 60,,,23.0,1.0,,,,,,,,,,0
2867,,Anna Kashfi,,,2015-01-01,1934-01-01,,,,actress,,5426,Chapter 40,,Claire's absence causes problems for Frank on the campaign trail amid rumors of a marital rift. Claire tries to strike out on her own.,1.0,4.0,,,,2016-03-04,,2016-01-01,,,,0
4566,,Nelson Algren,,,1981-01-01,1909-01-01,,,,"writer,actor",,3023,,Nelson Algren,,,,,,,,,,,,,1
3311,,Leonid Kuravlyov,,,,1936-01-01,,,,actor,,3434,,Akio Watanabe,,,,,,,,,,,,,0
251,,Nicholas Colasanto,,,1985-01-01,1924-01-01,,,,"actor,director,soundtrack",,5122,,Baz Ashmawy,,,,,,,,,,,,,0
2120,Ghost of a Chance,,2.0,1.0,,,,1993-01-01,"Crime,Drama,Mystery",,48.0,2916,Charles Darwin,,"'Delving further, and more imaginatively, into the evolution ofCharles Darwin than ever before, the Mark Steel Lecture takes thismodern hero off the ten pound note and into the present day. Wefollow him onto the Beagle and into the bedroom, and worry for hissanity as he fashions a turtle out of mashed potato. A tortured figure whose distress eventually forced him to take to hisbed and watch Animal Hospital and Countdown all day (probably), thisis the show that tells you things about Darwin you never knew -including his opinion on the taste of Galapagos tortoise urine.",5.0,1.0,,,,2003-11-04,,2003-01-01,,,,0
2068,Martha's Beau,,16.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,2171,Complex Animals: Annelids & Arthropods,,"Hank continues our exploration of animal phyla with the more complexly organized annelida and arthropoda, and a biolography on insects.",23.0,1.0,,,,2012-07-02,,2012-01-01,,,,0
4740,,Olivia Colman,,,,1974-01-01,,,,"actress,soundtrack,producer",,345,,Olivia Colman,,,,,,,,,,,,,1
2913,,Sylvie Landra,,,,,,,,"editor,producer,editorial_department",,3205,,Howell Gibbens,,,,,,,,,,,,,0
3928,Geoffrey Chaucer,,4.0,3.0,,,,2006-01-01,"Biography,Comedy,Documentary",,,1142,Geoffrey Chaucer,,"'Join Mark Steel as he charts Chaucer’s course through history, hisappointments to the royal household, his kidnapping in France, hismarrying into the aristocracy, and how through the Canterbury Taleshe bequeathed to us the first written sign of an England that we’drecognise today.",4.0,3.0,,,,2006-03-16,,2006-01-01,,,,1
274,Alien Love,,12.0,7.0,,,,1959-01-01,Drama,,30.0,5856,Circulatory & Respiratory Systems,,"Hank takes us on a trip around the body - we follow the circulatory and respiratory systems as they deliver oxygen and remove carbon dioxide from cells, and help make it possible for our bodies to function.",27.0,1.0,,,,2012-07-30,,2012-01-01,,,,0
595,Trick or Treat,,3.0,2.0,,,,2001-01-01,Comedy,,30.0,5072,,Kurt Sowinetz,,,,,,,,,,,,,0
5090,Happy to Be Here,,5.0,3.0,,,,1994-01-01,"Crime,Drama,Mystery",,,3629,,Jadranka Matkovi?,,,,,,,,,,,,,0
4286,,Shuntar? Yanagi,,,,1991-01-01,,,,actor,,1844,Victor. Echo. November.,,The Phantom Limb and Dr. Girlfriend agree to a civil double date with The Monarch and some girl he met on the internet in order to discuss The Monarch's official re-entry into the Guild of Calamitous Intent.  Doc and Brock become the unwitting pawns in a low-grade pissing contest when Phantom Limb's sics the Guild's commandos on the Venture compound to prove his dominance.  Can Brock hold off an army?  Can Doc escape death and finish watching the worst porno ever?,6.0,2.0,,,,2006-08-13,,2006-01-01,,,,0
688,,Cecily Hallack,,,,,,,,writer,,390,,Kevin Kline,,,,,,,,,,,,,0
2807,Double Edge,,19.0,8.0,,,,1961-01-01,Drama,,30.0,2631,The Why Chromosome,,"'When the men are nowhere to be found, Sheppard and Ballard team up to investigate the death of young girl, who's a teenage gang member. With the wedding one week away, Billie Lou asks for Munch's help with her neighbor's abusive boyfriend. After Munch approaches him strongly, the boyfriend retaliates by coming to the Waterfront and slamming Billie Lou's head on the bar. Munch claims he came on strong with the guy, because his ''''testosterone riddled behavior'''' was due to the celibacy Billie Lou imposed on him, to make their wedding night more special. Billie Lou wants to delay the wedding until the welt on her forehead goes away in about 3 weeks. After Sheppard and Ballard solve their case, Sheppard reminds Lewis that his problem with her is not going to keep her from doing her job.",21.0,7.0,,,,1999-05-14,,1999-01-01,,,,0
3674,,Jun-ichi 'Igao' Igarashi,,,,,,,,,,1249,,Bj Floyd,,,,,,,,,,,,,0
4385,,Mimi Gibson,,,,1948-01-01,,,,actress,,1181,,Randi Richmond,,,,,,,,,,,,,0
4092,,Jandhyala,,,2001-01-01,1951-01-01,,,,"writer,director,actor",,5963,Episode 3,,"Julie is kidnapped from her apartment by a band of Isz.  Maxx and Mr. Gone battle at the Gas Station.  Thinking he's won, Mr. Gone returns home, where Julie Winters waits, tied up.  After a revealing exchange, Julie manages to free herself and attacks Gone just before he reveals a dark secret to her...",3.0,1.0,,,,1995-04-17,,1995-01-01,,,,0
1860,,Alisattar Atakishiyev,,,1998-01-01,1906-01-01,,,,"cinematographer,director,writer",,2203,,Alisattar Atakishiyev,,,,,,,,,,,,,1
3414,,Isobel Elsom,,,1981-01-01,1893-01-01,,,,actress,,1637,,Indra Ov?,,,,,,,,,,,,,0
3251,Haunted Houses,,6.0,1.0,,,,2014-01-01,"Crime,Drama,Mystery",,59.0,4775,Haunted Houses,,"Maggie reveals Cohle's activities in 2002, when his relationship with Hart fractured and he quit the force.",6.0,1.0,,,,2014-02-23,,2014-01-01,,,,1
4039,,Juano Hernandez,,,1970-01-01,1896-01-01,,,,"actor,soundtrack,miscellaneous",,1763,,David Mills,,,,,,,,,,,,,0
809,,Betty Gossell,,,,,,,,,,3442,Chapter 32,,Frank and Claire travel to Moscow to negotiate the return of an imprisoned U.S. citizen. Claire takes a stand that jeopardizes their plans.,6.0,3.0,,,,2015-02-27,,2015-01-01,,,,0
1094,,Don Shelton,,,1976-01-01,1912-01-01,,,,actor,,3134,Hate Floats,,"Aided by Henchman 21, 24, and a ragtag band of roughneck new recruits, the Monarch attempts to rebuild his villainous empire and rekindle his relationship with Dr. Girlfriend. A showdown at the local shopping mall forces his hand, and he struggles to choose between revenge and reconciliation amidst a sea of violence. Meanwhile a wounded Brock falls into the clutches of The Phantom Limb, Hank drives Brock's car, and Dr. Venture gets an eye full.",2.0,2.0,,,,2006-07-02,,2006-01-01,,,,0
1362,A Visit to Sao Paolo,,4.0,6.0,,,,1958-01-01,Drama,,30.0,1128,A Visit to Sao Paolo,,,4.0,6.0,,,,1958-10-26,,1958-01-01,,,,1
168,,Richard Lewis,,,,1947-01-01,,,,"actor,writer,producer",,1251,,Jason Horwitch,,,,,,,,,,,,,0
3807,,Robert Sabaroff,,,2007-01-01,1935-01-01,,,,"writer,producer",,236,Thor,,"Jeff leaves his wife Susie, and worries that his private life will become public in court. Jeff's concern affects Larry, who becomes obsessed with showing Cheryl how normal he is. Meanwhile, Larry seeks revenge on pro wrestler Thor Olson, who he believes slashed his tire after an argument on the road.",2.0,2.0,,,,2001-09-30,,2001-01-01,,,,0
1637,Long Live the Sultan,,30.0,1.0,,,,1962-01-01,Adventure,,30.0,1969,Long Live the Sultan,,,30.0,1.0,,,,1962-09-11,,1962-01-01,,,,1
3562,,Joe Berlinger,,,,1961-01-01,,,,"producer,director,camera_department",,5825,,Adriano Calheiro Valentim,,,,,,,,,,,,,0
4259,Now a Brief Word,,6.0,4.0,,,,1956-01-01,Drama,,30.0,1298,,Hideaki Shimada,,,,,,,,,,,,,0
1098,,Peter Kuiper,,,2007-01-01,1929-01-01,,,,actor,,5355,,Hiroshi Ito,,,,,,,,,,,,,0
3286,,Kevin Spacey,,,,1959-01-01,,,,"actor,producer,soundtrack",,270,,Johann von V?s?ry,,,,,,,,,,,,,0
732,,Walter Wilz,,,1983-01-01,1937-01-01,,,,actor,,993,The Epidemic,,,25.0,1.0,,,,1961-03-05,,1961-01-01,,,,0
4433,,Romy Schneider,,,1982-01-01,1938-01-01,,,,"actress,soundtrack",,5872,,Bhishma Guhathakurta,,,,,,,,,,,,,0
5074,,Francisco Guglielmino,,,,,,,,"production_designer,set_decorator,art_department",,3496,,Miles Luna,,,,,,,,,,,,,0
4502,,Xander Mobus,,,,1992-01-01,,,,"actor,miscellaneous",,1543,,Xander Mobus,,,,,,,,,,,,,1
4936,,Conrad Dunn,,,,,,,,actor,,4596,,David Wood,,,,,,,,,,,,,0
2031,,Aidan McArdle,,,,1970-01-01,,,,actor,,1222,He Always Comes Home,,,32.0,2.0,,,,1955-04-10,,1955-01-01,,,,0
456,,Bart Burns,,,2007-01-01,1918-01-01,,,,"actor,writer",,3571,Prison of Love,,"Fujiko is after the pendant belonging to a student in an all girls school. To get closer to her target, she impersonates herself as one of the teachers in the school.",6.0,1.0,,,,2012-05-10,,2012-01-01,,,,0
4555,,Jimmy McGovern,,,,1949-01-01,,,,"writer,producer,miscellaneous",,1812,,Jimmy McGovern,,,,,,,,,,,,,1
4427,,Charles Drake,,,1994-01-01,1917-01-01,,,,actor,,490,Animal Relocator,,"Mike visits an old-fashioned corn mill in De Kalb, Miss. Also, Mike helps relocate a pair of exotic deer in Wills Point, Texas.",13.0,6.0,,,,2010-11-09,,2010-01-01,,,,0
2382,,Randy Rothermel,,,,,,,,,,5224,Colecci?n de Bromas,,,9.0,6.0,,,,1999-03-04,,1999-01-01,,,,0
115,,Charles Napier,,,2011-01-01,1936-01-01,,,,"actor,soundtrack,music_department",,3616,,Charles Napier,,,,,,,,,,,,,1
528,,Mirai Shida,,,,1993-01-01,,,,actress,,912,,Ingeborg von Kusserow,,,,,,,,,,,,,0
1757,,Ryan Warren Smith,,,,1977-01-01,,,,"production_designer,set_decorator,art_department",,4951,,Marcello Cannavale,,,,,,,,,,,,,0
734,,Jeanne Blake,,,,,,,,writer,,3403,,Gerhard Rosenfeld,,,,,,,,,,,,,0
3189,,Lindsay Jones,,,,1989-01-01,,,,"actress,writer,director",,1060,,Lindsay Jones,,,,,,,,,,,,,1
4741,Piece of Cake,,,,,,1988-01-01,1988-01-01,"Drama,War",,312.0,3566,Bandwagon,,,12.0,1.0,,,,1962-12-17,,1962-01-01,,,,0
3296,,Theodore Marcuse,,,1967-01-01,1920-01-01,,,,actor,,2360,,Charles Norton,,,,,,,,,,,,,0
163,Joey the Weep,,16.0,1.0,,,,1974-01-01,"Crime,Drama",,60.0,5138,Joey the Weep,,,16.0,1.0,,,,1974-03-22,,1974-01-01,,,,1
1299,,Richard Abbott,,,1986-01-01,1899-01-01,,,,actor,,3141,,Ehmi Bessel,,,,,,,,,,,,,0
1177,The Host and the Cloud,,,,,,,2013-01-01,,,122.0,2402,The Host and the Cloud,,"In a disused ethnographic museum located in a former human and animal zoo, an experiment unfolds over the course of one year.",,,,,,2013-11-10,,2013-01-01,122,,,1
3408,,Maxine Stuart,,,2013-01-01,1918-01-01,,,,actress,,3310,,Zach White,,,,,,,,,,,,,0
5015,,Shun Oguri,,,,1982-01-01,,,,"actor,director,writer",,5734,,Shun Oguri,,,,,,,,,,,,,1
3638,,Ann Doran,,,2000-01-01,1911-01-01,,,,"actress,miscellaneous,soundtrack",,472,,Ann Doran,,,,,,,,,,,,,1
2787,Isabelita,,,,,,,1940-01-01,Comedy,,79.0,2856,,Emma Bendell,,,,,,,,,,,,,0
2248,Nobody's Boy,,24.0,1.0,,,,1954-01-01,Drama,,30.0,5509,Nobody's Boy,,,24.0,1.0,,,,1954-03-07,,1954-01-01,,,,1
4923,,Peter Markle,,,,1952-01-01,,,,"director,writer,producer",,524,The Defense,,,2.0,5.0,,,,1957-10-27,,1957-01-01,,,,0
2216,The Mark Steel Lectures,,,,,,2006-01-01,2003-01-01,"Biography,Comedy,Documentary",,,4436,,Minako Kotobuki,,,,,,,,,,,,,0
4068,Mi's Girl,,8.0,1.0,,,,1960-01-01,"Adventure,Drama,Family",,30.0,2830,Mi's Girl,,,8.0,1.0,,,,1960-11-06,,1960-01-01,,,,1
4919,The Hollywood Story,,20.0,1.0,,,,1954-01-01,Drama,,30.0,387,The Hollywood Story,,Madge Mason based on her prowess as a local actress in a small Iowa town goes to Hollywood and meets with only modest success but when it appears she is on verge of major success she has second thoughts about the price of fame.,20.0,1.0,,,,1954-01-31,,1954-01-01,,,,1
2343,The Serpent in the Garden,,26.0,2.0,,,,1961-01-01,Adventure,,49.0,1674,Kincaid,,Sgt. Andy Kincaid runs a center for boys who keep getting into trouble. The rodeo comes to the city and Stoney and the kids are asked to help with ticket sales.  One of the kids thinks it's a great idea?€”he's planning on keeping the money for himself.,28.0,1.0,,,,1963-04-22,,1963-01-01,,,,0
915,,Ron Rubin,,,,1959-01-01,,,,"actor,writer,producer",,6039,,G?rard Hoffman,,,,,,,,,,,,,0
2055,His Inheritance,,27.0,3.0,,,,1956-01-01,Drama,,30.0,5994,Episode 4,,,4.0,2.0,,,,1998-12-04,,1998-01-01,,,,0
2194,,Sascha Hehn,,,,1954-01-01,,,,actor,,5024,,Milt Kahl,,,,,,,,,,,,,0
4605,,Shelley Fabares,,,,1944-01-01,,,,"actress,producer,soundtrack",,3867,,BBC,,,,,,,,,,,,GB,0
1780,Bop Gun,,1.0,2.0,,,,1994-01-01,"Crime,Drama,Mystery",,60.0,3119,Bop Gun,,"'''Bop Gun'' is the second season premiere of the American police drama television series Homicide: Life on the Street, and the tenth overall episode of the series. It originally aired on NBC in the United States on January 6, 1994. In the episode, the Baltimore homicide unit investigates the shooting death of the wife of a tourist, played by guest star Robin Williams.The episode was written by David Mills and David Simon based on a story by executive producer Tom Fontana, and directed by Stephen Gyllenhaal. In response to network feedback and poor ratings from the first season, ''Bop Gun'' marked several changes in the series, including a less bleak visual style and a greater focus on one plot, rather than multiple subplots. It was also the first episode to focus primarily on a homicide victim, rather than on the detectives. Simon felt the dialogue was realistic, especially that of the dark humor employed by detectives as a coping mechanism for dealing with the horrors of the job.Williams previously worked with Homicide executive producer Barry Levinson on the films Good Morning, Vietnam and Toys. This led to speculation that Williams took the role on ''Bop Gun'' as a favor to Levinson, but the actor insisted it was out of admiration for the series itself. A young Jake Gyllenhaal, the son of the episode's director, makes an appearance as Williams' son. The episode was the first to feature Chris Tergesen as music coordinator, which resulted in the use of more songs than previous episodes, including ''Killer'' by Seal and ''Feels Like Rain'' by Buddy Guy.",1.0,2.0,,,,1994-01-06,,1994-01-01,,,,1
103,,Merry Anders,,,2012-01-01,1934-01-01,,,,"actress,soundtrack",,3460,Love Between the Acts,,,6.0,8.0,,,,1960-10-23,,1960-01-01,,,,0
4776,Chapter 67,,2.0,6.0,,,,2018-01-01,Drama,,53.0,5214,,Nimisha Sajayan,,,,,,,,,,,,,0
3236,Fits Like a Glove,,2.0,3.0,,,,1994-01-01,"Crime,Drama,Mystery",,60.0,5511,Fits Like a Glove,,Gaffney allows a possible murder site to be washed down which causes Pembleton to go off on him. Russert takes Gaffney off the case and Pembleton is made the primary. Things get more complicated as a second victim is found. Beau tries to decide between his family and his relationship with Megan and he confides in Kay; his wife tries to reconcile with him. Russert wrestles with the media demands about the case. Something from Bayliss' past comes out when they try to get the liquor license for their bar. Bayliss goes to the liquor commissioner to work things out. A collector of the macabre comes in search of the victim's white gloves. A third victim is discovered.,2.0,3.0,,,,1994-10-21,,1994-01-01,,,,1
3726,,Michael Potts,,,,,,,,"actor,assistant_director",,2939,,Ralf Harolde,,,,,,,,,,,,,0
4134,Lebanon,,,,,,,2006-01-01,Adult,,105.0,3384,Collin O'Neal's World of Men: Lebanon,,"The first ever porn movie from a major studio filmed entirely on location in the Middle East. You loved Arabesque, but with Lebanon you get the real thing - and one of the most amazing movies of the year. Collin O'Neal and his film crew hired superstar Fran?ois Sagat to go on a trip to Lebanon to film this stunning movie just weeks before war broke out. Other than Fran?ois and Collin, the cast consists of guys from Lebanon and other countries of the region. None of them have ever made movies before, and most will never be seen in film again. This is the real deal - hot Arabian studs performing amazing sex. The fucking in this movie is over-the-top, and Collin O'Neal demonstrates again that he is a fantastic director of gay erotica.",,,,,,2006-01-01,,2006-01-01,120,,,1
2952,The Seder,,7.0,5.0,,,,2005-01-01,Comedy,,30.0,4708,,S. V. Ranga Rao,,,,,,,,,,,,,0
3605,The Eternal Now: Part 2,,29.0,7.0,,,,1960-01-01,Drama,,30.0,1086,The Eternal Vow: Part 2,,,29.0,7.0,,,,1960-05-22,,1960-01-01,,,,1
3257,,Jeff Richards,,,1989-01-01,1924-01-01,,,,"actor,soundtrack",,3144,,Lenny McLean,,,,,,,,,,,,,0
1136,,Diana Ross,,,,1944-01-01,,,,"soundtrack,actress,producer",,4059,,Harald Zusanek,,,,,,,,,,,,,0
2220,,Sharat Sardana,,,2009-01-01,1968-01-01,,,,"writer,actor,producer",,3802,,Dominic Ackland-Snow,,,,,,,,,,,,,0
4681,Neilani,,19.0,1.0,,,,1962-01-01,Adventure,,,1632,,Charles Regnier,,,,,,,,,,,,,0
3862,,Kathleen Murray,,,1969-01-01,1928-01-01,,,,actress,,5993,,Niki Schwartz-Wright,,,,,,,,,,,,,0
2582,"Murder, My Sweet",,,,,,,1944-01-01,"Crime,Drama,Film-Noir",,95.0,3347,,Media Rights Capital,,,,,,,,,,,,US,0
1064,,Peter Moore,,,,,,,,camera_department,,4166,,Craig David,,,,,,,,,,,,,0
2834,,Jason Yoshimura,,,,,,,,writer,,5246,Emergency in 114,,,26.0,8.0,,,,1961-04-23,,1961-01-01,,,,0
4333,,William Link,,,2020-01-01,1933-01-01,,,,"writer,producer,miscellaneous",,3741,,Arthur Space,,,,,,,,,,,,,0
2194,,Sascha Hehn,,,,1954-01-01,,,,actor,,225,,Pierre Cendors,,,,,,,,,,,,,0
4350,,Philip Saltzman,,,2009-01-01,1928-01-01,,,,"producer,writer,miscellaneous",,1315,Journey To Croc Country,,"Mike journeys down the Adelaide River to capture one of Australia's most deadly creatures: the crocodile. Then, after wrestling the wild crocs into the boat, he helps a scientist pump their stomachs and study their vomit.",3.0,9.0,,,,2012-09-05,,2012-01-01,,,,0
836,,Jesse White,,,1997-01-01,1917-01-01,,,,actor,,5636,,supercell,,,,,,,,,,,,,0
3884,,Noel Behn,,,1998-01-01,1928-01-01,,,,"writer,actor",,1505,The Ice Cave,,"Everything in Iceland continues to fascinate the four dummies, and this time, they visit Jokulsarlon to see the icebergs and a beautiful ice cave that formed hundreds of years ago. At night, they drive out to see the Northern Lights again, and they enjoy themselves stargazing and making new memories together.",5.0,3.0,,,,2016-01-29,,2016-01-01,,,,0
2966,The Old and the Dead,,16.0,3.0,,,,1995-01-01,"Crime,Drama,Mystery",,,3194,,Ben Joseph,,,,,,,,,,,,,0
3732,,Yaphet Kotto,,,,1939-01-01,,,,"actor,writer,director",,6016,,Vegard Ylvis?ker,,,,,,,,,,,,,0
3373,,James Stone,,,1969-01-01,1898-01-01,,,,actor,,2498,,Markus Wittman,,,,,,,,,,,,,0
4529,,David Manson,,,,,,,,"producer,writer,director",,4750,,David Manson,,,,,,,,,,,,,1
844,,Ted de Corsia,,,1973-01-01,1905-01-01,,,,actor,,185,Slight Delay,,,19.0,7.0,,,,1960-02-14,,1960-01-01,,,,0
379,Gackt Live Tour 2000: Mars sora kara no houmonsha/Visitor from the Sky - La r?miniscence,,,,,,,2000-01-01,"Documentary,Music",,84.0,771,,Holmes Associates,,,,,,,,,,,,,0
454,To Open a Door,,23.0,5.0,,,,1958-01-01,Drama,,30.0,3078,,Lois Burwell,,,,,,,,,,,,,0
171,,Misha Manson-Smith,,,,1973-01-01,,,,"director,producer,editor",,4101,Cheese Maker,,"Mike visits the San Francisco Zoo and learns what it's like to be a zookeeper, essentially feeding the animals and collecting their poo.Mike then goes to Vermont to a haunted cheese making factory and learns not only how to make cheese, but the art of patience.Finally, Mike learns how to be a volcano ash mud bath mixer (spa technician) in Calistoga, CA and takes a mud bath after a very dirty day. That's not all - Mike also journeys to a live volcano in Hawaii and gets up close and personal with some very hot lava.",9.0,1.0,,,,2005-10-11,,2005-01-01,,,,0
2781,The Milkman,,12.0,1.0,,,,1960-01-01,"Adventure,Drama,Family",,30.0,3120,,Vladim?r Chorvatovi?,,,,,,,,,,,,,0
2079,Animal Pals,,1.0,1.0,,,,2016-01-01,"Animation,Comedy,Family",,,38,,Pierre Davoust,,,,,,,,,,,,,0
198,,Alan Dexter,,,1983-01-01,1918-01-01,,,,"actor,soundtrack",,2232,,Jung Ho-bin,,,,,,,,,,,,,0
403,,Ernest R. Dickerson,,,,1951-01-01,,,,"director,cinematographer,camera_department",,4343,,Jus Addiss,,,,,,,,,,,,,0
2157,Mule Logger,,3.0,3.0,,,,2007-01-01,Reality-TV,,44.0,1325,Mule Logger,,"Mike joins forces with a master-cooper, or in laymen's terms, a barrel maker. Mike also teams up with some mule loggers.",3.0,3.0,,,,2007-01-23,,2007-01-01,,,,1
4095,Guest in the Night,,1.0,2.0,,,,1954-01-01,Drama,,30.0,4122,,Richard Donner,,,,,,,,,,,,,0
2330,The Pearl,,23.0,3.0,,,,1956-01-01,Drama,,30.0,975,The Pearl,,,23.0,3.0,,,,1956-02-12,,1956-01-01,,,,1
2449,,Harlan Warde,,,1980-01-01,1917-01-01,,,,"actor,miscellaneous,writer",,2829,"Series 3, Episode 2",,,2.0,3.0,,,,1992-02-27,,1992-01-01,,,,0
856,,Jerry Adelman,,,1980-01-01,1910-01-01,,,,"writer,production_manager,miscellaneous",,1538,Kazoops!,,"Animated preschool series encouraging children, through imaginary adventures, to challenge the workings of the world. Who says the world works the way grown-ups think it should?",,,1.0,75.0,,2016-06-20,2017-11-03,2016-01-01,10,,,0
3387,,Elizabeth Montgomery,,,1995-01-01,1933-01-01,,,,"actress,soundtrack,miscellaneous",,2707,,Errol Dionisio,,,,,,,,,,,,,0
1828,,Dana Ivey,,,,1941-01-01,,,,"actress,soundtrack",,2858,,Rufus Sewell,,,,,,,,,,,,,0
3695,,Olaf Bison,,,,1937-01-01,,,,actor,,3917,,Elizabeth Hurley,,,,,,,,,,,,,0
1190,,Rocky Sonnier,,,,1958-01-01,,,,,,1100,The Penthouse,,,11.0,7.0,,,,1959-12-06,,1959-01-01,,,,0
2046,,Clare Higgins,,,,1955-01-01,,,,"actress,soundtrack",,3514,Chapter 59,,"When a crisis forces White House personnel to take shelter in a bunker, Commerce Department official Jane Davis negotiates through back channels.",7.0,5.0,,,,2017-05-30,,2017-01-01,,,,0
703,,George N. Neise,,,1996-01-01,1917-01-01,,,,actor,,4231,Moonlight Resonance,,"Moonlight Resonance is a 2008 grand production HDTV drama by TVB. It is a spiritual sequel to 2007's award-winning series, Heart of Greed featuring most of the original cast members. The series is written and edited by Cheung Wah-biu and Sit Ga-wah. Sponsored by Kee Wah Bakery, the series began broadcast on 28 July 2008. Its final episode was the highest rated TVB episode ever at 50 points.",,,1.0,40.0,,2008-07-28,2008-08-18,2008-01-01,,Drama,HK,0
4529,,David Manson,,,,,,,,"producer,writer,director",,5633,The 5 Wood,,A bag of cashews and rasins threatens Larry's working relationship with David Schwimmer; a dirty locker and a golf club threatens his club membership; Larry gets into a compromising situation with a dog.,5.0,4.0,,,,2004-02-01,,2004-01-01,,,,0
4647,,Dean Harens,,,1996-01-01,1920-01-01,,,,actor,,5026,Circles of Panic,,,5.0,7.0,,,,1959-10-25,,1959-01-01,,,,0
3836,,Allura Eden,,,,1977-01-01,,,,"actress,make_up_department",,5180,The Skeletal System: It's ALIVE!,,"Hank introduces us to the framework of our bodies, our skeleton, which apart from being the support and protection for all our fleshy parts, is involved in many other vital processes that help our bodies to function properly.",30.0,1.0,,,,2012-08-20,,2012-01-01,,,,0
2300,,Arthur Gordon,,,2002-01-01,1912-01-01,,,,writer,,1414,,Zhang Ruoyun,,,,,,,,,,,,,0
2506,,Simon Oakland,,,1983-01-01,1915-01-01,,,,"actor,soundtrack",,98,[43] Otorimonogatari [3] Nadeko Medusa - Part 3,,"Nadeko spent the evening at the Araragi residence after Koyomi mistakes her for running away from home and takes her back to his place. The next morning, she talks to Koyomi's younger sister Tsukihi, a friend from back in grade school.",12.0,3.0,,,,2013-10-06,,2013-01-01,,,,0
4116,Der Sekret?r,,,,,,,1967-01-01,"Documentary,Short",,29.0,4231,Moonlight Resonance,,"Moonlight Resonance is a 2008 grand production HDTV drama by TVB. It is a spiritual sequel to 2007's award-winning series, Heart of Greed featuring most of the original cast members. The series is written and edited by Cheung Wah-biu and Sit Ga-wah. Sponsored by Kee Wah Bakery, the series began broadcast on 28 July 2008. Its final episode was the highest rated TVB episode ever at 50 points.",,,1.0,40.0,,2008-07-28,2008-08-18,2008-01-01,,Drama,HK,0
1451,,Eric Quizon,,,,1967-01-01,,,,"actor,director,producer",,4469,Judith,,,17.0,1.0,,,,1960-02-01,,1960-01-01,,,,0
2309,,Michael Emmet,,,2009-01-01,1926-01-01,,,,actor,,5891,,Mariya Vinogradova,,,,,,,,,,,,,0
589,,Barbara Stuart,,,2011-01-01,1930-01-01,,,,actress,,5601,,KBS Media,,,,,,,,,,,,,0
2291,,Jun Pereira,,,,,,,,"cinematographer,camera_department,director",,3079,,Ian Holm,,,,,,,,,,,,,0
4997,Beachhead,,34.0,2.0,,,,1961-01-01,Adventure,,60.0,1771,Beach Head,,,34.0,2.0,,,,1961-06-12,,1961-01-01,,,,1
3911,,Michel Gill,,,,1960-01-01,,,,actor,,632,,Achinette Villamor,,,,,,,,,,,,,0
3336,,Elana Eden,,,,1940-01-01,,,,actress,,5092,,Kevin Spacey,,,,,,,,,,,,,0
425,,Dewey Martin,,,2018-01-01,1923-01-01,,,,actor,,5069,,Ian Scott,,,,,,,,,,,,,0
