tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
1633,45,Shinedown,Leave a Whisper,"Rock , Music , Hard Rock , Alternative",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,4:09,27-May-03,39024,Great Big Momma Bird,John Powell,Rio,Soundtracks,$ 0.99,2011 Twentieth Century Fox Film Corp,2:46,,0
5693,Sugar ( Live ),Flo Rida,iTunes Festival : London 2009 - EP,"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:54,30-Mar-09,21369,Speak Of The Devil,Various,Hercules,"Children 's Music , Soundtracks , Pop",$ 1.29,( C ) 1997 Disney,1:30,"March 27 , 2001",0
4597,These Are the Days,Keith Urban,Be Here,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2004 Capitol Records Nashville,2:49,21-Sep-04,16912,Judgment,Brian Tyler,Fast & Furious,Soundtracks,$ 1.29,2012 Ubisoft Music,1:47,,0
6675,Fifteen ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",4:58,7-Apr-09,25026,Something To Do With My Hands,Thomas Rhett,It Goes Like This,Country,$ 1.29,"( C ) 2013 The Valory Music Co. , LLC",3:19,"October 29 , 2013",0
4505,TBC Video 2,One Direction,Made In the A.M. ( Deluxe Edition ),"Pop , Music",Pre-Order Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,,13727,Doing OK ( Cahill Remix ),Wretch 32 feat . Jacob Banks,Doing OK ( feat . Jacob Banks ) [ Remixes ] [ Explicit ],Rap & Hip-Hop,$ 1.29,Ministry of Sound Recordings Limited,6:06,"August 25 , 2013",0
1384,Human,Zedd & Nicky Romero,Spectrum EP,"Dance , Music , Electronic , House",$ 1.29,2012 Interscope Records,4:17,31-Jul-12,55276,On My Own,Alex Greenwald,Yo,"Dance & Electronic , Pop",$ 0.99,2014 ???? ALEXANDER RECORDS ????,3:18,"May 5 , 2014",0
3117,Safe and Sound ( NOW What 's Next Bonus Track ),Capital Cities,Now 45,"Pop , Music",Album Only,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",3:12,5-Feb-13,7887,Heavy Metal Machine,The Riot,Born In America,"Hard Rock & Metal , Rock",$ 0.89,"( C ) 1999 Metal Blade Records , Inc.",3:37,"April 12 , 2011",0
6409,Heart and Soul,"Joe Jonas , Kevin Jonas & Nick Jonas",Camp Rock 2 : The Final Jam ( Soundtrack from the Motion Picture ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2010 Walt Disney Records,2:57,10-Aug-10,30819,One Of These Days ( 2011 Remastered Version ),Pink Floyd,Meddle ( 2011 Remastered Version ),Rock,$ 1.29,"2014 Windy Wagner , Andy Marsh",5:54,"September 26 , 2011",0
4739,Make It Bun Dem ( Alvin Risk Remix ),Skrillex & Damian `` Jr. . Gong '' Marley,Make It Bun Dem After Hours ( Remixes ),"Dance , Music , Electronic",$ 1.29,2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States .,3:58,28-Aug-12,10378,Christmas Is My Favorite Time Of The Year,Kenny Rogers,Christmas Greetings,"Holiday , Christmas , Miscellaneous",$ 1.29,"( C ) 2000 Capitol Records , LLC",2:44,"August 17 , 2000",0
1578,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown,The Sound of Madness ( Deluxe Edition ),"Rock , Music , Alternative , Grunge , Metal , Hard Rock",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:47,24-Jun-08,23453,The One That Got Away ( Main Version ),P!nk,I 'm Not Dead [ Explicit ],"Dance & Electronic , Pop , R&B",$ 0.99,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",4:42,"April 4 , 2006",0
2281,Real Love ( Danny Verde Remix ),Clean Bandit & Jess Glynne,Real Love ( Remixes ) - Single,"Dance , Music",$ 0.99,"2014 Atlantic Records UK , a Warner Music Group Company",6:54,26-Jan-15,35820,Working On The Building,Elvis Presley,Peace In The Valley - The Complete Gospel Recordings,Christian,$ 0.99,( P ) 2000 BMG Entertainment,1:53,"September 12 , 2000",0
668,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High ( Deluxe Edition ),"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,3:32,20-Nov-07,45441,Better Life,3 Doors Down,The Better Life - Deluxe Edition,"Alternative Metal , Hard Rock , Hard Rock & Metal , Rock",$ 1.29,"( C ) 2007 Universal Records , a Division of UMG Recordings , Inc.",3:07,"September 18 , 2007",0
2540,Outer Space / Carry On,5 Seconds of Summer,Sounds Good Feels Good,"Pop , Music , Rock , Teen Pop , Alternative , Punk",Album Only,2015 Capitol Records Ltd.,6:38,,34463,Just Gettin ' Started,Jason Aldean,"Old Boots , New Dirt",Country,$ 1.29,Armada Music B.V.,3:15,"September 2 , 2014",0
3952,Whatcha Say ( Klubjumpers Remix Radio ),Jason Derulo,Reloaded,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.29,2011 This Compilation P2011 Warner Bros. . Records Inc.,4:02,16-Dec-11,2118,Lose Yourself ( Soundtrack Version ) [ Explicit ],Various artists,8 Mile ( Explicit Version ),Rap & Hip-Hop,$ 1.29,"( C ) 2002 Universal Studios , Inc.",5:20,"October 21 , 2002",0
4897,We Came Here to Party ( feat . GoonRock ),LMFAO,Sorry for Party Rocking ( Deluxe Version ),"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",$ 1.29,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",3:46,21-Jun-11,5556,Colors pt . II,Halsey,Badlands ( Deluxe ) [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 Astralwerks,1:36,"August 28 , 2015",0
5926,Promiscuous ( feat . Timbaland ),Nelly Furtado & Timbaland,The Best of Nelly Furtado ( Deluxe Version ),"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,‰ ãÑ 2010 Geffen Records,4:02,16-Nov-10,54531,Love Is a Contact Sport,Whitney Houston,Whitney,Pop,$ 0.99,2014 Chris Young,4:19,"April 28 , 1987",0
2032,My Winding Wheel ( iTunes Session ),Ryan Adams,iTunes Session,"Rock , Music",$ 1.29,"2012 PaxAmericana Recording Company Under Exclusive License to Capitol Records . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",3:34,24-Apr-12,2805,Here Tonight ( Radio Edit ),Armin van Buuren,A State of Trance Year Mix 2014 ( Mixed by Armin van Buuren ),"Electronica , Dance & Electronic , Trance",$ 0.89,Armada Music B.V.,3:23,"December 19 , 2014",0
6038,Bloody Mary,Lady Gaga,Born This Way,"Pop , Music , Rock , Dance",$ 1.29,‰ ãÑ 2014 Interscope Records,4:04,5-Aug-14,54186,It 's A Sin To Tell A Lie ( 2011 Remaster ),Tony Bennett,When Lights Are Low,Pop,$ 0.99,"( C ) 2015 The Valory Music Co. , LLC",2:18,"November 16 , 2012",0
4256,One of Those Nights,Shawn Mendes,One of Those Nights - Single,"Pop , Music , Rock",$ 1.29,"2015 Island Records , a division of UMG Recordings , Inc.",3:30,2-Feb-15,42944,Suffer in Peace,Tyler Farr,Suffer in Peace,Country,$ 1.29,Copyright Control 2011,4:00,"April 27 , 2015",0
1346,Clarity ( feat . Foxes ) [ Brillz Remix ],Zedd,Clarity ( Remixes ) - EP,"Dance , Music , Electronic , House",$ 1.29,2013 Interscope Records,5:57,12-Feb-13,40727,She Rides Wild Horses,Kenny Rogers,She Rides Wild Horses,Country,$ 0.99,( C ) 2008 AUDIUM ENTERTAINMENT LLC,3:15,"July 22 , 2008",0
806,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Justin Bieber,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],"Dance , Music , Rock , Electronic",$ 1.29,2012 The Island Def Jam Music Group,7:31,10-Dec-12,55054,Demons,The Wanted,Word Of Mouth,Pop,$ 1.29,"( C ) 2013 Global Talent Music Recordings Ltd under exclusive licence to Universal Island Records , a division of Universal Music Operations Limited",3:12,"November 5 , 2013",0
668,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High ( Deluxe Edition ),"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,3:32,20-Nov-07,49560,Too Kool To Kalypso ( feat . Klark Kent ),Stewart Copeland,The Stewart Copeland Anthology,Rock,$ 0.99,( C ) 2007 KOCH RECORDS,2:28,"August 14 , 2007",0
5567,Live Like You Were Dying,Tim McGraw,NOW That 's What I Call ACM Awards 50 Years,"Country , Music",Album Only,"‰ ãÑ 2015 UMG Recordings , Inc. and Sony Music Entertainment",4:55,31-Mar-15,3512,I Ai n't Got Nothin ',The Temptations,All Directions,"R&B , Soul",$ 1.29,"( C ) 1972 Motown Records , a Division of UMG Recordings , Inc.",3:33,"March 26 , 2013",0
3728,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",$ 1.29,"2012 2012 Macklemore , LLC .",4:17,9-Oct-12,38048,This Is A Brawl,Danny Elfman,Real Steel ( Original Motion Picture Score ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2011 DreamWorks II Distribution Co. , LLC",1:48,"September 12 , 2013",0
3731,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",$ 1.29,"2012 2012 Macklemore , LLC .",4:17,9-Oct-12,22054,Hard Food,Various artists,Hospital Mixtape : Fred V & Grafix ( Amazon Special ),"Dance & Electronic , Drum & Bass",$ 1.29,Hospital Records Limited,4:41,"July 3 , 2015",0
5949,Is n't It Amazing,Olivia Newton-John & Sun,A Celebration In Song,"Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary",$ 1.29,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,",4:08,25-Jan-11,30771,Secret Friend [ Full Length Version ],Paul McCartney,McCartney II,Pop,$ 1.29,( C ) 1993 MPL Communications Ltd/Inc under exclusive license to StarCon LLC,10:31,"June 14 , 2011",0
2373,O Little Town of Bethlehem,Kenny Chesney,All I Want for Christmas Is a Real Good Tan,"Holiday , Music , Country , Honky Tonk , Contemporary Country , Christmas",$ 0.99,2003 BMG Music,4:18,4-Oct-03,3830,Alpha Omega,Caspa,Alpha Omega,"Dance & Electronic , Dubstep",$ 0.99,2013 Dub Police Records,5:03,"April 22 , 2013",0
5641,Town Meeting Song,Cast - The Nightmare Before Christmas & Danny Elfman,Nightmare Before Christmas ( Special Edition ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2006 Walt Disney Records,2:56,24-Oct-06,33351,Wilderness,Nick Jonas,Nick Jonas [ Explicit ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:45,"November 10 , 2014",0
760,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Justin Bieber,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],"Dance , Music , Rock , Electronic",$ 1.29,2012 The Island Def Jam Music Group,7:31,10-Dec-12,23827,Swing Swang [ Clean ],Naughty By Nature,Iicons - Clean [ Clean ],Rap & Hip-Hop,$ 0.89,( C ) 2002 The Orchard,4:06,"April 23 , 2002",0
4214,Under the Sheets ( Jakwob Remix ),Ellie Goulding,Run Into the Light,"Fitness & Workout , Music , Dance , Rock , Pop",$ 1.29,2010 Polydor Ltd. ( UK ),5:35,30-Aug-10,4429,Just My Imagination ( Running Away With Me ),The Temptations,Anthology,R&B,$ 1.29,"( C ) 1995 Motown Records , a Division of UMG Recordings , Inc.",3:46,"May 23 , 1995",0
3577,Sugar ( Mondotek Remix Dub ),Flo Rida,Sugar Remixes ( feat . Wynter ),"Hip-Hop/Rap , Music , Dirty South , Dance",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,2-Jun-09,8034,Rubberneckin ' ( Paul Oakenfold Remix / Radio Edit ),Elvis Presley,Bossa Nova Baby : The Ultimate Elvis Presley Party Album,Pop,$ 0.99,( C ) 2014 So Bleeped AB Under exclusive license to Universal Music AB,3:29,"May 19 , 2014",0
508,Afire Love,Ed Sheeran,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2014 Asylum Records UK , a Warner Music UK Company",5:14,20-Jun-14,18850,I Like It Nasty,Kool Moe Dee,"Funke , Funke Wisdom",Pop,$ 0.99,2007 Man Recordings,4:45,"October 14 , 2008",0
3741,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",$ 1.29,"2012 Macklemore , LLC .",4:15,9-Oct-12,8420,"The Prince of the Pagodas - Ballet in three acts Op. 57 , Act III , Scene 2 : The Pagoda Palace : Variation I : Pas de deux",London Sinfonietta/Oliver Knussen/Bournemouth Symphony Orchestra/Uri Segal,Britten : The Prince of the Pagodas - Ballet ; Gloriana - Symphonic Suite,Classical,$ 0.99,"å © EMI Records Ltd , 2006",4:26,"February 6 , 2006",0
3006,Awooga ( Extended Mix ),Calvin Harris,Bounce ( feat . Kelis ) [ Remixes ],"Dance , Music",$ 1.29,2013 Sony Music Entertainment UK Limited,7:12,5-Feb-13,31553,Raised On It,Sam Hunt,Montevallo,Country,$ 1.29,"( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc.",3:55,"October 27 , 2014",0
164,Music Feels Better ( Bonus Track ),Selena Gomez,Stars Dance,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",$ 1.29,"2013 Hollywood Records , Inc.",3:10,23-Jul-13,36003,"Adagio sostenuto from Piano Sonata No. 14 in C-sharp minor , Op. 27 , No. 2 Moonlight '' ''",BÌ © la Fleck,Perpetual Motion,Classical,$ 0.99,2012 El Artesano Music Inc,5:02,"October 2 , 2001",0
2168,The Drugs Not Working,Ryan Adams,Rock N Roll,"Rock , Music , Adult Alternative",$ 1.29,"2014 UMG Recordings , Inc.",5:32,4-Nov-03,19291,Alexander 's Ragtime Band ( Score ),Joel McNeely,Ghosts Of The Abyss ( Score ),Soundtracks,$ 0.99,"( C ) 2003 Hollywood Records , Inc.",1:53,"April 10 , 2007",0
6375,Raid,Dyro & Rene Kuppens,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Dance , Music , Electronic",Album Only,‰ ãÑ 2012 Musical Freedom Label Ltd.,6:24,27-Nov-12,40744,She 's the One ( Kelley Polar 's Hughes Wilson Prom ),Caribou,She 's the One,"Alternative Rock , Indie & Lo-Fi , Rock",$ 0.99,Bump Music,4:31,"March 25 , 2008",0
5140,Always Strapped ( Remix ),"Birdman , Lil Wayne & MackMaine",Pricele $ $,"Hip-Hop/Rap , Music , Dirty South",$ 0.99,‰ ãÑ 2009 Cash Money Records Inc.,4:30,23-Nov-09,22031,Callisto,Various artists,Hospital Mixtape : Fred V & Grafix ( Amazon Special ),"Dance & Electronic , Drum & Bass",$ 1.29,Hospital Records Limited,5:35,"July 3 , 2015",0
1544,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,47530,Honky Tonk Song ( Album Version ),George Jones,The George Jones Collection,Pop,$ 0.99,( C ) 1999 MCA Records Nashville a division of MCA Records Inc.,2:47,"June 1 , 1999",0
2883,Outversion,Mark Ronson,Version,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Hip-Hop / Rap,Hip-Hop , Adult Alternative , Electronic , Pop/Rock",$ 0.99,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,1:52,10-Jul-07,33690,Flying Away,Mary J. Blige,No More Drama,"R&B , Soul , Contemporary R&B",$ 1.29,( C ) 2002 Geffen Records,4:59,"January 29 , 2002",0
1271,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,27178,Blanca 's Theme,George Fenton,Land And Freedom,Classical,$ 0.99,1995 Debonair Records and tapes,1:51,"March 18 , 2010",0
1123,Satan Said Dance,Clap Your Hands Say Yeah,"This Is Next - Indie 's Biggest Hits , Vol . 1","Rock , Music , Alternative , Indie Rock",Album Only,2007 Vice Records,5:30,21-Aug-07,34215,Just To See You Smile,Tim McGraw,Number One Hits,Country,$ 1.29,"Curb Records , Inc.",3:35,"November 30 , 2010",0
4738,Beat Down ( feat . Iggy Azalea ),Steve Aoki & Angger Dimas,Ultra Summer,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",3:29,20-Jul-12,26094,Popular Song,Kathy Mattea,Katy Perry and More,Country,$ 1.29,"( C ) 1985 Mercury Records , a Division of UMG Recordings , Inc.",3:20,,0
3525,GDFR ( feat . Sage the Gemini and Lookas ) [ K. Theory Remix ],Flo Rida,GDFR ( feat . Sage the Gemini and Lookas ) [ Remixes ] - Single,"Hip-Hop/Rap , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:07,21-Jan-15,4230,Wish You Were Here [ Explicit ],No Problem,And Now This [ Explicit ],"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",$ 0.99,2011 deranged records,2:24,"March 31 , 2011",0
5557,I Drive Your Truck,Lee Brice,NOW That 's What I Call ACM Awards 50 Years,"Country , Music",Album Only,"‰ ãÑ 2015 UMG Recordings , Inc. and Sony Music Entertainment",3:51,31-Mar-15,36042,Fetch Long Tom,James Newton Howard,Peter Pan,Soundtracks,$ 0.99,( C ) 2003 Universal Studios,1:31,,0
3888,Dumb,Jason Derulo,Future History,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.29,2011 Warner Bros. . Records Inc.,3:50,19-Sep-11,23871,If You Were My Girl,Brett Eldredge,Illinois,Country,$ 1.29,( c ) Phonotype,3:31,"September 11 , 2015",0
4041,Remember When,Alan Jackson,NOW That 's What I Call Country Ballads,"Country , Music",Album Only,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",4:32,24-Jan-12,45183,Main Title,Aaron Zigman,The Best Of Me ( Original Motion Picture Score ) [ + digital booklet ],Soundtracks,$ 1.29,( C ) 2014 Relativity Media,2:50,"October 14 , 2014",0
5045,Royal Blue,Cold War Kids,Mine Is Yours ( Deluxe Version ),"Alternative , Music , Indie Rock , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2010 DGC Records,3:33,25-Jan-11,15220,What I Wish For ( Album Version ),Garrison Starr,Eighteen Over Me,Rock,$ 0.99,( C ) 1997 Geffen Records,4:28,"June 5 , 2007",0
3789,Brave Honest Beautiful ( feat . Meghan Trainor ),Fifth Harmony,Reflection ( Deluxe ),"Pop , Music , R&B / Soul , Dance , Teen Pop , Rock",$ 1.29,"2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",3:28,30-Jan-15,50668,I 'm Not That Lonely Yet,Rhonda Vincent,Timeless And True Love,Folk,$ 0.99,( C ) 2005 Rebel Records Llc,3:07,"April 19 , 2005",0
2222,Clean,Ryan Adams,1989,"Rock , Music",$ 1.29,2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4:23,21-Sep-15,33868,Good Morning/Gon ' Ride ( Interlude ),Ne-Yo,Non-Fiction ( Deluxe ) [ Clean ],R&B,$ 1.29,"( C ) 2015 Motown Records , a Division of UMG Recordings , Inc.",3:39,"January 27 , 2015",0
6232,Come On Get Higher ( Live ) [ Bonus Track ],Sugarland,Love On the Inside ( Deluxe Fan Edition ),"Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass",$ 1.29,"‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.",4:49,22-Jul-08,17365,Lessons In Love ( Kaskades ICE Mix ),Kaskade,Fire & Ice,"Dance & Electronic , House",$ 1.29,2012 Coastal Entertainment,3:50,"July 23 , 2013",0
1634,45,Shinedown,Leave a Whisper,"Rock , Music , Hard Rock , Alternative",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,4:09,27-May-03,47783,The One On The Right Is On The Left,Johnny Cash,The Greatest : The Number Ones,Country,$ 0.99,"( C ) 2012 Universal Republic Records , a division of UMG Recordings , Inc.",2:47,"August 3 , 2012",0
1051,Together,"Disclosure , Sam Smith , Nile Rodgers & James Napier",Settle ( The Remixes ),"Electronic , Music , Dance , Garage , House",Album Only,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,16-Dec-13,53488,World Outside,The Devlins,Waiting,Rock,$ 0.99,"( C ) 1999 Universal Records , a Division of UMG Recordings , Inc.",4:22,"October 21 , 1997",0
5889,Georgia Woods,Keith Urban,Get Closer ( Deluxe Version ),"Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37",5:17,22-Feb-11,32022,Triscadecaphobia,Aaron Zigman and Alexandre Desplat,Mr. Magorium 's Wonder Emporium ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,"( C ) 2007 Walden Media , LLC",1:19,"November 8 , 2013",0
458,The A Team ( Live ),Ed Sheeran,iTunes Festival : London 2012 - EP,"Singer/Songwriter , Music",$ 1.99,2012 Warner Music UK LImited,5:01,3-Sep-12,42557,Renegade Runaway,Carrie Underwood,Storyteller,Country,$ 1.29,"( C ) 1994 Mercury Records , a Division of UMG Recordings , Inc.",3:18,"October 23 , 2015",0
1230,Glasgow,David Guetta,Nothing But the Beat - The Electronic Album,"Dance , Music , Electronic , House , Rock",$ 0.99,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",5:13,26-Aug-11,52506,Beautiful Life ( Protoculture Radio Edit ),Armin van Buuren,Universal Religion Chapter 7,"Electronica , Dance & Electronic , Trance",$ 0.99,( c ) 2013 Armada Music B.V.,3:51,"September 13 , 2013",0
6898,Stache,Zedd,Clarity ( Deluxe Edition ),"Dance , Music",$ 1.29,‰ ãÑ 2013 Interscope Records,4:04,24-Sep-13,1631,"Chi-Baba , Chi-Baba ( My Bambino Go To Sleep )",deadmau5,50 Great Swing Era Songs,Dance & Electronic,$ 0.99,( C ) 2015 Chrome Dreams,2:56,,0
4389,Your Mama Should 've Named You Whiskey,Luke Bryan,Crash My Party ( Deluxe ),"Country , Music , Contemporary Country",$ 1.29,2014 Capitol Records Nashville,3:42,12-Aug-14,11666,Dark Horse [ feat . Juicy J ],Camo & Krooked,Crossfit Workout [ Explicit ],Dance & Electronic,$ 1.29,( p ) Hospital Records,3:35,,0
903,Fear,Drake,So Far Gone,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",$ 1.29,2009 Young Money Entertainment/Cash Money Records/Universal Motown,4:40,15-Sep-09,29379,Eyes To The Wind,The War On Drugs,Lost In The Dream,"Alternative Rock , Rock",$ 0.99,2014 Secretly Canadian,5:55,"March 18 , 2014",0
6139,Roar,Katy Perry,"NOW That 's What I Call Music , Vol . 48","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:42,11-Nov-13,36541,World Championship Finale 1 ( From Pitch Perfect 2 '' Soundtrack ) '',Various artists,Pitch Perfect 2 - Special Edition ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,"( C ) 2015 Universal Music Enterprises , a Division of UMG Recordings , Inc.",2:01,"August 28 , 2015",0
6449,Alive,Krewella,"Now That 's What I Call Music , Vol . 46","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:26,7-May-13,29080,Live for the Night [ Explicit ],Joe Budden,Long Weekend : EDM,Rap & Hip-Hop,$ 1.29,2010 Traumashop,3:26,,0
175,New Classic ( Acoustic Version ),Selena Gomez & Drew Seeley,Another Cinderella Story ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Pop",$ 1.29,2008 Razor & Tie Direct,2:41,1-Jan-08,47844,Wing $,Macklemore & Ryan Lewis,The Heist [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,4:59,"October 9 , 2012",0
4595,These Are the Days,Keith Urban,Be Here,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2004 Capitol Records Nashville,2:49,21-Sep-04,55276,On My Own,Alex Greenwald,Yo,"Dance & Electronic , Pop",$ 0.99,2014 ???? ALEXANDER RECORDS ????,3:18,"May 5 , 2014",0
738,I 've Got All This Ringing In My Ears and None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,4:06,6-Feb-07,12011,Game Of Life [ Explicit ],Snoop Dogg,"Da Game Is To Be Sold , Not To Be Told [ Explicit ]","Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,"( C ) 1998 Priority Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Priority Records , LLC ,",3:52,"August 4 , 1998",0
3457,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,514,The Call ( Progressive Goa Mix ),Various artists,100 Psychedelic Rave Party Hits DJ Mix 2015,Dance & Electronic,$ 0.99,2015 101 Dance Hits,8:59,"May 11 , 2015",0
3432,Medicated ( feat . Chevy Woods & Juicy J ),Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:30,4-Dec-12,24571,Whirring,Slap in the Bass,Indie Pop Commute,Dance & Electronic,$ 1.29,2012 No Brainer Records,6:47,,0
