tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
2218,,Jim Thomas,,,,,,,,"writer,producer,location_management",,1071,The Perils of Penrose,,,14.0,2.0,1961-01-16,,0
1662,,Barbara Kopple,,,,1946-01-01,,,,"director,producer,sound_department",,1835,,Barbara Kopple,,,,,director,1
2432,The Flood,,19.0,2.0,,,,1955-01-01,Drama,,30.0,7328,,Anisha Adusumilli,,,,,guestStars,0
2638,The Eternal Now: Part 1,,28.0,7.0,,,,1960-01-01,Drama,,30.0,333,A Penny a Day,,,27.0,2.0,1961-04-24,,0
1151,,David Duval,,,,,,,,actor,,4684,Myths & Monsters,,This documentary series tells the stories that have gripped imaginations for centuries and reveals the fascinating and unexpected history behind them. It takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.,,,2017-12-23,,0
1797,,Agnieszka Holland,,,,1948-01-01,,,,"director,writer,assistant_director",,551,,Marlene Willis,,,,,guestStars,0
1417,,Gail Mutrux,,,,1945-01-01,,,,"producer,miscellaneous,production_manager",,1157,,Patricia Breslin,,,,,guestStars,0
4587,Time of Decision,,21.0,5.0,,,,1958-01-01,Drama,,30.0,168,The Act of Killing,,,34.0,0.0,2013-11-06,,0
2267,,Whit Stillman,,,,1952-01-01,,,,"director,writer,producer",,6210,No Dice!,,"At the Sunset Casino, Ace was looking for Cosmo when he accidentally bumps into a strange person. Ace follows the strange man into a secret room and discovers he planted a bomb. Ace was caught by the stranger and got stunned while the bomb is heading into the main area of the casino. As for Cosmo, two of Sonny Boy's henchmen throws him out, since Sonny owns the casino and does not welcome Ace and his friends. Ace wakes up and manages to evacuate the casino and was almost killed. Back at the Magic Express, Angel explains the potency of the bomb and tells the only way to prevent the explosion is to keep it at a colder temperature. All of a sudden, Ace gets a call from the same stranger who blew up Sunset Casino saying that he will blow up another casino to put addicted gamblers out of their misery. Ace meets Vega at the police headquarters and learns that someone has demanded exactly $2,307,680 from the DNA Club & Casino. There, Ace, Vega, and Cosmo found the stranger disguised as a woma",26.0,1.0,1999-08-14,,0
4802,,Scott Michaels,,,,,,,,"producer,writer,miscellaneous",,5217,,Helen Stenborg,,,,,guestStars,0
453,Dirtiest Animals,,14.0,1.0,,,,2005-01-01,Reality-TV,,,1500,,Roxann Dawson,,,,,director,0
1059,,Gary Player,,,,1935-01-01,,,,"actor,soundtrack",,4870,Nightmare in the Sun,,"After a long absence, Barbara Lyons is returning to the island home of her father.",35.0,2.0,1961-06-19,,0
1536,,Michel Piccoli,,,2020-01-01,1925-01-01,,,,"actor,producer,director",,7577,,David Maysles,,,,,directors,0
1825,Blood Ties: Part 1,,1.0,6.0,,,,1997-01-01,"Crime,Drama,Mystery",,,3269,,Helmuth Ashley,,,,,writers,0
3454,,Carla Romanelli,,,,1949-01-01,,,,actress,,475,,Michael Jaffe,,,,,director,0
2869,,Lewis Martin,,,1969-01-01,1894-01-01,,,,actor,,4735,,Robert John Burke,,,,,guestStars,0
2579,,Dee Carroll,,,1980-01-01,1925-01-01,,,,actress,,7090,J-I-- JINGLE T-H-- THON,,"A Christmas tree fire leads Maya to tell a small lie with big consequences. Meanwhile, Ray struggles to live in Pepper’s shadow as Dylan twists the knife, and JJ encourages Kenneth to stand up to his sisters.",8.0,3.0,2018-12-14,,0
4398,,Anthony Numkena,,,,1942-01-01,,,,actor,,7322,Stark Raving Mad,,"'''Stark Raving Mad'' centered on eccentric horror author Ian Stark (Tony Shalhoub, Wings, Monk) whose first novel, Below Ground, turned him into an overnight sensation. A practical-joker by nature, Ian spent the bulk of his time harassing his uptight new editor, Henry McNeely (Neil Patrick Harris, Doogie Howser, How I Met Your Mother). Sharing Ian's loft apartment were Jake Donovan (Eddie McClintock, Crumbs, AUSA, Holding the Baby), his mindless assistant, and lovable but horny mutt Edgar. Living across the hall was Maddie Keller (Heather Paige Kent, That's Life, Jenny), who tended bar downstairs in the pub that the gang frequented. Henry's snobby girlfriend, Tess Faraday (Dorie Barton, The Adventures of A.R.K.) spent a lot of time hanging out with Henry's new friends, though she resented them for taking up so much of Henry's time. Also seen from time-to-time were Audrey Radford (Harriet Sansom Harris, 5 Mrs. Buchanans, Frasier, Desperate Housewives), Henry's snooty boss who discovered (and lusted after) Ian, and her closeted husband Caesar (Chris Sarandon, Fright Night, Child's Play).",,,1999-09-23,,0
4283,,Robert Ellis,,,1973-01-01,1933-01-01,,,,actor,,390,,Andre Braugher,,,,,actor,0
4411,,Miriam Geiger,,,,,,,,"miscellaneous,writer",,2241,Christmas Special - Su Pollard,,,1.0,0.0,,,0
3161,,John Craven,,,1995-01-01,1916-01-01,,,,"actor,soundtrack",,1426,,Philip Ahn,,,,,guestStars,0
3394,,Victor Stoloff,,,2009-01-01,1913-01-01,,,,"director,writer,miscellaneous",,366,,William Shatner,,,,,guestStars,0
2159,,Shirley Mitchell,,,2013-01-01,1919-01-01,,,,actress,,514,,Ed Bye,,,,,directors,0
4018,,Shepperd Strudwick,,,1983-01-01,1907-01-01,,,,"actor,miscellaneous",,6985,,D. Keith Mano,,,,,writers,0
3420,,Charles Bonner,,,1965-01-01,1896-01-01,,,,writer,,4409,,Oliver Muth,,,,,actor,0
451,,Hannes Schindler,,,,,,,,"cinematographer,camera_department",,329,,Dakota Love,,,,,guestStars,0
1779,,Enzo Provenzale,,,1990-01-01,1920-01-01,,,,"production_manager,writer,assistant_director",,5554,Female Doctor Of Joseon,,"Kim Won Bong fears that Park Hyeok may be a traitor for not checking in, and when he and Nam Ok see him talking to Chief Inspector Matsurra, they shoot him. Needing more intel, Matsurra takes him to the hospital, where Lee Young Jin saves Hyeok's life. Meanwhile, Kim Esther, another woman surgeon transfers to the Government General Hospital.",1.0,1.0,2019-05-04,,0
1954,,Roza Rogatkina,,,,,,,,editor,,2454,,Debra Monk,,,,,guestStars,0
2018,,Rasmus Avike,,,,,,,,art_department,,3611,Myth Conceptions,,"'In ''Myth Conceptions'', an archaeologist discovers the tomb of Medusa and learns the hard way why others before him have died trying to find it.",5.0,2.0,1994-09-24,,0
895,Episode #2.9,,9.0,2.0,,,,1999-01-01,Drama,,21.0,6581,The City That Bleeds,,"Bolander, Munch, Howard and Felton all meet to serve a warrant, but Bolander, Howard and Felton are shot in an ambush. Pembleton becomes the primary in the investigation and is partnered with a detective who specializes in the psychology of their prime suspect: a pedophile. Stan's ex-partner Mitch Drummond offers his help. Kay's father and Beau's wife and the kids come to the hospital. A clerical error is discovered to be the cause of why the detectives went to the door marked 201, instead of 210.",12.0,3.0,1995-01-27,,0
2491,,Felix Locher,,,1969-01-01,1882-01-01,,,,actor,,2729,Life in the Wet Zone,,"'David begins his journey inside the magnificent Palm House, a unique global rainforest in London. Here, he explores the extraordinary plants that are so well adapted to wet and humid environments and unravels the intimate relationships between wet zone plants and the animals that depend on them.It was in the wet zones of the world that plants first moved on to land and in the Waterlily House David reveals how flowers first evolved some 140 million years ago.Watching a kaleidoscope of breath-taking time-lapses of these most primitive of flowers swelling and blooming in 3D, he is able to piece together the very first evolutionary steps that plants took to employ a wealth of insects to carry their precious pollen for the first time.David discovers clues to answer a question that even had Charles Darwin stumped: how did flowering plants evolve so fast to go on to colonise the entire planet so successfully? He marvels with signature enthusiasm at orchids, the largest family of flowering plants.",1.0,1.0,2012-05-26,,0
3996,,Luc Besson,,,,1959-01-01,,,,"writer,producer,director",,4658,Superstar in Norway,,"When it was announced that Justin Bieber was scheduled to perform in Oslo, Norway totally lost it. The nation’s disappointment was even greater when Bieber cancelled his performance after just one song, due to some water on the stage. This is the investigative musical about what really happened in the 24 hours when the world's biggest star visited one of the smallest countries in the world.",2.0,1.0,2018-02-26,,0
85,,Hugh Corcoran,,,,1947-01-01,,,,"actor,producer",,48,,Loren Marsteller,,,,,guestStars,0
2477,Chapter 23,,10.0,2.0,,,,2014-01-01,Drama,,52.0,4610,Chapter 23,,"With a military stand-off overseas and potential violence at home, Francis wants to finish off Tusk for good. Claire and Jackie Sharp collide.",10.0,2.0,2014-02-14,,1
1765,,Dale Ishimoto,,,2004-01-01,1923-01-01,,,,actor,,2028,,Toni Lewis,,,,,actor,0
3060,The Secret,,22.0,3.0,,,,1956-01-01,Drama,,30.0,6147,,Nicole Randall Johnson,,,,,guestStars,0
2521,Mr. Wilson's Wife: Part 2,,27.0,6.0,,,,1959-01-01,Drama,,30.0,3358,,Kaori Mizuhashi,,,,,actor,0
502,,William H. O'Brien,,,1981-01-01,1891-01-01,,,,actor,,6918,Getting Schooled,,Mary Jane's new position as web correspondent fuels her rivalry with Justin as she pursues the story of a teen boy beaten for wearing a skirt.,4.0,4.0,2017-02-07,,0
1436,,Tina Thompson,,,,1946-01-01,,,,"actress,soundtrack",,1194,,Ian Gomez,,,,,guestStars,0
3588,,Troy Paff,,,,1968-01-01,,,,"camera_department,cinematographer,producer",,3028,,Sutton Roley,,,,,writers,0
2028,,Martin Hyder,,,,,,,,"actor,writer",,1467,,Michael Pertwee,,,,,writers,0
921,,Michael Shaara,,,1988-01-01,1929-01-01,,,,writer,,563,,Michelle Maika,,,,,guestStars,0
2501,Slander,,10.0,3.0,,,,1955-01-01,Drama,,30.0,1630,,Trish Soodik,,,,,writers,0
4753,,Maia Filar,,,,,,,,"actress,writer,miscellaneous",,40,,Jennifer Courtney,,,,,guestStars,0
4639,,Rene Kroper,,,,1948-01-01,,,,actor,,5370,Prison of Love,,"Fujiko is after the pendant belonging to a student in an all girls school. To get closer to her target, she impersonates herself as one of the teachers in the school.",6.0,1.0,2012-05-09,,0
2211,,Monika Pfefferle,,,,,,,,editor,,7366,,Geoffrey I. Gissett,,,,,guestStars,0
816,,Paola Mart?nez,,,,1973-01-01,,,,actress,,1969,Tsubasa Cat - Part 4,,"'After supressing the bakeneko, Oshino explains Hanekawa's situation to Araragi. Araragi realizes that he may need Shinobu's powers to help him bottle up the oddity. The problem escalates when Araragi learns that Shinobu has gone missing. Enlisting the help of his friends, he starts looking for Shinobu, but to no avail. The cat soon escapes from Oshino, then goes after Araragi, only this time she sides with him and aids in finding Shinobu. The two had conversations regarding Araragi's interactions with oddities, while they scour the city for the missing vampire.The search proves to be difficult even with the bakeneko's keen sense of smell and hearing. This leads the two to change topics, now talking about Hanekawa's situation. The cat explains that there is a way to confine her without relying on a vampire, that she is the personification of Hanekawa's stress, and that she knows exactly what's causing it. She remarks that Araragi, of all people, can deal with it easily. The oddity then reveals that Hanekawa being possessed by the bakeneko was because of the stress that she loves Araragi, and that the oddity itself may be sealed away for good if Araragi falls in love with Hanekawa. ",14.0,1.0,2010-02-23,,0
440,,John Clarke,,,2019-01-01,1931-01-01,,,,actor,,3132,,Michael Currie,,,,,guestStars,0
4458,,Marcel Sacotte,,,,,,,,writer,,7024,,Jackie R. Jacobson,,,,,guestStars,0
3396,,Erich Ebermayer,,,1970-01-01,1900-01-01,,,,writer,,5171,,Harry Hamlin,,,,,guestStars,0
3444,,Stephen Tolkin,,,,,,,,"writer,producer,director",,1456,The Voice in the Dark,,"When Detective Moo Jin Hyuk's wife is brutally murdered, Kang Kwon Joo, an officer with superior auditory abilities, listens on the other end of the 911 call. Three years later, Jin Hyuk and Kwon Joo find themselves working together.",1.0,1.0,2017-01-14,,0
3402,,John Crawford,,,2010-01-01,1920-01-01,,,,"actor,writer,director",,4597,Hitagi End - Part 2,,"Kaiki decides to help Hitagi for a mere ¥100,000, much to her surprise. They leave Okinawa on separate flights to not arouse any suspicion. Posing as the father of one of Nadeko's classmates, Kaiki infiltrates her home to search for any clues. Kaiki discovers several suspicious details, such as the fact that Nadeko had only photos of herself without any friends and that her parents, apparently not curious as to the cause of her disappearance, never opened Nadeko's closet as she requested. Kaiki determines that she was a very spoiled child. After a brief phone conversation with Hitagi, Kaiki decides to visit the Polar Snake Shrine to learn more about Nadeko. Immediately upon Kaiki making a donation at the shrine, a mysteriously cheerful Nadeko appears. Apparently, Kaiki is her first visitor, despite Nadeko's best efforts at renovating the shrine. Kaiki asks her several questions about her relationship with Koyomi, confirming her twisted conception of unrequited love and that she still means to kill Koyomi and Hitagi. Kaiki takes his leave after giving Nadeko some yarn for cat's cradle to occupy her time, promising to return before she perfects any patterns. ",19.0,3.0,2013-12-01,,0
1910,,Stefan Pejchev,,,1979-01-01,1905-01-01,,,,actor,,564,,Felix Feist,,,,,directors,0
2820,The Wise One,,28.0,3.0,,,,1956-01-01,Drama,,30.0,3423,,Brian Tarantia,,,,,guestStars,0
2424,,Scott Curtis,,,,,,,,actor,,4264,,Anna Jaller,,,,,guestStars,0
4206,,Claire Trevor,,,2000-01-01,1910-01-01,,,,"actress,soundtrack",,2328,Happy to be Here,,"Bayliss continues his relationship with the artist, but she's told her boyfriend. When she tells Bayliss that her boyfriend hit her upon hearing the news, it makes Bayliss so mad he confronts him. Pembleton and Bayliss investigate the death of a woman who's received a delivery of fresh flowers, although she's been dead over two weeks. Bolander and Munch investigate the shooting of Thorne's source, who's linked to a cocaine cartel, then Thorne is shot. Gee tries to get the department to get him a replacement for Crosetti. Thorne's daughter decides to keep his newspaper going. Beau tries to find out where his wife has moved the family. With Meldrick and Bayliss' disagreement over the artist, Munch is left without partners for the bar. Bayliss goes over the edge when the artist dumps him, so he holds up a liquor store for 11 cents; Pembleton gets him out of it.",5.0,3.0,1994-11-18,,0
577,,Richard H. Cutting,,,1972-01-01,1912-01-01,,,,actor,,7807,,Gwen Murray,,,,,guestStars,0
2216,The Mark Steel Lectures,,,,,,2006-01-01,2003-01-01,"Biography,Comedy,Documentary",,,2789,,Kan'ichi Kurita,,,,,actor,0
4541,,Kwok-Hung Lam,,,,1958-01-01,,,,actor,,458,,James Neilson,,,,,director,0
3953,,Tyler l Christopher,,,,,,,,producer,,7619,,Jace Alexander,,,,,directors,0
3215,,Peter Whitney,,,1972-01-01,1916-01-01,,,,"actor,soundtrack",,2480,,Barry Sigismondi,,,,,guestStars,0
1133,,Charles S. Dubin,,,2011-01-01,1919-01-01,,,,"director,producer,actor",,5944,Fallen Arches,,"When the Guild of Calamitous Intent finally approves Dr. Orpheus for his very own arch nemesis he calls upon old friends The Alchemist and Jefferson Twilight to resurrect their former super-team, The Order of the Triad.  While they audition supervillain candidates at the Venture Compound, a jealous Doc isn't about to let Orpheus steal the show.  Let loose the Walking Eye!",8.0,2.0,2006-09-03,,0
1031,Jeopardy,,21.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,4248,Siberia,,"'It's summer solstice in Siberia, a time of endless daylight and extraordinary festivals.Bruce Parry journeys to meet the Sakha horse people and a remote encampment of Eveny reindeer herders in the wild Verkhoyansk Mountains, where he finds out how they are embracing the challenges of a post-Soviet Arctic.For Bruce, it's also a journey of personal discovery as he goes in search of the ancient shamanic religion of these wild northern lands.",1.0,1.0,2011-01-02,,0
3955,,Keith Truesdell,,,,,,,,"director,producer,editor",,6772,,Keith Truesdell,,,,,director,1
1892,,Thomas Mitchell,,,1962-01-01,1892-01-01,,,,"actor,writer,soundtrack",,779,,Thomas Mitchell,,,,,guestStars,1
3345,Never Wait for Seconds!,,8.0,9.0,,,,2017-01-01,Comedy,,35.0,5086,Gullfoss,,"Three Dummies make a journey to their way to Gullfoss. During their first attempt, the weather gets bad, and they head to Hallgrimskirkja, a beautiful church. They eventually make it to Gullfoss and are in awe due to the beautiful scenery. Meanwhile, Kang Ha Neul joins the group.",2.0,3.0,2016-01-08,,0
1587,,Sandip Senan,,,,,,,,producer,,1284,,Joy Ehrlich,,,,,guestStars,0
1905,Death Do Us Part,,9.0,1.0,,,,1962-01-01,Adventure,,,1013,Super Rider III ~ Neko De Drive,,,44.0,1.0,2008-02-03,,0
717,,Raymond Mazza,,,,,,,,,,624,,Shari Elliker,,,,,guestStars,0
1043,,Suranne Jones,,,,1978-01-01,,,,"actress,writer,producer",,5948,,Suranne Jones,,,,,actor,1
3899,Crisis in 114,,21.0,7.0,,,,1960-01-01,Drama,,30.0,5712,,Joan Blondell,,,,,guestStars,0
2395,The Pretender,,7.0,3.0,,,,1961-01-01,Adventure,,49.0,4828,,Rhea Meyers,,,,,guestStars,0
4543,,Hugh Reilly,,,1998-01-01,1915-01-01,,,,actor,,1373,,Brian Keefer,,,,,writers,0
4875,,Madge Cleveland,,,1978-01-01,1906-01-01,,,,actress,,2987,,Rene Mousseux,,,,,guestStars,0
3909,Latin Lover,,,,,,,2001-01-01,"Drama,Romance",,60.0,1452,,Elaine Paige,,,,,guestStars,0
2396,,Beulah R. Stevens,,,,,,,,writer,,6612,,Ria Lopez,,,,,guestStars,0
1550,,Mike Gwilym,,,,1949-01-01,,,,actor,,4861,,Julie Welch,,,,,guestStars,0
4976,,Gina Lynn,,,,1974-01-01,,,,"actress,director,miscellaneous",,1929,,Stephen Gyllenhaal,,,,,directors,0
3846,,Rudy Bond,,,1982-01-01,1912-01-01,,,,actor,,9,,Steven Marcus,,,,,guestStars,0
4953,,John Davis Chandler,,,2010-01-01,1935-01-01,,,,actor,,4743,,Victor Lundin,,,,,guestStars,0
3094,,Bruce Dern,,,,1936-01-01,,,,"actor,producer,soundtrack",,3855,,Andrew Parks,,,,,guestStars,0
5033,,Carrie Aizley,,,,1964-01-01,,,,"actress,writer,producer",,3352,,Carrie Aizley,,,,,guestStars,1
3219,,Vladimir Ushakov,,,2011-01-01,1920-01-01,,,,actor,,4684,Myths & Monsters,,This documentary series tells the stories that have gripped imaginations for centuries and reveals the fascinating and unexpected history behind them. It takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.,,,2017-12-23,,0
644,,Daniel DeSanto,,,,,,,,"actor,producer,casting_department",,4113,Fury,,Richard's attempt to teach a peaceful people how to defend themselves unleashes an uncontrollable rage that threatens to consume them and destroy the Seeker.,6.0,2.0,2009-12-12,,0
3786,,Juan Carlos Coto,,,,,,,,"producer,writer,miscellaneous",,1704,,,,6.0,5.0,,,0
854,,Jeff Schaffer,,,,,,,,"writer,producer,director",,208,,Jeff Schaffer,,,,,director,1
90,,Charles F. Haas,,,2011-01-01,1913-01-01,,,,"director,producer,actor",,252,,Nicki Paluga,,,,,writers,0
4927,Dangerous Verdict,,25.0,5.0,,,,1958-01-01,Drama,,30.0,1737,Tsukihi Phoenix - Part 2,,"Koyomi sets for Suruga's house to introduce Karen to her as he promised. On their way they meet a woman introducing herself as Yozuru Kagenui, asking for directions. Koyomi asks for Tsubasa's help on his phone and learns from her that she is asking for the location of the same building Oshino was living with Shinobu. Before leaving, Yozuru asks Koyomi to give the same information to a certain girl when he meets her, and Karen states that despite Yozuru's strange behavior, she had the look and feel of being a fighter much stronger than her. After leaving Karen at Suruga's, Koyomi meets Mayoi upon returning home and they are approached by a girl introducing herself as Yotsugi Ononoki, asking for the same directions, just like Yozuru had predicted, and much to his surprise Koyomi finds that not only Yotsugi can see Mayoi, but both Yotsugi and Yozuru know about his and his friends' circumstances. ",9.0,2.0,2012-03-04,,0
4318,,Edward Gold,,,,,,,,"miscellaneous,writer,producer",,3556,,Sharon Ziman,,,,,guestStars,0
1082,,Joyce Van Patten,,,,1934-01-01,,,,"actress,producer,soundtrack",,4498,,Al Fann,,,,,guestStars,0
4528,,Malene Maria B?ggild,,,,,,,,actress,,519,,David Opatoshu,,,,,guestStars,0
5081,The Loretta Young Show,,,,,,1961-01-01,1953-01-01,Drama,,30.0,5972,,Joseph Reidy,,,,,guestStars,0
2736,,Barbro 'Babben' Larsson,,,,1956-01-01,,,,actress,,2485,,Ricardo Montalban,,,,,guestStars,0
3426,Fortunata y Jacinta,,,,,,1980-01-01,1980-01-01,Drama,,600.0,9,,Steven Marcus,,,,,guestStars,0
4556,,Marjorie Lord,,,2015-01-01,1918-01-01,,,,"actress,soundtrack",,1143,,Bailey Thompson,,,,,guestStars,0
1075,,Charles Cirillo,,,1999-01-01,1908-01-01,,,,"actor,miscellaneous",,6340,"Romantic Pioneers, 1750-1805",,"Imagination loosed in William Blake, Christopher Smart, Samuel Taylor Coleridge, and William Wordsworth. Featured performers: Peggy Ashcroft, Julian Glover, and Ian Richardson.",9.0,1.0,1984-10-21,,0
1426,Sniper: Part 2,,9.0,4.0,,,,1996-01-01,"Crime,Drama,Mystery",,,3485,Mayoi Snail - Part 2,,"After Koyomi Araragi and Hitagi Senjyogahara discover that the girl they met in the park, Mayoi Hachikuji, is trying to get to her mother's house, they offer to walk along with her. However, they keep getting incredibly lost.",4.0,1.0,2009-07-24,,0
1433,Something About Love,,12.0,2.0,,,,1954-01-01,Drama,,30.0,4305,,Paul Ben-Victor,,,,,guestStars,0
4271,Indictment,,20.0,1.0,,,,1974-01-01,"Crime,Drama",,60.0,5986,,Talal Derki,,,,,director,0
2395,The Pretender,,7.0,3.0,,,,1961-01-01,Adventure,,49.0,3183,,ORF 1,,,,,,0
810,,Kelly Smith,,,,,,,,actress,,6086,,Steve Park,,,,,guestStars,0
559,The Magician,,,,,,,1999-01-01,"Action,Adventure,Animation",,30.0,5852,Vow of Silence,,"Larry's evolving alibi to get out of a charity function results in unexpected travel plans. Meanwhile, Susie makes demands for the terminally ill family dog's last meal; and Larry points out personal flaws in the buffet line and in parking lots. ",5.0,8.0,2011-08-07,,0
4425,The Weeping Woman,,5.0,2.0,,,,1994-01-01,"Animation,Comedy,Fantasy",,21.0,4876,,Joe Howard,,,,,guestStars,0
1753,,Fred Graham,,,1979-01-01,1908-01-01,,,,"actor,stunts,miscellaneous",,2969,Who Goes There?,,"Hart and Cohle hunt for their newly identified suspect, Reggie Ledoux, a meth cooker who shared a cell with Dora Lange's husband and recently skipped parole. As Hart's personal life collapses around him, Cohle immerses himself in an old criminal identity from his narco days, contacting an East-Texas biker gang known to deal with their primary suspect. Cohle's undercover work takes him to a dangerous edge where the law has no place, and both men must confront the cost of living a false life.",4.0,1.0,2014-02-09,,0
3811,,Frank Scheffer,,,,1956-01-01,,,,"director,producer,writer",,966,Tinderbox,,"Hiroshi dies on the operating table. With his death, Madam Yu passes on the letter he had written to Fukuda with earnest words imploring him to protect Young Jin. Meanwhile, Daiki puts a tail on Majar that leads Matsuura right to the Heroic Corps.",35.0,1.0,2019-07-06,,0
3164,The Big Never,,3.0,3.0,,,,2019-01-01,"Crime,Drama,Mystery",,55.0,1283,I Know Why the Caged Bird Kills,,"The Monarch continues to rebuild his villainous empire with the aid of his shadowy new Number 2, Dr. Henry Killinger, but Henchman 21 is suspicious of the deadly foreigner's unctuous charms.  Meanwhile, as Dr. Orpheus attempts to exorcise a Japanese demon from Dr. Venture, a mysterious woman from Doc's past resurfaces.  And she'd kill to find out where Hank and Dean are.",10.0,2.0,2006-09-24,,0
3971,Beached,,29.0,1.0,,,,1960-01-01,Adventure,,60.0,5503,,Daniel Junge,,,,,directors,0
3404,,Blaine Gilliam,,,,,,,,actress,,377,,LaShada Jackson,,,,,guestStars,0
1642,,Bobby Driscoll,,,1968-01-01,1937-01-01,,,,"actor,soundtrack,miscellaneous",,7275,"Living in Song, Living in Love",,"Lupin the Third has declared that he will steal the mask of a famous opera singer. Inspector Zenigata takes note of this challenge, and decides to personally attend the singer's next performance.",4.0,1.0,2012-04-25,,0
4689,Bay of Bones,,6.0,1.0,,,,2004-01-01,Documentary,,48.0,606,,Anton Yelchin,,,,,guestStars,0
525,,Bill Tennant,,,2012-01-01,1941-01-01,,,,"actor,producer,writer",,5958,,Noam Zylberman,,,,,guestStars,0
1206,,Odair Arribet,,,,,,,,,,6933,Alpaca Shearer,,"Mike once again joins up with the guys of Taylor Shellfish Farms to help them harvest mussels. Next he goes to Hawaii to learn about harvesting taro. Finally, Mike joins a family of alpaca farmers and learns the hard way that alpacas can be pretty ill-willed animals when it comes to shearing them.",15.0,2.0,2006-08-22,,0
4659,Eine Million auf Nummernkonto,,2.0,6.0,,,,1968-01-01,Drama,,59.0,3102,Secrets,,"Part two of two. Despite arresting four people, the detectives face a wall of silence in their investigation into the grisly murders - but they eventually make a breakthrough, which doesn't quite give them the answers they were expecting. On the domestic front, Rachel wakes up in bed with charismatic colleague Sean - a mistake she is keen never to repeat - and Janet wants to keep her newly single status a secret. So the last thing she needs is daughter Taisie telling Andy about her dad moving out.",2.0,2.0,2012-03-19,,0
1451,,Eric Quizon,,,,1967-01-01,,,,"actor,director,producer",,1044,,Robert Douglas,,,,,guestStars,0
1655,Hill of Ghosts,,30.0,2.0,,,,1961-01-01,Adventure,,60.0,3424,Lupin the Third: The Woman Called Fujiko Mine,,"Many people are falling prey to a suspicious new religion. Lupin III infiltrates this group, hoping to steal the treasure their leader keeps hidden. There Lupin lays eyes on the beautiful, bewitching, woman who has the cult leader enthralled. This is the story of how fashionable female thief Fujiko Mine first met Lupin III, the greatest thief of their generation.",,,2012-04-04,,0
1971,,Bryan Dick,,,,1978-01-01,,,,"actor,soundtrack,music_department",,5231,Bologna Maker,,Mike heads to Pennsylvania and tries his hand at making bologna and then goes to Alaska to repair a very special toilet.,1.0,5.0,2009-01-06,,0
2498,,Riku Rantala,,,,1974-01-01,,,,"producer,writer,director",,378,,Riku Rantala,,,,,actor,1
157,,Bob Einstein,,,2019-01-01,1942-01-01,,,,"writer,actor,producer",,5724,,Allen Garfield,,,,,guestStars,0
4484,,Willie Reale,,,,,,,,"producer,writer,music_department",,6586,Episode 20,,"'Jandi becomes Junpyo’s personal maid and controls over Junpyo’s naughty behavior. While she was in Junpyo’s room to wake him up, Jaekyung and Junpyo’s mother enter the room and get shocked to see her. The mother wants to kick her out from the house immediately, but the head maid and Jaekyung intervene in. Seokyeong collapses at the clinic and Jandi takes him to Jihoo’s house. Jandi tries to reconcile the two and now they start to live under the same roof. Gaeul now knows that Eunjae was Yijung’s first love, and tries her best to bring them together.",20.0,1.0,2009-03-16,,0
3809,Anarquistas Gra?as a Deus,,,,,,,1984-01-01,,,480.0,4357,,Weston I. Nathanson,,,,,guestStars,0
2568,,Zohar Shtrauss,,,,1972-01-01,,,,actor,,5772,,Edward Asner,,,,,guestStars,0
2768,,Cecilia Brozovich,,,,,,,,actress,,2808,A Shot in the Dark,,"Bolander and Munch tackle a case, but Stan keeps throwing his old partner's name at John. Evidently the date with Carol didn't go that well, he doesn't want to talk to her or about her. Pembleton (with Felton) and Bayliss follow different hunches in the Watson case. Chris' recovery is amazing, but it will take a lot of therapy and his getting used to being blind. The suspect in Chris' shooting gives himself up, to prevent being the victim of police justice. Lewis isn't as sure as Crosetti that their suspect is the one. Barnfather lets out a key piece of evidence to the media, taking the wind out of Tim's line of questioning for his suspect. Tim lets him know how he feels, and even though he is right, he must apologize. Pembleton and Felton discuss various racial issues while following up their lead. Carol finally catches up with Stan. Munch wants nothing to do with Karaoke at the bar, but finally gives in and enjoys himself. Frank gets hold of evidence that will allow them to follow up",4.0,1.0,1993-02-24,,0
82,,Tucker Gates,,,,,,,,"director,producer,miscellaneous",,2626,Mister Flotsam,,"Date: 01/27/03: All I can remember about this episode is from when I appeared in it as a child actor of about 14. Very roughly, the story involved my family landing on an island in the Pacific (perhaps shipwrecked?). We were British and somehow ended up being imprisoned by someone. Also in the story with us was a very intelligent chimp (named Mr. Flotsam) who, when the chips were down, helped to free us through the use of a hand grenade or some such element. I regret I don't recall much more and the script I had was lost long ago. The show was filmed on a sound stage and in the backlot of 20th Century Fox's studio in what is now Century City, CA. I remember a set built to serve as the ocean and a beach of a remote island. As a kid, i was in awe of everything, including the chimp. I saw the show in its first  run, but never again. I would love to see and or acquire a copy. If anyone can assist me in that, I would be very grateful, since I have very little to remember my childhood acting",15.0,2.0,1961-01-23,,0
3337,,Joe Cronin,,,,,,,,actor,,6876,,John Vernon,,,,,actor,0
