tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
4915,,Mark Anthony Newman,,,,,,,,,,,,,2314,,Danny Chun,,,,,directors,0
1062,1998 Christmas Special,,,7.0,2.0,,,,1998-12-01,,1998-01-01,,,,4560,Episode 25,,"Jandi leaves a lunch box for Junpyo, who lost the memories about her. Jun-pyo almost remembers something about Jan-di as he eats the lunch, but Yumi lies takes crushes Jandi’s last hope. Jandi and F4 are invited Junpyo and Yumi’s pool party. In there, they hear surprising news.",25.0,1.0,2009-03-31,,0
2173,A Little Princess,,Based upon the novel A Little Princess by Frances Hodgson Burnett.,,,1.0,6.0,,1973-02-18,1973-03-25,1973-01-01,25,Drama,GB,5961,,Sal S. Koussa,,,,,guestStars,0
3749,Episode 10,,"Yijeong unexpectly sees Gaeul on the street and helps to revenge her bad boyfriend. Jandi clears up her misunderstanding about Junpyo, and the two go out on a date on Valentine’s Day. They bump into Junpyo’s mother, and Junpyo tells her not to do anything bad to Jandi. The mother, who doesn’t even think of F4 as the friends of Junpyo, starts her next action to cut Jandi off from Junpyo as she thinks Jandi is ridiculously improper to her son.",10.0,1.0,,,,2009-02-03,,2009-01-01,,,,449,It's for You,,"'For Christmas, Gary recieves a phone line for his bedroom with the proviso that he doesn't ''''abuse the privilege.''''  Naturally, Gary immediately begins making prank calls, but he soon finds the tables turned when one of the people he called begins stalking him via telephone.  Gary pays the caller a visit and discovers Mrs. Emma Needham, an old lady who soon proves that she's not as nice she initially appeared...",11.0,3.0,1999-11-18,,0
1430,,Gerard Butler,,,,,,,,,,,,,7639,Liar's Poker,,"'In Reno, NV, casino ''pit boss'' Jerry Cassadav falls for sexy Sharee Miller. They begin a steamy online affair, but their relationship gets tricky when Sharee tells Jerry that she's married to a mobster who has found out about their affair.",5.0,1.0,2013-11-30,,0
2169,,Ubiraci de Motta,,,,,,,,,,,,,6792,The Birth of Satan (2),,"All hell breaks loose when Kwon Joo recognizes Tae Gu's voice. A serious bus accident threatens the lives of many, including a pregnant woman and a child.",14.0,1.0,2017-03-05,,0
2348,,B.J. Crosby,,,,,,,,,,,,,6341,,Erik Todd Dellums,,,,,guestStars,0
3774,Episode 9,,,9.0,1.0,,,,1972-03-03,,1972-01-01,,,,7476,,James Whalen,,,,,guestStars,0
2030,,Tim Pastore,,,,,,,,,,,,,6297,,Robert Scheerer,,,,,director,0
5056,,Ji?? Schmitzer,,,,,,,,,,,,,4033,Episode 7,,,7.0,2.0,2018-04-20,,0
3433,,Rooster Teeth,,,,,,,,,,,,,871,,Mitchell Leisen,,,,,director,0
2497,,Dai Satou,,,,,,,,,,,,,3488,,Lance Burton,,,,,guestStars,0
1762,Dino Saurus Games,,"Jeanie tells Monty that all dinosaurs were slow, leading Monty and Jimmy Jones to imagine traveling back millions of years to see if they can find a fast dinosaur.",3.0,1.0,,,,2016-06-22,,2016-01-01,,,,5180,Kumar?,,"'Kumar? is an American 2011 documentary film directed by Vikram Gandhi. To record the documentary, American filmmaker Vikram Gandhi transformed himself into Sri Kumar?, an enlightened guru from a fictional village in India, by adopting a fake Indian accent and growing out his hair and beard. In the film, Kumar? travels to Arizona to spread his made-up philosophy and gain sincere followers.",4.0,0.0,2013-08-28,,0
4018,Dr. Juliet,,,2.0,2.0,,,,1954-09-05,,1954-01-01,,,,757,,Tim Carr,,,,,guestStars,0
382,,Boby Lapointe,,,,,,,,,,,,,1588,,Shelley Desai,,,,,guestStars,0
3645,,Jonathan Dow,,,,,,,,,,,,,6035,Things We Do For Love,,"After businessman Adam Armitage pushes a homeless man, he doesn’t know that he’s killed him, so what is the reason why is he running away? Rachel gets married to a happy Sean and Janet admits her marriage is over.",2.0,3.0,2013-04-10,,0
642,,Kim Woo-seok,,,,,,,,,,,,,4252,Episode 9,,Lucy takes to the stand in court to give her account of the night she was raped. Her evidence reveals to Emma that Danny has been telling her the truth. Peter reacts with fury when he learns of Bernie's affair. Beverly pays a visit to John in jail.,9.0,2.0,1999-03-07,,0
6,,Kevin Molloy,,,,,,,,,,,,,5975,,Reggie Nalder,,,,,guestStars,0
4723,Episode 19,,,19.0,1.0,,,,2016-12-23,,2016-01-01,,,,3146,,Jami Ferreira,,,,,guestStars,0
5550,,Mikael Isaksson Vogel,,,,,,,,,,,,,4897,,John Tucker Battle,,,,,writers,0
198,,Samuel Barnett,,,,,,,,,,,,,5963,,Samuel Barnett,,,,,actor,1
1847,"Series 1, Episode 5",,,5.0,1.0,,,,1990-03-15,,1990-01-01,,,,4660,,Tony Fitzpatrick,,,,,guestStars,0
1931,,Oscar Bucher,,,,,,,,,,,,,7545,,"Victor Nelli, Jr.",,,,,directors,0
3803,A Shotgun Affair,,'Lori thinks she's found ''Mr. Right'' in rugged Gary Knepp. Lori's friend Lisa agrees and lures Gary into a steamy affair. Things get more complicated when Gary meets irresistible Carol. Their tryst sparks a war among friends that will end badly.,1.0,3.0,,,,2016-01-09,,2016-01-01,,,,2149,A Shotgun Affair,,'Lori thinks she's found ''Mr. Right'' in rugged Gary Knepp. Lori's friend Lisa agrees and lures Gary into a steamy affair. Things get more complicated when Gary meets irresistible Carol. Their tryst sparks a war among friends that will end badly.,1.0,3.0,2016-01-09,,1
1482,,Nicholas Colasanto,,,,,,,,,,,,,1764,,Dan Holden,,,,,director,0
4897,,NOVA Productions,,,,,,,,,,,,,4049,,Nicola Kawana,,,,,guestStars,0
2265,,Bruno Kirby,,,,,,,,,,,,,225,,Joaquin Obradors,,,,,guestStars,0
5623,Like a Pierrot III ~ Athletic Love,,,25.0,1.0,,,,,,,,,,6981,Like A Pierrot III ~ Athletic Love,,,25.0,1.0,2008-02-03,,1
400,,Hermann G?ring,,,,,,,,,,,,,2685,,,,2.0,1.0,1963-06-18,,0
1885,,Dick Evans,,,,,,,,,,,,,429,,John Mankiewicz,,,,,writers,0
4732,,Mari Fletcher,,,,,,,,,,,,,288,,??????? ?,,,,,directors,0
429,,Jaroslav Marvan,,,,,,,,,,,,,1314,,Noel Behn,,,,,writers,0
5169,,Graham Gordy,,,,,,,,,,,,,3347,,Heather Van Zee,,,,,guestStars,0
5175,"Series 4, Episode 3",,,3.0,4.0,,,,1993-03-04,,1993-01-01,,,,7415,T-H-A-- THANKSGIVING,,The DiMeos are forced to celebrate Thanksgiving with Jimmy's brother and family. ,7.0,1.0,2016-11-16,,0
2868,Denise Handicapped,,"Larry believes that he has found a way to enjoy someone else's disability without being disabled himself. Meanwhile, he hopes to end a rumor that Rosie O'Donnell can beat him up.",5.0,7.0,,,,2009-10-18,,2009-01-01,,,,5682,,Darla J. Robinson,,,,,guestStars,0
74,,Lila Lakshmanan,,,,,,,,,,,,,2343,,Shane Jacobsen,,,,,guestStars,0
3121,,Ian Gillis,,,,,,,,,,,,,6836,Karen Bee - Part 4,,"Araragi tries to get Karen and Tsukihi to tell him about the incident, however they refuse and Tsubasa has to explain to him that while investigating Sengoku’s curse, Karen met up with Kaiki Deishuu and had something done to her. Later on, while in the bath, Shinobu suddenly comes out of Araragi’s shadow again and tells him that she recognizes that Karen has an oddity Oshino once told her about – the Wreathe-Fire Bee. The two end up reconciling, with Araragi realizing that if he has the lifespan of a vampire, Shinobu will be the only one left beside him after hundreds of years.",4.0,2.0,2012-01-28,,0
1328,,Joe Hobbs,,,,,,,,,,,,,3627,,Marcel Hillaire,,,,,actor,0
5789,,Robert Pugh,,,,,,,,,,,,,2819,,Robert Pugh,,,,,actor,1
3932,Nature,,"When brothers Rick and Teddy attend a family picnic, they start tormenting ants in an antpile. That is, until, a anti-magnifying ray shrinks them the size of an ant. The brothers and the ants quickly find themselves befriending one another to deal with obstacles -- but the largest obstacle is Rick and Teddy's baby sister, who now appears to be a giant.",2.0,1.0,,,,1993-09-25,,1993-01-01,,,,4072,Nature,,"After two brothers torment ants at a picnic, they are shrunk by a mysterious ray and are forced to face the trials and tribulations of the insect world.",2.0,1.0,1993-09-25,,1
3162,,Hon Ping Tang,,,,,,,,,,,,,6761,Finale: Becoming Pauletta,,"Mary Jane is standing in front of a mirror in a wedding dress and veil. Her mom Helen (Margaret Avery) enters the room and says, “Pauletta it’s time.” Who is she marrying?",2.0,0.0,2019-04-23,,0
254,,David Tit?ra,,,,,,,,,,,,,1534,,Herbert Marshall,,,,,guestStars,0
5796,,Lorrie Campbell,,,,,,,,,,,,,5841,The Moment the Door of My Heart Opened,,Ra On has deeper thought of the words from the crown prince that he will treat her as a woman. This made Ra On to avoid the crown prince... ,9.0,1.0,2016-09-19,,0
2328,,David Horovitch,,,,,,,,,,,,,224,,Theara J. Ward,,,,,guestStars,0
1381,,Elbey Rzaguliyev,,,,,,,,,,,,,1246,Chimney Sweeper,,"Mike first goes to the Chimney Safety Institute of America in Plainfield, IN and learns how to be a certified chimney sweeper. Mike then goes to Ontario, Canada to salvage underwater logs, which are then used to make furniture. Finally, Mike visits a scrap metal recycler in St. Louis, MO and learns how to separate different metals and operate some big machines.",13.0,1.0,2005-11-08,,0
3377,,Maril? Carteny,,,,,,,,,,,,,5843,,Markku Kuisma,,,,,guestStars,0
266,,Ghantasala,,,,,,,,,,,,,727,,Bob Einstein,,,,,actor,0
5340,A Case of Do or Die,,"Ballard and Bayliss are called to the scene of the mysterious death of a woman, whose body is found at the bottom of a forty-foot cliff. This victim was to be married the following morning. The two detectives work to determine whether the death was accidental or intentional (via murder or suicide). Meanwhile Sheppard and MGee begin investigating the death of a movie patron, whose body was discovered after the show ended and the theater cleared out. MGee mentions to Sheppard that his sister is about to have a baby, which means Gee is about to become a grandfather. Their investigation reveals that the movie patron was regularly loud and obnoxious and thus bad for business. When an overdose of a sedative is found in his bloodstream, the detectives question the theater owner, who was currently in litigation with the victim. Unfortunately for Ballard and Bayliss, their case remains unsolved.",14.0,7.0,,,,1999-02-12,,1999-01-01,,,,1513,,Bruce Spence,,,,,actor,0
1163,Coconut Safari Club,,Monty is surprised when his family tell him that Jimmy Jones can't appreciate music because he's an animal.,20.0,1.0,,,,2016-09-02,,2016-01-01,,,,487,,Tristam Shapeero,,,,,director,0
234,Furi Kiri (Full Swing),,"'After Haruko helps an amateur baseball team beat Mabase's down-on-their-luck team, the Martians, in a game, Shigekuni retaliates by drafting Canti onto the Martians. Meanwhile, Haruko and Kamon are ''fooling around'', and Naota isn't sure whether to be disgraced.",4.0,1.0,,,,2000-04-26,,2000-01-01,,,,357,,David St. Louis,,,,,guestStars,0
2466,Vengeance,,"While Zedd and his brother seek revenge for the murder of their father, a stranger steps into Richard's life to send him on a collision course with Zedd.",17.0,2.0,,,,2010-04-17,,2010-01-01,,,,3549,,Danielle Sanchez-Witzel,,,,,writers,0
2051,,John Hatt,,,,,,,,,,,,,2170,,Christopher Kriess,,,,,guestStars,0
5241,,Jana Brejchov?,,,,,,,,,,,,,6685,Destroyed in Seconds,,"'Can't get enough of the awesome spectacle of destruction? Well you're not alone. Few can ever get their fill of the mesmerizing power of savage forces wreaking havoc and devastation.In each episode of Destroyed in Seconds, our host, Ron Pitts, will bring you clip after clip of the most shocking destructions captured on film. From well-orchestrated implosions of massive structures, to rampaging tornadoes, catastrophic mid-air collisions and sudden terrorist attacks, no topic is too trivial or taboo for our show. Be they acts of nature or caused by man, this is much more than just a clip show. Destroyed in Seconds is not meant to just shock and entertain, but to explore the causes of mass destruction and how, when possible, families and communities bounce back from devastation. Don't miss a moment as Ron explores the cause and effect of catastrophe caught on tape!",,,2008-08-21,,0
3308,The Incredible Kazoops,,"Monty discovers he is the only one in the family who can't whistle, but wonders if with practice you can perfect anything.",26.0,1.0,,,,2016-09-12,,2016-01-01,,,,3528,The Incredible Kazoops,,"Monty discovers he is the only one in the family who can't whistle, but wonders if with practice you can perfect anything.",26.0,1.0,2016-09-12,,1
5332,,Clifton Lloyd Bryan,,,,,,,,,,,,,2014,Best Bike in the World,,"Stan and Violet get Monty a new bike, but Monty is disappointed to learn that this means his first, smaller bike will be passed on to someone else who can use it. He wonders why it is that you have to let go of your favourite things when you outgrow them.",14.0,1.0,2016-07-07,,0
1070,,Ghost House Pictures,,,,,,,,,,,,US,4785,Special Guests: Meeri Koutaniemi and Airi Lampinen,,,62.0,0.0,2014-09-24,,0
3544,Episode 12,,,8.0,2.0,,,,1998-12-18,,1998-01-01,,,,1254,,Veronica Hunsinger-Loe,,,,,guestStars,0
1817,Stoney Burke,,"Stoney Burke is an American western television series broadcast on ABC from October 1, 1962 until May 20, 1963. Six years before the premiere of his CBS crime drama, Hawaii Five-0, Jack Lord starred in the title role.",,,1.0,32.0,,1962-10-01,1963-05-20,1962-01-01,"60, 44",Western,US,4401,,Dave Lamb,,,,,actor,0
4878,And the Rockets' Dead Glare,,"'''And the Rockets Dead Glare'' is the seventh episode of the first season of the American police drama television series Homicide: Life on the Street. It originally aired on NBC in the United States on March 17, 1993. In the episode, Howard testifies in a murder trial, Pembleton is offered a promotion, and Lewis and Crosetti go to the Chinese Embassy in Washington, D.C. to investigate a political refugee's murder.The teleplay was written by Jorge Zamacona based on a story by executive director Tom Fontana, and the episode was directed by Peter Markle. It marked the first appearances of two recurring characters: defense attorney Darin Russom and Detective Frank Pembleton's wife Mary, who was played by actor Andre Braugher's real-life wife Ami Brabson. The episode also featured a guest performances by actress and future model Bai Ling.The murder trial portrayed in the episode is based on a trial featured in David Simon's 1991 non-fiction book, Homicide: A Year on the Killing Streets, on which the series was based. Howard's procedural missteps, and her subsequent recovery, was based on that real-life trial. The writers sought to realistically portray the trial scenes by focusing on less dramatic courtroom elements. Some of the detectives in ''And the Rockets' Dead Glare'' make arguments for drug liberalization, particularly John Munch, whose arguments were inspired by actor Richard Belzer's real-life personal history with drug abuse.",7.0,1.0,,,,1993-03-17,,1993-01-01,,,,1525,,Peter Mensah,,,,,guestStars,0
5633,The 5 Wood,,A bag of cashews and rasins threatens Larry's working relationship with David Schwimmer; a dirty locker and a golf club threatens his club membership; Larry gets into a compromising situation with a dog.,5.0,4.0,,,,2004-02-01,,2004-01-01,,,,3759,Feeling Raw,,"Distrustful of Justin after Kara's firing, Mary Jane tries to make it work with Lee, but resisting Justin is undermining her performance in the coveted co-anchor spot of the morning show.",11.0,4.0,2017-07-18,,0
5148,,Pingali Nagendra Rao,,,,,,,,,,,,,1040,,Jorge Zamacona,,,,,writers,0
1191,Royal Partners: Part 2,,,34.0,4.0,,,,1957-05-26,,1957-01-01,,,,1290,,Pamela Payton-Wright,,,,,guestStars,0
1265,,Mikhail Mikhailov,,,,,,,,,,,,,640,Episode 1,,,1.0,3.0,2019-03-01,,0
1314,The Prize,,,16.0,1.0,,,,1961-01-01,,1961-01-01,,,,24,,Nick Gomez,,,,,director,0
3572,,Claude V. Coen,,,,,,,,,,,,,2257,,Tom Teti,,,,,guestStars,0
841,,Lee Seo-won,,,,,,,,,,,,,6438,Shaq,,"When Larry accidentally trips Shaquille O'Neal at a Lakers game, the incident brings him good luck. Guest starring Shaquille O'Neal and Richard Lewis.",8.0,2.0,2001-11-11,,0
2568,Hand Walk III ~ Seesaw 60,,,24.0,1.0,,,,,,,,,,2190,,,,7.0,1.0,2016-12-11,,0
4662,,Pascal Chaumeil,,,,,,,,,,,,,1767,,J?rgen Goslar,,,,,director,0
5938,,David Mack,,,,,,,,,,,,,3104,The Ending,,"The four dummies complete their special trip to Iceland and back to Korea. However, the staff of Youth Over Flowers invite everyone to famous sausage restaurant in Seoul to celebrate their trip to Iceland, and hands them special gifts. Also, unrevealed scenes from the trip are ready to be aired as well! Stay tuned to check the last episode of Youth Over Flowers.",7.0,3.0,2016-02-12,,0
5781,,LIC Australia Pty,,,,,,,,,,,,,2323,Eeny Meeny Murder Moe,,"While Archie is upstairs trying to convince Wolfe to meet with a prospective client, someone is in the office making sure she won't ever tell Nero her story.",7.0,1.0,2001-06-03,,0
1900,Before I Die,,,11.0,2.0,,,,2002-06-16,,2002-01-01,,,,1659,,David Schurmann,,,,,actor,0
1036,Home to Roost,,,25.0,1.0,,,,1962-08-07,,1962-01-01,,,,4322,,Tarja Halonen,,,,,guestStars,0
2630,,Karpo A?imovi?-Godina,,,,,,,,,,,,,6651,,Ed Naha,,,,,writers,0
321,,Mel Berns,,,,,,,,,,,,,6839,,Gil Santoscoy,,,,,guestStars,0
3812,Im Keller,,,7.0,1.0,,,,2012-10-30,,2012-01-01,,,,5827,D-A-T-E-- DATE?,,JJ develops on a new girl at school who must adapt to life in a wheelchair after injuring herself in gymnastics. ,6.0,1.0,2016-11-09,,0
1579,,Molly Allen,,,,,,,,,,,,,3132,,Michael Currie,,,,,guestStars,0
2807,,Guzmania Producties,,,,,,,,,,,,,4520,Episode 10,,,10.0,1.0,2015-08-04,,0
1794,Fever,,"Darken Rahl captures Richard's sister Jennsen and poisons her mind against her brother. Meanwhile, Richard, Kahlan, and Zedd aid villagers after Rahl unleashes a plague on them.",21.0,1.0,,,,2009-05-16,,2009-01-01,,,,710,All Work and No Play,,"The murder of Robert Breininger, who was shot dead by his 10-year-old son in what appeared to be a tragic accident. However, it later transpired the youngster had been manipulated into the act by Judith Hawkey, his stepmother, to secure a $500,000 life insurance settlement. A decade after the 2003 incident, Hawker was found guilty of aggravated murder, insurance fraud and child-endangering",1.0,2.0,2014-12-06,,0
744,Kangaroo ~ Muscle Gym ~ Extra Kendama,,,26.0,1.0,,,,,,,,,,1990,Love & Betrayal,,"Love is a universal and powerful emotion. But it can also be destructive. Lust can destroy, betrayal can wound. Such an often-irrational force asks questions of any society.",4.0,1.0,2017-12-23,,0
3543,,Nick Morr,,,,,,,,,,,,,3712,Episode 4,,,4.0,3.0,2019-03-22,,0
4091,Feeling Seen,,"Mary Jane uncovers information about Justin's past that spin their love into a new phase. Meanwhile, Kara and Justin are forced to take down a dark horse who has entered the race for the executive producer slot.",19.0,4.0,,,,2017-09-12,,2017-01-01,,,,1346,,Abby Wolf,,,,,guestStars,0
2023,,Monica Evans,,,,,,,,,,,,,5061,Chapter 36,,Frank needs to deal with Petrov one on one while Claire tries to preserve the peace-keeping mission. Sacrifices must be made.,10.0,3.0,2015-02-27,,0
1089,,Brion James,,,,,,,,,,,,,2035,,John Cleese,,,,,guestStars,0
2606,The Baptism,,"Larry can't believe that the Jewish man who is marrying Cheryl's sister is converting to Christianity. Richard Lewis accused Larry of stealing the outgoing message of his answering machine, and Larry accuses several passengers of stealing his airline tickets.",9.0,2.0,,,,2001-11-18,,2001-01-01,,,,236,The Baptism,,The Jewish fiance of Cheryl's sister converts to Christianity; Richard Lewis accuses Larry of stealing the outgoing message on his answering machine.,9.0,2.0,2001-11-18,,1
1619,,Kwon Yul,,,,,,,,,,,,,5615,,Carmen Mathews,,,,,guestStars,0
1500,Emergency,,,25.0,4.0,,,,1957-03-24,,1957-01-01,,,,3557,Special Guest: Alo J?riloo,,,33.0,0.0,2013-11-06,,0
2802,,Eric Wojtanik,,,,,,,,,,,,,243,,David R. Schwartz,,,,,writers,0
1263,The Grudge Match,,,21.0,1.0,,,,1961-02-05,,1961-01-01,,,,5723,The Unicorn in Captivity,,Dr. Venture's latest invention is a real game-changer. And the new game is deadly!,7.0,7.0,2018-09-17,,0
3481,,Alex Honnold,,,,,,,,,,,,,5276,,Jakob Verbruggen,,,,,director,0
3534,Bully,,"BULLY is a new dramatic musical about Sam Bradley, a young man who commits suicide after being repeatedly bullied in school. The story follows Sam in the days leading up to his death, and the lives of those around him following his suicide.",,,,,,2018-09-24,,2018-01-01,58,Drama,,204,,Herbert Reinecker,,,,,writers,0
2891,Morocco,,"Their second stop is Morocco, where Nancy learns how to charm snakes, before Baz persuades her to take part in an off-road race, the International Rally. Later, Nancy treks across the desert for a more comfortable ride on a camel, before performing a Berber dance routine. The presenter then tests his mother's head for heights as the duo take a hot-air balloon ride across the Sahara.",2.0,1.0,,,,2014-09-01,,2014-01-01,,,,3009,Morocco,,"Their second stop is Morocco, where Nancy learns how to charm snakes, before Baz persuades her to take part in an off-road race, the International Rally. Later, Nancy treks across the desert for a more comfortable ride on a camel, before performing a Berber dance routine. The presenter then tests his mother's head for heights as the duo take a hot-air balloon ride across the Sahara",2.0,1.0,2014-09-01,,1
826,Innocent Conspiracy,,,3.0,5.0,,,,1957-11-03,,1957-01-01,,,,4211,S-T-- STAGE MOM,,"Seeing the kids believe she exists to solely serve at their pleasure, Maya takes the stage to prove she has so much more to offer. Kenneth finds JJ a job, and JJ finds an unlikely rival. Ray goes undercover informing parents on his classmates’ social lives and gets in too deep.",5.0,3.0,2018-11-09,,0
667,Water - Liquid Awesome,,Hank teaches us why water is one of the most fascinating and important substances in the universe.,2.0,1.0,,,,2012-02-06,,2012-01-01,,,,70,,Akiyuki Shimbou,,,,,directors,0
3168,Episode 15,,,15.0,1.0,,,,2015-08-24,,2015-01-01,,,,2114,,Michael K. Sheeter,,,,,writers,0
922,,Vladim?r Kova??k,,,,,,,,,,,,,7748,Monty Rides Again,,Monty is nervous about trying skateboarding and begins wondering why some people just seem to have courage and others don't.,73.0,1.0,2017-11-01,,0
3377,,Maril? Carteny,,,,,,,,,,,,,1714,,Cherie Nolan,,,,,director,0
2495,Billboard Installer,,Mike heads off to Texas to work with an outdoor advertising company.,9.0,3.0,,,,2007-06-26,,2007-01-01,,,,129,The Larry David Sandwich,,"As the Jewish high holy days approach, a near-death experience, coupled with a comment made by his father, leaves Larry wondering if there's more to his identity than he thought. In better news, a sandwich now bears his name, but it's not entirely to his liking.",1.0,5.0,2005-09-25,,0
3382,Episode 1,,,1.0,2.0,,,,1964-02-27,,1964-01-01,,,,6814,Episode 6,,"'Sketches:Arranged Shag,Ghost,Journo's Daughter - PM,Mr 'Everything Comes From India' - Famous people,Bharat Home Advert,Barbee Coopers,Mrs 'I Can Make it at Home' - Serotonin,Uncle Fixer - Directions,Journo's Daughter - India and Pakistan PM,Skipinder,Mr 'Everything Comes From India' - Shakespeare,Diwali Muffins,Mrs 'I Can Make it at Home' - Love,Mr 'Everything Comes From India' - Croceries,Guru - Jungle book,Journo's Daughter - Alien,We'd Do It All Again (song),Guru - Bollocks.",6.0,1.0,1998-02-16,,0
4049,,Sean Penn,,,,,,,,,,,,,5491,Brown Plate Special,,"'Mike Rowe Revisits jobs involving food: Coffee plantation (''Ostrich Farmer''); fish farmer (''Vomit Island Workers''); potato farmer (''Turkey Farmer''); oyster shucker (''Rose Parade Float Dismantler''); boudin sausage maker (''Skull Cleaner''); viewer mail asking about top 10 memorable tastes: ground crab shells (''Vexcon''), geoduck stomach (''Geoduck Farmer''), fish mash (marine mammal rescuer, ''Ostrich Farmer''), termite insecticide (''Termite Controller''), tortilla chip from dirty kitchen (''Bio-Diesel Man''), mealworms (''Bat Cave Scavenger''), crawfish (''Shrimper''), cob (''Bio-Diesel Man''), mussels (''Alpaca Shearer''), animal bodily fluids (''Big Animal Vet''); candy maker (''Fuel Tank Cleaner'') ",17.0,0.0,2008-02-26,,0
2987,,Holly Dale,,,,,,,,,,,,,6267,Suruga Devil - Part 5,,"Upon finding the Demon's head, she meets Rouka once again. Instead of giving the head to Rouka, she refuses. She is unable to stand the sight of her because of the fact that she can see her as she is a ghost. Suruga then challenges Rouka to one-on-one basketball in a wager for the head if Suruga loses.",14.0,0.0,2014-08-16,,0
1925,,Jean de Segonzac,,,,,,,,,,,,,3650,,Elvis Han,,,,,actor,0
1795,Episode 5,,,5.0,1.0,,,,1980-07-21,,1980-01-01,,,,4103,,George Worthing Yates,,,,,writers,0
223,The Norfolk Island Murder,,"'Hosted by Steve Liebmann, this episode of Crime Investigation Australia features detailed re-enactments and interviews with key figures, including the head of the police investigation, local Norfolk Island residents as well as intimate interviews with Janelle Patton’s mother and father. 29-year-old Patton had been stabbed to death in a frenzied attack that had left more than 60 wounds from her head to her feet. She had multiple bruises and broken bones and it was clear she had bravely fought back against a sustained attack. What followed were years of difficult investigations plagued by numerous false leads based mainly on gossip and innuendo.By the time the coroner’s inquiry opened two years later no less than 16 persons of interest had been investigated by the man in charge of the case, Detective Sergeant Bob Peters. The naming of the 16 caused a furore of resentment and distress among the islanders. Eventually a 28-year-old chef named Glenn McNeill who had left the island a few months after the murder to return to his native New Zealand was arrested. But forensic investigators said Janelle’s injuries did not match McNeill’s story. He was later convicted and sentenced to 24 years in prison. The crime was also touted as the subject of a potential telemovie.",3.0,3.0,,,,2009-04-30,,2009-01-01,,,,1476,The Norfolk Island Murder,,"'Hosted by Steve Liebmann, this episode of Crime Investigation Australia features detailed re-enactments and interviews with key figures, including the head of the police investigation, local Norfolk Island residents as well as intimate interviews with Janelle Patton’s mother and father. 29-year-old Patton had been stabbed to death in a frenzied attack that had left more than 60 wounds from her head to her feet. She had multiple bruises and broken bones and it was clear she had bravely fought back against a sustained attack. What followed were years of difficult investigations plagued by numerous false leads based mainly on gossip and innuendo.By the time the coroner’s inquiry opened two years later no less than 16 persons of interest had been investigated by the man in charge of the case, Detective Sergeant Bob Peters. The naming of the 16 caused a furore of resentment and distress among the islanders. Eventually a 28-year-old chef named Glenn McNeill who had left the island a few months after the murder to return to his native New Zealand was arrested. But forensic investigators said Janelle’s injuries did not match McNeill’s story. He was later convicted and sentenced to 24 years in prison. The crime was also touted as the subject of a potential telemovie.",3.0,3.0,2009-04-30,,1
2967,New Orleans,,Baz and the mammies head to New Orleans to undertake more death-defying challenges.,2.0,3.0,,,,2016-10-03,,2016-01-01,,,,6155,New Orleans,,Baz and the mammies head to New Orleans to undertake more death-defying challenges.,2.0,3.0,2016-10-03,,1
5057,Animal Control Specialist,,,24.0,5.0,,,,2010-01-05,,2010-01-01,,,,371,,Scott Silveri,,,,,writers,0
4348,,Anonymous Content,,,,,,,,,,,,US,1265,,Eric Alexander,,,,,guestStars,0
4159,,Han Soo-yeon,,,,,,,,,,,,,6489,Episode 14,,,14.0,1.0,2015-08-18,,0
4776,,Susie Farris,,,,,,,,,,,,,614,,Roy Delruth,,,,,director,0
1014,Champagne for One (2),,,4.0,1.0,,,,2001-05-06,,2001-01-01,,,,2761,,Annabelle Apsion,,,,,actor,0
190,The Larcenous Lover,,,10.0,1.0,,,,1962-04-24,,1962-01-01,,,,6101,,Steve Coogan,,,,,guestStars,0
833,There Is An Island,,The Tiki is chartered to search for poet Francois Villon's legendary island hideaway. But one passenger seems to have more than a historical interest in the place.,22.0,1.0,,,,1960-03-14,,1960-01-01,,,,5988,The Pickle Gambit,,"Larry reaches out to a familiar face, gives a hotel guest sartorial advice and looks to create a diversion to help a friend’s nephew.",2.0,9.0,2017-10-08,,0
5264,,Tomoyuki Itamura,,,,,,,,,,,,,1318,,Arlette Clark,,,,,guestStars,0
1727,,James Tolkan,,,,,,,,,,,,,1818,Ted and Mary,,"Larry goes shopping with Mary Steenburgen and her mother, but things take a turn when Larry takes a drink out of Mary's mother's glass of water. When he realizes who's water it is, he stops...then gags!",2.0,1.0,2000-10-22,,0
413,,Tracy Droz Tragos,,,,,,,,,,,,,6801,,Robin Laing,,,,,actor,0
6018,The Pants Tent,,An innocent bunch-up in Larry's trousers gives rise to an embarrassing situation.,1.0,1.0,,,,2000-10-15,,2000-01-01,,,,1642,Feeling Ambushed,,Mary Jane and Justin's relationship is tested when their notoriety on social media leads to discoveries about Justin's past. Kara makes her own discovery about the girlfriend of one of Orlando's teammates.,16.0,4.0,2017-08-22,,0
